taxid	length_gmean	width_gmean	volume_gmean	surface_gmean	length_amean	width_amean	volume_amean	surface_amean	shape	length_ranges	width_ranges	species	genus	family	order	class	phylum	superkingdom	source
366289	1.5	0.5	0.2617993877991494	2.356194490192345	1.5	0.5	0.2617993877991494	2.356194490192345	rod-shaped	['1.5', ' 1.5']	['0.5', ' 0.5']	Pseudomonas delhiensis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
366522	3.25	0.45	0.4930336970727481	4.594579255875073	3.25	0.45	0.4930336970727481	4.594579255875073	rod-shaped	['3.25', ' 3.25']	['0.45', ' 0.45']	Sulfurospirillum cavolei	Sulfurospirillum	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	bacdive
366533	1.9	0.75	0.7289476704032567	4.476769531365455	1.9	0.75	0.7289476704032567	4.476769531365455	rod-shaped	['1.9', ' 1.9']	['0.75', ' 0.75']	Loktanella atrilutea	Loktanella	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
366534	3.0000000000000004	0.9	1.7176657833502196	8.482300164692441	3.0	0.9	1.7176657833502196	8.482300164692441	rod-shaped	['3.0', ' 3.0']	['0.9', ' 0.9']	Pseudovibrio japonicus	Pseudovibrio	Stappiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
367456	15.999999999999998	0.45	2.520833580194536	22.61946710584651	16.0	0.45	2.520833580194536	22.61946710584651	spiral-shaped	['16.0', ' 16.0']	['0.45', ' 0.45']	Treponema isoptericolens	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bacdive
367474	1.4	0.5	0.2421644337142132	2.199114857512855	1.4	0.5	0.2421644337142132	2.199114857512855	rod-shaped	['1.4', ' 1.4']	['0.5', ' 0.5']	Caenimonas koreensis	Caenimonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	bacdive
367742	3.1622776601683795	0.7937253933193772	1.433785653970345	7.88533497873508	3.25	0.8	1.499586893313528	8.168140899333462	rod-shaped	['2.5', ' 4.0']	['0.7', ' 0.9']	Ureibacillus composti	Ureibacillus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
367743	2.958039891549808	0.9797958971132712	1.984059966765344	9.10520054524614	3.0	1.0	2.0943951023931957	9.42477796076938	rod-shaped	['2.5', ' 3.5']	['0.8', ' 1.2']	Ureibacillus thermophilus	Ureibacillus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
367840	0.9	0.9	0.3817035074111599	2.5446900494077327	0.9	0.9	0.3817035074111599	2.5446900494077327	coccus-shaped	['0.9', ' 0.9']	['0.9', ' 0.9']	Salinicoccus luteus	Salinicoccus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
368623	4.8	0.9486832980505138	3.169391829896564	14.305807102746385	5.0	0.95	3.31964896221669	14.922565104551516	rod-shaped	['3.6', ' 6.4']	['0.9', ' 1.0']	Halorubrum aidingense	Halorubrum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	Archaea	bacdive
368624	3.146426544510455	1.0392304845413265	2.375057942663426	10.272575638876912	3.65	1.05	2.857474867980766	12.04015384488288	rod-shaped	['1.8', ' 5.5']	['0.9', ' 1.2']	Halorubrum lipolyticum	Halorubrum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	Archaea	bacdive
369399	4.381780460041329	0.3741657386773941	0.4680880350168577	5.150679239685595	4.4	0.375	0.4721592865112003	5.183627878423159	rod-shaped	['4.0', ' 4.8']	['0.35', ' 0.4']	Paenibacillus zanthoxyli	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
369791	1.449137674618944	0.447213595499958	0.2042139645276844	2.035984736793852	1.55	0.45	0.2226603793231766	2.1912608758788807	rod-shaped	['1.0', ' 2.1']	['0.4', ' 0.5']	Mesonia mobilis	Mesonia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	bacdive
369798	0.85	0.45	0.11133018966158832	1.2016591899980955	0.85	0.45	0.1113301896615883	1.2016591899980955		['0.85', ' 0.85']	['0.45', ' 0.45']	Methylocystis hirsuta	Methylocystis	Methylocystaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
369958	3.0000000000000004	0.6	0.7916813487046278	5.6548667764616285	3.0	0.6	0.7916813487046278	5.654866776461628	rod-shaped	['3.0', ' 3.0']	['0.6', ' 0.6']	Desulfotomaculum defluvii	Desulfotomaculum	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	bacdive
370038	2.0	0.5	0.3599741582238304	3.141592653589793	2.0	0.5	0.3599741582238304	3.141592653589793	rod-shaped	['2.0', ' 2.0']	['0.5', ' 0.5']	Desulfovibrio marinus	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	bacdive
370111	1.5968719422671311	0.698212002188447	0.5223020477564013	3.5027349273252475	1.6	0.7	0.5259549700884911	3.5185837720205684	rod-shaped	['1.5', ' 1.7']	['0.65', ' 0.75']	Brucella pseudintermedia	Brucella	Brucellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
370323	2.545584412271571	0.6928203230275509	0.8726003451589645	5.540615266299252	2.7	0.7	0.9492845801597156	5.937610115284709	rod-shaped	['1.8', ' 3.6']	['0.6', ' 0.8']	Haloterrigena limicola	Haloterrigena	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	Archaea	bacdive
370324	5.549774770204644	0.5477225575051662	1.2646168444648764	9.549614896217843	6.9	0.55	1.5957654434062407	11.922344120373268	rod-shaped	['2.8', ' 11.0']	['0.5', ' 0.6']	Haloterrigena longa	Haloterrigena	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	Archaea	bacdive
370622	0.9	0.6928203230275509	0.2522296371044552	1.958903313372955	0.9	0.8	0.3183480555637657	2.261946710584651	rod-shaped	['0.9', ' 0.9']	['0.4', ' 1.2']	Aureimonas altamirensis	Aureimonas	Aurantimonadaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
370766	2.0784609690826525	0.6928203230275509	0.6964989558659395	4.523893421169301	2.1	0.7	0.7183775201208659	4.618141200776996	rod-shaped	['1.8', ' 2.4']	['0.6', ' 0.8']	Halomonas gomseomensis	Halomonas	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
370767	1.7888543819998317	0.5916079783099616	0.4375281188843267	3.3247491528264326	1.8	0.6	0.4523893421169302	3.392920065876977	rod-shaped	['1.6', ' 2.0']	['0.5', ' 0.7']	Halomonas janggokensis	Halomonas	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
370769	1.3856406460551018	0.6928203230275509	0.4353118474162122	3.015928947446201	1.4	0.7	0.4489859500755411	3.078760800517997	rod-shaped	['1.2', ' 1.6']	['0.6', ' 0.8']	Halomonas denitrificans	Halomonas	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
370776	1.4	0.45	0.1988039101099791	1.9792033717615696	1.4	0.45	0.1988039101099791	1.9792033717615696	rod-shaped	['1.4', ' 1.4']	['0.45', ' 0.45']	Arenimonas composti	Arenimonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
370777	1.25	0.45	0.1749474408967816	1.7671458676442586	1.25	0.45	0.1749474408967816	1.7671458676442586	rod-shaped	['1.25', ' 1.25']	['0.45', ' 0.45']	Arenimonas daejeonensis	Arenimonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
370959	1.7	0.75	0.6405903770210437	4.005530633326986	1.7	0.75	0.6405903770210437	4.005530633326986	rod-shaped	['1.7', ' 1.7']	['0.75', ' 0.75']	Sphingomonas mucosissima	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
370973	4.1	0.7	1.488067720250365	9.016370915802703	4.1	0.7	1.488067720250365	9.016370915802703	rod-shaped	['4.1', ' 4.1']	['0.7', ' 0.7']	Runella defluvii	Runella	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	bacdive
370974	1.55	0.55	0.3246966907178951	2.678207737185299	1.55	0.55	0.3246966907178951	2.678207737185299	rod-shaped	['1.55', ' 1.55']	['0.55', ' 0.55']	Flavobacterium filum	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	bacdive
370976	1.673320053068151	0.9797958971132712	1.0154040292065345	5.150679239685595	1.7	1.0	1.0733774899765127	5.340707511102648	rod-shaped	['1.4', ' 2.0']	['0.8', ' 1.2']	Hydrogenophaga caeni	Hydrogenophaga	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	bacdive
370977	1.5	0.3499999999999999	0.13309226377239253	1.6493361431346414	1.5	0.35	0.1330922637723925	1.6493361431346414	rod-shaped	['1.5', ' 1.5']	['0.35', ' 0.35']	Brevundimonas aveniformis	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
370979	3.8665229858362404	0.447213595499958	0.5839359612584912	5.432321525762	4.4	0.45	0.675933294373929	6.220353454107791	rod-shaped	['2.3', ' 6.5']	['0.4', ' 0.5']	Flavobacterium defluvii	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	bacdive
370980	1.6	0.75	0.5964117303299373	3.769911184307752	1.6	0.75	0.5964117303299373	3.769911184307752	rod-shaped	['1.6', ' 1.6']	['0.75', ' 0.75']	Simplicispira limi	Simplicispira	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	bacdive
371036	4.898979485566357	0.8944271909999159	2.8907911995607214	13.765769302909144	7.0	0.9	4.262355832757952	19.79203371761569	rod-shaped	['2.0', ' 12.0']	['0.8', ' 1.0']	Gottfriedia acidiceleris	Gottfriedia	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
371042	2.82842712474619	0.7483314773547882	1.134296098004645	6.649498305652863	3.0	0.75	1.214912784005428	7.0685834705770345	rod-shaped	['2.0', ' 4.0']	['0.7', ' 0.8']	Erwinia typographi	Erwinia	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
371674	1.1661903789690602	0.5477225575051662	0.23175910547263123	2.006688465020034	1.25	0.55	0.2534218073895767	2.159844949342983	rod-shaped	['0.8', ' 1.7']	['0.5', ' 0.6']	Moryella indoligenes	Moryella	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	bacdive
372072	2.0	0.3	0.13430308594096357	1.884955592153876	2.0	0.3	0.1343030859409636	1.884955592153876	rod-shaped	['2.0', ' 2.0']	['0.3', ' 0.3']	Cohaesibacter gelatinilyticus	Cohaesibacter	Cohaesibacteraceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
372463	1.2649110640673518	0.282842712474619	0.0735528622088243	1.1239703569665165	1.4	0.3	0.0918915851175014	1.3194689145077132	rod-shaped	['0.8', ' 2.0']	['0.2', ' 0.4']	Oceanobacillus profundus	Oceanobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
372484	22.6	0.5	4.404774699720689	35.49999698556466	22.6	0.5	4.404774699720689	35.499996985564664	rod-shaped	['22.6', ' 22.6']	['0.5', ' 0.5']	Sanguibacter antarcticus	Sanguibacter	Sanguibacteraceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	bacdive
373043	1.5491933384829666	1.0	0.954934214992934	4.866934411168334	1.6	1.0	0.9948376736367678	5.026548245743669		['1.2', ' 2.0']	['1.0', ' 1.0']	Roseomonas aquatica	Roseomonas	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
373391	1.414213562373095	0.3872983346207417	0.1513989401460376	1.720721162863643	1.5	0.4	0.171740398396242	1.884955592153876	vibrio-shaped	['1.0', ' 2.0']	['0.3', ' 0.5']	Hydrogenovibrio halophilus	Hydrogenovibrio	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
373540	19.999999999999996	0.2	0.6262241356155654	12.566370614359172	20.0	0.2	0.6262241356155654	12.566370614359172	helical-shaped	['20.0', ' 20.0']	['0.2', ' 0.2']	Borreliella lanei	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bacdive
373543	19.999999999999996	0.2	0.6262241356155654	12.566370614359172	20.0	0.2	0.6262241356155654	12.566370614359172	helical-shaped	['20.0', ' 20.0']	['0.2', ' 0.2']	Borreliella californiensis	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bacdive
373671	1.3	0.8	0.5194099853935125	3.267256359733385	1.3	0.8	0.5194099853935125	3.267256359733385	rod-shaped	['1.3', ' 1.3']	['0.8', ' 0.8']	Epilithonimonas pallida	Epilithonimonas	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	bacdive
373672	3.5999999999999996	1.1	3.072739414598617	12.440706908215585	3.6	1.1	3.072739414598617	12.440706908215583	rod-shaped	['3.6', ' 3.6']	['1.1', ' 1.1']	Chryseobacterium gambrini	Chryseobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	bacdive
373687	4.55521678957215	0.6	1.2291478747910503	8.58638136097725	4.575	0.61	1.2704904378406972	8.620530241450393	rod-shaped	['5.0', ' 5.0', '4.15', ' 4.15']	['0.5', ' 0.5', '0.72', ' 0.72']	Paenibacillus sonchi	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
373890	3.0000000000000004	0.8	1.3739231871699364	7.539822368615502	3.0	0.8	1.3739231871699364	7.539822368615503	rod-shaped	['3.0', ' 3.0']	['0.8', ' 0.8']	Siccationidurans soli	Siccationidurans	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	bacdive
373891	8.944271909999157	0.7745966692414834	4.093215478345227	21.765592370810605	21.0	0.8	10.421710029508542	52.77875658030853	rod-shaped	['2.0', ' 40.0']	['0.6', ' 1.0']	Flammeovirga kamogawensis	Flammeovirga	Flammeovirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	bacdive
374106	2.5039968051097827	0.282842712474619	0.1514069154333597	2.224992936525063	2.6	0.3	0.1767145867644259	2.4504422698000385	rod-shaped	['1.9', ' 3.3']	['0.2', ' 0.4']	Campylobacter cuniculorum	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	bacdive
374424	3.65	1.4	4.900360940824478	16.05353845984384	3.65	1.4	4.900360940824478	16.053538459843843	ovoid-shaped	['3.65', ' 3.65']	['1.4', ' 1.4']	Methylobacterium gregans	Methylobacterium	Methylobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
374425	3.5999999999999996	1.4	4.823391920811529	15.833626974092557	3.6	1.4	4.823391920811528	15.833626974092558	ovoid-shaped	['3.6', ' 3.6']	['1.4', ' 1.4']	Methylobacterium komagatae	Methylobacterium	Methylobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
374426	3.3	1.25	3.5383823507228787	12.959069696057897	3.3	1.25	3.5383823507228787	12.959069696057895	ovoid-shaped	['3.3', ' 3.3']	['1.25', ' 1.25']	Methylobacterium persicinum	Methylobacterium	Methylobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
374432	3.55	1.7	6.771572065118898	18.9595116644144	3.55	1.7	6.771572065118899	18.9595116644144	rod-shaped	['3.55', ' 3.55']	['1.7', ' 1.7']	Methylobacterium tardum	Methylobacterium	Methylobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
374513	1.25206766405863	0.6005201565352649	0.29757882241631356	2.3621379738708246	1.35	0.6499999999999999	0.44911684976944083	2.9138271862045335	rod-shaped	['0.6', ' 1.6', '1.6', ' 1.6']	['0.3', ' 0.6', '0.85', ' 0.85']	Nocardioides salarius	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	bacdive
374514	1.3416407864998738	0.4898979485566356	0.2221121343935814	2.064865395436372	1.4	0.5	0.2421644337142132	2.199114857512855	rod-shaped	['1.0', ' 1.8']	['0.4', ' 0.6']	Nocardioides marinus	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	bacdive
374515	1.85	0.75	0.7068583470577035	4.358959806855838	1.85	0.75	0.7068583470577035	4.358959806855838	rod-shaped	['1.85', ' 1.85']	['0.75', ' 0.75']	Pelagibius litoralis	Pelagibius	Rhodovibrionaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
374838	2.0	0.5	0.3599741582238304	3.141592653589793	2.0	0.5	0.3599741582238304	3.141592653589793	rod-shaped	['2.0', ' 2.0']	['0.5', ' 0.5']	Reinekea blandensis	Reinekea	Saccharospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
374858	1.4832396974191326	0.7348469228349535	0.5251776802417228	3.424191879625638	1.55	0.75	0.5743224069843841	3.652101459798135	rod-shaped	['1.1', ' 2.0']	['0.6', ' 0.9']	Zoogloea caeni	Zoogloea	Zoogloeaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria	bacdive
375061	2.25	0.5	0.409061543436171	3.5342917352885173	2.25	0.5	0.409061543436171	3.5342917352885173	rod-shaped	['2.25', ' 2.25']	['0.5', ' 0.5']	Arenimonas donghaensis	Arenimonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
375175	3.0000000000000004	0.7	1.0647381101791404	6.5973445725385655	3.0	0.7	1.0647381101791404	6.5973445725385655	rod-shaped	['3.0', ' 3.0']	['0.7', ' 0.7']	Loigolactobacillus backii	Loigolactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	bacdive
375541	2.15	0.5	0.3894265893512347	3.3772121026090276	2.15	0.5	0.3894265893512347	3.377212102609028	rod-shaped	['2.15', ' 2.15']	['0.5', ' 0.5']	Aeromicrobium tamlense	Aeromicrobium	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	bacdive
375542	0.9	0.45	0.1192823460659874	1.2723450247038663	0.9	0.45	0.1192823460659874	1.2723450247038663	rod-shaped	['0.9', ' 0.9']	['0.45', ' 0.45']	Nocardioides furvisabuli	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	bacdive
375574	2.3	1.1	1.8373081035744308	7.948229413582176	2.3	1.1	1.8373081035744308	7.948229413582177	rod-shaped	['2.3', ' 2.3']	['1.1', ' 1.1']	Gulbenkiania indica	Gulbenkiania	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	bacdive
375674	1.75	0.85	0.832260253813496	4.673119072214817	1.75	0.85	0.832260253813496	4.673119072214817	rod-shaped	['1.75', ' 1.75']	['0.85', ' 0.85']	Paraferrimonas sedimenticola	Paraferrimonas	Ferrimonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
375760	1.5	0.4	0.171740398396242	1.884955592153876	1.5	0.4	0.171740398396242	1.884955592153876	rod-shaped	['1.5', ' 1.5']	['0.4', ' 0.4']	Marinobacter gudaonensis	Marinobacter	Marinobacteraceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
375761	0.8	0.5	0.12435470920459593	1.2566370614359172	0.8	0.5	0.1243547092045959	1.2566370614359172	rod-shaped	['0.8', ' 0.8']	['0.5', ' 0.5']	Pseudooceanicola nanhaiensis	Pseudooceanicola	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
376174	1.35	0.8	0.5445427266222309	3.392920065876977	1.35	0.8	0.5445427266222309	3.392920065876977	rod-shaped	['1.35', ' 1.35']	['0.8', ' 0.8']	Labrys neptuniae	Labrys	Xanthobacteraceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
376427	1.2	0.3499999999999999	0.1042288812675363	1.319468914507713	1.2	0.35	0.1042288812675363	1.319468914507713	rod-shaped	['1.2', ' 1.2']	['0.35', ' 0.35']	Halomonas gudaonensis	Halomonas	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
376620	1.414213562373095	0.8944271909999159	0.7012481948039204	3.9738353063184397	1.5	0.9	0.7634070148223198	4.241150082346221	rod-shaped	['1.0', ' 2.0']	['0.8', ' 1.0']	Gluconobacter japonicus	Gluconobacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
376733	0.9	0.45	0.1192823460659874	1.2723450247038663	0.9	0.45	0.1192823460659874	1.2723450247038663	rod-shaped	['0.9', ' 0.9']	['0.45', ' 0.45']	Paracoccus halophilus	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
376815	1.224744871391589	0.5916079783099616	0.2824604181289651	2.276300136311535	1.25	0.6	0.2968805057642354	2.356194490192345	rod-shaped	['1.0', ' 1.5']	['0.5', ' 0.7']	Variovorax soli	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	bacdive
377615	3.5	0.6	0.9330530181161686	6.5973445725385655	3.5	0.6	0.9330530181161686	6.5973445725385655	rod-shaped	['3.5', ' 3.5']	['0.6', ' 0.6']	Thermobacillus composti	Thermobacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
377616	2.15	0.75	0.8393942871310228	5.065818153913542	2.15	0.75	0.8393942871310228	5.065818153913542	rod-shaped	['2.15', ' 2.15']	['0.75', ' 0.75']	Pseudoxanthomonas yeongjuensis	Pseudoxanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
378543	3.25	0.5	0.605411084285533	5.105088062083413	3.25	0.5	0.605411084285533	5.105088062083414	rod-shaped	['3.25', ' 3.25']	['0.5', ' 0.5']	Tumebacillus permanentifrigoris	Tumebacillus	Alicyclobacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
379069	2.0	0.6	0.5089380098815465	3.769911184307752	2.0	0.6	0.5089380098815465	3.769911184307752	rod-shaped	['2.0', ' 2.0']	['0.6', ' 0.6']	Galbibacter mesophilus	Galbibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	bacdive
379071	3.872983346207417	0.5916079783099616	1.010432990154549	7.198293068896204	4.0	0.6	1.0744246875277093	7.539822368615503	rod-shaped	['3.0', ' 5.0']	['0.5', ' 0.7']	Gilvibacter sediminis	Gilvibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	bacdive
379073	1.5811388300841898	0.5916079783099616	0.3804293243400553	2.938690839634749	1.75	0.6	0.4382521751757761	3.2986722862692828	rod-shaped	['1.0', ' 2.5']	['0.5', ' 0.7']	Sediminibacter furfurosus	Sediminibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	bacdive
379075	22.499999999999996	0.6	6.305176455754714	42.4115008234622	22.5	0.6	6.305176455754714	42.411500823462205	rod-shaped	['22.5', ' 22.5']	['0.6', ' 0.6']	Sediminitomix flava	Sediminitomix	Flammeovirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	bacdive
379347	1.431994994907799	0.8112825074387918	0.5986258922724959	3.6497530882148244	1.475	0.825	0.6454009407718531	3.8131080832946114	rod-shaped	['1.0', ' 2.0', '1.45', ' 1.45']	['0.6', ' 0.8', '0.95', ' 0.95']	Tritonibacter mobilis	Tritonibacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
379482	3.0000000000000004	0.6	0.7916813487046278	5.6548667764616285	3.0	0.6	0.7916813487046278	5.654866776461628	rod-shaped	['3.0', ' 3.0']	['0.6', ' 0.6']	Marinobacter pelagius	Marinobacter	Marinobacteraceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
379893	1.25	0.6	0.2968805057642354	2.356194490192345	1.25	0.6	0.2968805057642354	2.356194490192345	rod-shaped	['1.25', ' 1.25']	['0.6', ' 0.6']	Trabulsiella odontotermitis	Trabulsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
379895	2.23606797749979	0.7071067811865476	0.7855417801684584	4.967294132898051	2.25	0.75	0.8835729338221293	5.301437602932776	rod-shaped	['2.0', ' 2.5']	['0.5', ' 1.0']	Comamonas odontotermitis	Comamonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	bacdive
379896	4.979959839195494	0.8944271909999159	2.9416726563700015	13.993318095348686	7.2	0.9	4.3895903352283385	20.35752039526186	rod-shaped	['2.0', ' 12.4']	['0.8', ' 1.0']	Paenibacillus fonticola	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
379900	1.25	0.8	0.4942772441647941	3.141592653589793	1.25	0.8	0.4942772441647941	3.141592653589793	rod-shaped	['1.25', ' 1.25']	['0.8', ' 0.8']	Niabella aurantiaca	Niabella	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	bacdive
380174	4.5	0.6	1.21579635693925	8.482300164692441	4.5	0.6	1.21579635693925	8.482300164692441	rod-shaped	['4.5', ' 4.5']	['0.6', ' 0.6']	Cohnella laeviribosi	Cohnella	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
380393	6.0	0.75	2.5402721847386216	14.137166941154067	6.0	0.75	2.5402721847386216	14.137166941154067	rod-shaped	['6.0', ' 6.0']	['0.75', ' 0.75']	Levilactobacillus namurensis	Levilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	bacdive
380628	3.5	0.5	0.6544984694978736	5.497787143782138	3.5	0.5	0.6544984694978736	5.497787143782138	ovoid-shaped	['3.5', ' 3.5']	['0.5', ' 0.5']	Lysobacter niabensis	Lysobacter	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
380629	3.0000000000000004	0.55	0.669191960138101	5.18362787842316	3.0	0.55	0.669191960138101	5.18362787842316	rod-shaped	['3.0', ' 3.0']	['0.55', ' 0.55']	Lysobacter niastensis	Lysobacter	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
380630	3.7000000000000006	1.2	3.732212072464673	13.948671381938684	3.7	1.2	3.7322120724646735	13.948671381938684	rod-shaped	['3.7', ' 3.7']	['1.2', ' 1.2']	Bacillus decisifrondis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
