taxid	length_gmean	width_gmean	volume_gmean	surface_gmean	length_amean	width_amean	volume_amean	surface_amean	shape	length_ranges	width_ranges	sources	species	genus	family	order	class	phylum	superkingdom
322509	1.4832396974191326	1.095445115010332	1.0537762485046795	5.104483873897135	1.55	1.1	1.1245592702912466	5.356415474370598	ovoid-shaped	['1.1', ' 2.0']	['1.0', ' 1.2']	['bacdive']	Dietzia kunjamensis	Dietzia	Dietziaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
322596	1.095445115010332	1.095445115010332	0.6882884651454569	3.7699111843077513	1.15	1.15	0.7963282878380625	4.1547562843725006	coccus	['0.8', ' 1.5']	['0.8', ' 1.5']	['bm5']	Dermacoccus abyssi	Dermacoccus	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
322601	1.095445115010332	1.095445115010332	0.6882884651454569	3.7699111843077513	1.15	1.15	0.7963282878380625	4.1547562843725006	coccus	['0.8', ' 1.5']	['0.8', ' 1.5']	['bm5']	Dermacoccus barathri	Dermacoccus	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
322602	1.095445115010332	1.095445115010332	0.6882884651454569	3.7699111843077513	1.15	1.15	0.7963282878380625	4.1547562843725006	coccus	['0.8', ' 1.5']	['0.8', ' 1.5']	['bm5']	Dermacoccus profundi	Dermacoccus	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
323273	3.872983346207417	0.5916079783099616	1.010432990154549	7.198293068896204	4.0	0.6	1.0744246875277093	7.539822368615503	rod-shaped	['3.0', ' 5.0']	['0.5', ' 0.7']	['bacdive']	Nonlabens tegetincola	Nonlabens	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
323284	1.75	0.9	0.922450142910303	4.948008429403924	1.75	0.9	0.922450142910303	4.948008429403924	rod-shaped	['1.75', ' 1.75']	['0.9', ' 0.9']	['bacdive']	Alcaligenes aquatilis	Alcaligenes	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
323412	3.872983346207417	0.2449489742783178	0.1786623909283269	2.98037647973883	8.0	0.25	0.3886084662643624	6.283185307179586	rod-shaped	['1.0', ' 15.0']	['0.2', ' 0.3']	['bacdive']	Aquimarina brevivitae	Aquimarina	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
323415	1.414213562373095	0.3872983346207417	0.1513989401460376	1.720721162863643	1.5	0.4	0.171740398396242	1.884955592153876	rod-shaped	['1.0', ' 2.0']	['0.3', ' 0.5']	['bacdive']	Dokdonella koreensis	Dokdonella	Rhodanobacteraceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
323423	1.224744871391589	0.447213595499958	0.16896642542081047	1.720721162863643	1.25	0.45	0.1749474408967816	1.7671458676442586	rod-shaped	['1.0', ' 1.5']	['0.4', ' 0.5']	['bacdive']	Limnohabitans curvus	Limnohabitans	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
323621	4.898979485566356	0.316227766016838	0.3764861254937292	4.8669344111683355	5.0	0.35	0.4698317263290485	5.497787143782138	rod-shaped	['4.0', ' 6.0']	['0.2', ' 0.5']	['bacdive']	Shinella granuli	Shinella	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
323761	3.464101615137755	0.7	1.2433453426970418	7.617957329783718	3.5	0.7	1.2571606602115153	7.696902001294993	rod-shaped	['3.0', ' 4.0']	['0.7', ' 0.7']	['bacdive']	Microbacterium koreense	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
324078	0.3872983346207417	0.3872983346207417	0.030418340069802003	0.471238898038469	0.4	0.4	0.0335103216382911	0.5026548245743669	spherical	['0.3', ' 0.5']	['0.3', ' 0.5']	['bm4']	Mesoplasma coleopterae	Mesoplasma	Entomoplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria
324079	3.872983346207417	0.1414213562373095	0.0600961996499111	1.7207211628636432	4.0	0.15	0.0698022617719482	1.884955592153876	helical	['3.0', ' 5.0']	['0.1', ' 0.2']	['bm4']	Spiroplasma tabanidicola	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria
324679	11.999999999999995	0.23	0.4953854409733477	8.670795723907828	13.0	0.23	0.5369330038170729	9.393362034233482		['8.0', ' 18.0']	['0.23', ' 0.23']	['bacdive']	Spirochaeta dissipatitropha	Spirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria
324707	0.5	0.25	0.020453077171808498	0.3926990816987241	0.5	0.25	0.0204530771718085	0.3926990816987241	rod	['0.5', ' 0.5']	['0.25', ' 0.25']	['bm4']	Candidatus Rhabdochlamydia crassificans	Candidatus Rhabdochlamydia	Rhabdochlamydiaceae	Parachlamydiales	Chlamydiia	Chlamydiae	Bacteria
324854	2.449489742783178	0.5916079783099616	0.6191297485464544	4.55260027262307	2.5	0.6	0.6503096792930871	4.71238898038469	rod-shaped	['2.0', ' 3.0']	['0.5', ' 0.7']	['bacdive']	Metabacillus niabensis	Metabacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
325473	0.9756536270623914	0.457274534606947	0.13519619231779886	1.4015950418672665	1.12	0.4599999999999999	0.1606505763290699	1.618548535129461	rod-shaped	['0.57', ' 1.67']	['0.41', ' 0.51']	['bacdive']	Psychroserpens mesophilus	Psychroserpens	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
326320	13.25	0.45	2.0834649779525813	18.731746197029143	13.25	0.45	2.0834649779525813	18.731746197029143	rod-shaped	['13.25', ' 13.25']	['0.45', ' 0.45']	['bacdive']	Dokdonia donghaensis	Dokdonia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
326329	2.0	0.4898979485566356	0.3462099225068905	3.0781195923884734	2.9	0.5	0.5366887449882564	4.5553093477052	rod-shaped	['0.8', ' 5.0']	['0.4', ' 0.6']	['bacdive']	Polaribacter dokdonensis	Polaribacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
326474	1.75	0.7	0.5836817350982035	3.848451000647497	1.75	0.7	0.5836817350982035	3.848451000647497	rod-shaped	['1.75', ' 1.75']	['0.7', ' 0.7']	['bacdive']	Caballeronia humi	Caballeronia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
326475	1.75	0.7	0.5836817350982035	3.848451000647497	1.75	0.7	0.5836817350982035	3.848451000647497	rod-shaped	['1.75', ' 1.75']	['0.7', ' 0.7']	['bacdive']	Caballeronia telluris	Caballeronia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
326537	1.8973665961010275	0.7348469228349535	0.7008151132863731	4.380240970051501	2.45	0.75	0.9719302272043424	5.7726765009712455	rod-shaped	['0.9', ' 4.0']	['0.6', ' 0.9']	['bacdive']	Colwellia polaris	Colwellia	Colwelliaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
327095	0.848528137423857	0.2958039891549807	0.05153672452726301	0.7885334978735078	0.8999999999999999	0.3	0.0565486677646162	0.848230016469244	rods	['0.6', ' 1.2']	['0.25', ' 0.35']	['bm5']	Demequina aestuarii	Demequina	Demequinaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
327575	4.0	0.4	0.4858996637552213	5.026548245743669	4.0	0.4	0.4858996637552213	5.026548245743669	rod-shaped	['4.0', ' 4.0']	['0.4', ' 0.4']	['bacdive']	Capnocytophaga leadbetteri	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
327939	1.75	0.65	0.508807110187647	3.5735616434583894	1.75	0.65	0.508807110187647	3.573561643458389	rod-shaped	['1.75', ' 1.75']	['0.65', ' 0.65']	['bacdive']	Pseudoalteromonas byunsanensis	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
328225	1.118033988749895	0.4898979485566356	0.1799632460073371	1.720721162863643	1.5	0.5	0.2617993877991494	2.356194490192345	ovoid-shaped	['0.5', ' 2.5']	['0.4', ' 0.6']	['bacdive']	Erythrobacter dokdonensis	Erythrobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
328415	2.25	1.05	1.6452128027768047	7.422012644105886	2.25	1.05	1.6452128027768047	7.4220126441058865	rod-shaped	['2.25', ' 2.25']	['1.05', ' 1.05']	['bacdive']	Tateyamaria pelophila	Tateyamaria	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
328515	5.477225575051661	0.4898979485566356	1.001651501794301	8.429777677248872	15.5	0.5	3.0106929596902186	24.347343065320896	rod-shaped	['1.0', ' 30.0']	['0.4', ' 0.6']	['bacdive']	Nonlabens dokdonensis	Nonlabens	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
328813	1.2247448713915892	0.316227766016838	0.08791241370730969	1.216733602792084	1.75	0.35	0.1571450825264394	1.9242255003237485	rod-shaped	['0.5', ' 3.0']	['0.2', ' 0.5']	['bacdive']	Alistipes onderdonkii	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
328814	1.5491933384829666	0.1414213562373095	0.0235941915661486	0.6882884651454572	2.3	0.15	0.0397607820219958	1.0838494654884787	rod-shaped	['0.6', ' 4.0']	['0.1', ' 0.2']	['bacdive']	Alistipes shahii	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
328839	1.224744871391589	0.7483314773547882	0.4289598039882855	2.879317227558481	1.25	0.75	0.4417864669110646	2.945243112740431	rod-shaped	['1.0', ' 1.5']	['0.7', ' 0.8']	['bacdive']	Azospirillum melinis	Azospirillum	Azospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
329186	1.9364916731037085	0.438748219369606	0.2706652002402761	2.669198508360961	2.0	0.45	0.2942297869627691	2.827433388230814	rod-shaped	['1.5', ' 2.5']	['0.35', ' 0.55']	['bacdive']	Flavobacterium saliperosum	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
329267	4.0	0.65	1.255426239267346	8.168140899333464	4.0	0.65	1.255426239267346	8.168140899333462	rod-shaped	['4.0', ' 4.0']	['0.65', ' 0.65']	['bacdive']	Fontibacillus aquaticus	Fontibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
329854	2.23606797749979	0.8	0.989929070413352	5.619851784832581	3.0	0.8	1.3739231871699364	7.539822368615503	rod-shaped	['1.0', ' 5.0']	['0.8', ' 0.8']	['bacdive']	Bacteroides intestinalis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
329937	13.416407864998739	1.0	10.275422708761939	42.14888838624435	14.0	1.0	10.733774899765129	43.982297150257104	coccus-shaped	['10.0', ' 18.0']	['1.0', ' 1.0']	['bacdive']	Helicobacter cynogastricus	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
329993	2.3622023622035435	0.447213595499958	0.34763783026608636	3.318806790341331	2.45	0.45	0.3657991946023615	3.4636059005827478	rod-shaped	['1.8', ' 3.1']	['0.4', ' 0.5']	['bacdive']	Cognaticolwellia aestuarii	Cognaticolwellia	Colwelliaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
330734	1.75	0.3499999999999999	0.1571450825264394	1.9242255003237485	1.75	0.35	0.1571450825264394	1.9242255003237485	rod-shaped	['1.75', ' 1.75']	['0.35', ' 0.35']	['bacdive']	Marinobacter psychrophilus	Marinobacter	Marinobacteraceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
330920	1.7320508075688774	0.7071067811865476	0.5876147003761992	3.847649490485592	2.0	0.75	0.7731263170943632	4.71238898038469	rod-shaped	['1.0', ' 3.0']	['0.5', ' 1.0']	['bacdive']	Sphingomonas azotifigens	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
330922	1.0816653826391969	0.6324555320336759	0.2735846135355286	2.149180043577043	1.1	0.65	0.2931171395646227	2.2462387473167023	ovoid-shaped	['0.9', ' 1.3']	['0.5', ' 0.8']	['bacdive']	Psychrobacter cryohalolentis	Psychrobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria
331526	1.224744871391589	0.4898979485566356	0.2000777735052508	1.884955592153876	1.25	0.5	0.2127120025868089	1.9634954084936207	rods	['1.0', ' 1.5']	['0.4', ' 0.6']	['bm5']	Kribbia dieselivorans	Kribbia	Intrasporangiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
331618	1.284523257866513	0.3	0.08372901521069288	1.2106346490835993	1.3	0.3	0.0848230016469244	1.2252211349000193	rod-shaped	['1.1', ' 1.5']	['0.3', ' 0.3']	['bacdive']	Mycetocola reblochoni	Mycetocola	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
331992	4.472135954999579	4.472135954999579	46.83209820693815	62.83185307179581	4.5	4.5	47.712938426394985	63.61725123519331	sphere/spheroid	['4.0', ' 5.0']	['4.0', ' 5.0']	['pcc']	Kamptonema formosum	Kamptonema	Microcoleaceae	Oscillatoriales		Cyanobacteria	Bacteria
332055	1.5	0.648074069840786	0.4235413771526075	3.0539771051907776	1.5	0.6499999999999999	0.4258494291787912	3.063052837250048	rod-shaped	['1.5', ' 1.5']	['0.6', ' 0.7']	['bacdive']	Sphingobium indicum	Sphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
332095	3.5	0.7	1.2571606602115153	7.696902001294991	3.5	0.7	1.2571606602115153	7.696902001294993	rod-shaped	['3.5', ' 3.5']	['0.7', ' 0.7']	['bacdive']	Dethiosulfatibacter aminovorans	Dethiosulfatibacter			Tissierellia	Firmicutes	Bacteria
332101	3.464101615137755	0.6	0.9229029889218614	6.529677711243184	3.5	0.6	0.9330530181161686	6.5973445725385655	rod-shaped	['3.0', ' 4.0']	['0.6', ' 0.6']	['bacdive']	Clostridium drakei	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
332158	2.121320343559643	0.6708203932499369	0.6707073300900162	4.470564719608246	2.25	0.7	0.7761042851305783	4.948008429403924	rod-shaped	['1.5', ' 3.0']	['0.5', ' 0.9']	['bacdive']	Larkinella insperata	Larkinella	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria
332175	3.0000000000000004	0.9	1.7176657833502196	8.482300164692441	3.0	0.9	1.7176657833502196	8.482300164692441	rod-shaped	['3.0', ' 3.0']	['0.9', ' 0.9']	['bacdive']	Desulfosalsimonas propionicica	Desulfosalsimonas	Desulfobacteraceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
332186	3.1622776601683795	0.7483314773547882	1.2811312325317568	7.4343651138547395	3.25	0.75	1.325359400733194	7.65763209312512	rod-shaped	['2.5', ' 4.0']	['0.7', ' 0.8']	['bacdive']	Shewanella xiamenensis	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
332516	2.449489742783178	0.6324555320336759	0.7032993096584776	4.866934411168334	2.75	0.65	0.8406378342230688	5.615596868291755	ovoid-shaped	['1.5', ' 4.0']	['0.5', ' 0.8']	['bacdive']	Halovibrio denitrificans	Halovibrio	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
332522	4.58257569495584	0.8366600265340756	2.3660766161938223	12.0450481400455	5.0	0.85	2.676473316241129	13.351768777756622	rod-shaped	['3.0', ' 7.0']	['0.7', ' 1.0']	['bacdive']	Halospina denitrificans	Halospina			Gammaproteobacteria	Proteobacteria	Bacteria
332524	3.1622776601683795	0.7071067811865476	1.1492634720128805	7.024814731040727	3.25	0.75	1.325359400733194	7.65763209312512	rods	['2.5', ' 4.0']	['0.5', ' 1.0']	['bm5']	Actinomyces ruminicola	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria
332953	4.472135954999579	0.447213595499958	0.6790654240006034	6.283185307179585	4.5	0.45	0.6918376071827272	6.361725123519332	rod-shaped	['4.0', ' 5.0']	['0.4', ' 0.5']	['bacdive']	Halovivax asiaticus	Halovivax	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	Archaea
332999	2.3	0.65	0.6913140084071289	4.696681017116741	2.3	0.65	0.6913140084071289	4.69668101711674	rod-shaped	['2.3', ' 2.3']	['0.65', ' 0.65']	['bacdive']	Pedobacter suwonensis	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria
333138	2.449489742783178	0.6928203230275509	0.8363735082332995	5.331459525790038	2.5	0.7	0.8723155601467657	5.497787143782138	rod-shaped	['2.0', ' 3.0']	['0.6', ' 0.8']	['bacdive']	Alkalihalobacillus okhensis	Alkalihalobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
333139	1.5	0.5	0.2617993877991494	2.356194490192345	1.5	0.5	0.2617993877991494	2.356194490192345	rod-shaped	['1.5', ' 1.5']	['0.5', ' 0.5']	['bacdive']	Roseivirga halotolerans	Roseivirga	Roseivirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria
333140	2.0	0.5	0.3599741582238304	3.141592653589793	2.0	0.5	0.3599741582238304	3.141592653589793	rod-shaped	['2.0', ' 2.0']	['0.5', ' 0.5']	['bacdive']	Roseivirga spongicola	Roseivirga	Roseivirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria
333297	2.7386127875258306	1.095445115010332	2.236937511722735	9.424777960769381	3.25	1.1	2.740123292399798	11.231193736583512	rod-shaped	['1.5', ' 5.0']	['1.0', ' 1.2']	['bacdive']	Methylobacterium adhaesivum	Methylobacterium	Methylobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
333368	3.464101615137755	0.8944271909999159	1.9892308442533089	9.73386882233667	4.0	0.9	2.3538382957021526	11.309733552923255	rod-shaped	['2.0', ' 6.0']	['0.8', ' 1.0']	['bacdive']	Rhodoblastus sphagnicola	Rhodoblastus	Beijerinckiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
333702	1.0	0.5	0.1636246173744683	1.5707963267948966	1.0	0.5	0.1636246173744683	1.5707963267948966	rod-shaped	['1.0', ' 1.0']	['0.5', ' 0.5']	['bacdive']	Chryseobacterium piscium	Chryseobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
333708	2.35	0.4	0.278554548618295	2.9530970943744053	2.35	0.4	0.278554548618295	2.9530970943744057	rod-shaped	['2.35', ' 2.35']	['0.4', ' 0.4']	['bacdive']	Sphingosinicella soli	Sphingosinicella	Sphingosinicellaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
333963	2.197862598071135	0.4257933771208754	0.2927496066870561	2.9400134230830104	2.285	0.43	0.311013091216103	3.086771861784652	rod-shaped	['1.66', ' 2.91']	['0.37', ' 0.49']	['bacdive']	Leucobacter iarius	Leucobacter	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
333965	3.271085446759225	0.6361603571427569	0.972315267181248	6.537449750628546	3.5700000000000003	0.6399999999999999	1.0798366044722931	7.177910894921959	rod-shaped	['2.14', ' 5.0']	['0.57', ' 0.71']	['bacdive']	Providencia vermicola	Providencia	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
334122	3.872983346207417	0.1414213562373095	0.0600961996499111	1.7207211628636432	4.0	0.15	0.0698022617719482	1.884955592153876	helical	['3.0', ' 5.0']	['0.1', ' 0.2']	['bm4']	Spiroplasma leucomae	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria
334253	4.4721359549995805	0.7937253933193772	2.0819046423852887	11.151547670782112	6.0	0.8	2.881887660893037	15.079644737231009	rod-shaped	['2.0', ' 10.0']	['0.7', ' 0.9']	['bacdive']	Gracilibacillus orientalis	Gracilibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
334543	1.62	0.73	0.5761882512212285	3.715247472135289	1.62	0.73	0.5761882512212285	3.715247472135289	ovoid-shaped	['1.62', ' 1.62']	['0.73', ' 0.73']	['bacdive']	Psychrobacter arcticus	Psychrobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria
334715	1.65	0.55	0.3484549851606679	2.850995333132738	1.65	0.55	0.3484549851606679	2.8509953331327376	rod-shaped	['1.65', ' 1.65']	['0.55', ' 0.55']	['bacdive']	Salinivibrio proteolyticus	Salinivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
334735	2.8	0.6	0.7351326809400115	5.277875658030852	2.8	0.6	0.7351326809400115	5.277875658030852	rod-shaped	['2.8', ' 2.8']	['0.6', ' 0.6']	['bacdive']	Sporosarcina koreensis	Sporosarcina	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
334736	2.5	0.85	1.2578478836044882	6.675884388878311	2.5	0.85	1.2578478836044882	6.675884388878311	rod-shaped	['2.5', ' 2.5']	['0.85', ' 0.85']	['bacdive']	Sporosarcina soli	Sporosarcina	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
334771	1.224744871391589	1.224744871391589	0.9619123726213976	4.712388980384689	1.25	1.25	1.0226538585904277	4.908738521234052	coccus-shaped	['1.0', ' 1.5']	['1.0', ' 1.5']	['bacdive']	Ignisphaera aggregans	Ignisphaera	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea
334852	2.425	0.7	0.8434521776419094	5.332853529468674	2.425	0.7	0.8434521776419094	5.332853529468673	rod-shaped	['2.425', ' 2.425']	['0.7', ' 0.7']	['bacdive']	Methylobacterium oryzae	Methylobacterium	Methylobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
335017	1.8	0.6	0.4523893421169302	3.392920065876977	1.8	0.6	0.4523893421169302	3.392920065876977	rod-shaped	['1.8', ' 1.8']	['0.6', ' 0.6']	['bacdive']	Rhizobium mesosinicum	Rhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
335020	1.7320508075688774	0.3872983346207417	0.1888432584414485	2.1074444193122184	2.0	0.4	0.2345722514680379	2.5132741228718345	rod-shaped	['1.0', ' 3.0']	['0.3', ' 0.5']	['bacdive']	Mesorhizobium albiziae	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
335286	1.4	0.8	0.5696754678509491	3.518583772020568	1.4	0.8	0.5696754678509491	3.518583772020568	rod-shaped	['1.4', ' 1.4']	['0.8', ' 0.8']	['bacdive']	Brucella oryzae	Brucella	Brucellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
335476	1.4966629547095764	1.4966629547095764	1.7553779948751569	7.037167544041135	1.7999999999999998	1.7999999999999998	3.0536280592892773	10.178760197630927	coccus-shaped	['0.8', ' 2.8']	['0.8', ' 2.8']	['bacdive']	Polaromonas hydrogenivorans	Polaromonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
335972	2.5	0.7	0.8723155601467657	5.497787143782138	2.5	0.7	0.8723155601467657	5.497787143782138	rod-shaped	['2.5', ' 2.5']	['0.7', ' 0.7']	['bacdive']	Vibrio litoralis	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
335973	0.8944271909999159	0.8944271909999159	0.3746567856555053	2.5132741228718345	0.9	0.9	0.3817035074111599	2.5446900494077327	coccus	['0.8', ' 1.0']	['0.8', ' 1.0']	['bm5']	Arthrobacter subterraneus	Arthrobacter	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
335975	1.1	0.9	0.5089380098815466	3.1101767270538954	1.1	0.9	0.5089380098815466	3.110176727053896	rod-shaped	['1.1', ' 1.1']	['0.9', ' 0.9']	['bacdive']	Sulfitobacter litoralis	Sulfitobacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
336261	2.449489742783178	0.565685424949238	0.5682331671373387	4.353118474162122	2.5	0.6000000000000001	0.6503096792930873	4.712388980384691	rod-shaped	['2.0', ' 3.0']	['0.4', ' 0.8']	['bacdive']	Thermovirga lienii	Thermovirga	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria
336292	1.0	0.7	0.2950479100496413	2.199114857512855	1.0	0.7	0.2950479100496413	2.199114857512855	rod-shaped	['1.0', ' 1.0']	['0.7', ' 0.7']	['bacdive']	Paracoccus tibetensis	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
336819	6.855654600401045	0.4242640687119284	0.9492023625458916	9.137661256208611	7.35	0.4499999999999999	1.1451105222334792	10.390817701748238	rod-shaped	['4.7', ' 10.0']	['0.3', ' 0.6']	['bacdive']	Flectobacillus lacus	Flectobacillus	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria
336820	0.938083151964686	0.5916079783099616	0.20366016234497963	1.743513164715289	0.95	0.6	0.212057504117311	1.7907078125461822	rod-shaped	['0.8', ' 1.1']	['0.5', ' 0.7']	['bacdive']	Pedobacter roseus	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria
336989	1.7320508075688774	0.3872983346207417	0.1888432584414485	2.1074444193122184	2.0	0.4	0.2345722514680379	2.5132741228718345	rod-shaped	['1.0', ' 3.0']	['0.3', ' 0.5']	['bacdive']	Pontibacter roseus	Pontibacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria
337005	1.131370849898476	0.4	0.1254170932019221	1.4217225402106772	1.2000000000000002	0.4	0.1340412865531645	1.5079644737231008	rods	['0.8', ' 1.6']	['0.4', ' 0.4']	['bm5']	Microcella putealis	Microcella	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
337097	4.472135954999579	0.2449489742783178	0.2068967924407362	3.4414423257272846	4.5	0.25	0.2168026180211706	3.5342917352885173	rod-shaped	['4.0', ' 5.0']	['0.2', ' 0.3']	['bacdive']	Vulcanibacillus modesticaldus	Vulcanibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
337243	2.121320343559643	0.6	0.5432405288867632	3.9985946443425298	2.25	0.6	0.5796238445873167	4.241150082346221	ovoid-shaped	['1.5', ' 3.0']	['0.6', ' 0.6']	['bacdive']	Halorubrum ezzemoulense	Halorubrum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	Archaea
337250	1.3856406460551018	0.6928203230275509	0.4353118474162122	3.015928947446201	1.6	0.7	0.5259549700884911	3.5185837720205684	rod-shaped	['0.8', ' 2.4']	['0.6', ' 0.8']	['bacdive']	Pseudidiomarina taiwanensis	Pseudidiomarina	Idiomarinaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
337701	1.34	0.53	0.2566526736344059	2.2311591025794715	1.34	0.53	0.2566526736344059	2.2311591025794715	rod-shaped	['1.34', ' 1.34']	['0.53', ' 0.53']	['bacdive']	Roseovarius pacificus	Roseovarius	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
