taxid	length	width	volume	surface	shape	species	genus	family	order	class	phylum	kingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime	hash
taxid327095	0.848528137423857	0.2958039891549808	0.05153672452726303	0.7885334978735079	rods	Demequina aestuarii	Demequina	Demequinaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000975095	2790392.0	69.14	2611.0	92.27778749365679	1.0	-0.241584976472828	0.0868101954773608	2.49
taxid327575	4.0	0.4	0.4858996637552214	5.026548245743669	rod-shaped	Capnocytophaga leadbetteri	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N7381	2657104.0	39.59	2424.0	89.94247766707234	1.0	-0.30198786223268104	0.133936377610683	0.47
taxid327939	1.75	0.65	0.508807110187647	3.573561643458389	rod-shaped	Pseudoalteromonas byunsanensis	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N6714	4717055.5	41.24	4189.5	89.13786271918201	1.0	-0.8133339340418716	0.3036820869057495	2.37
taxid328225	1.118033988749895	0.4898979485566356	0.17996324600733707	1.7207211628636427	ovoid-shaped	Erythrobacter dokdonensis	Erythrobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N9964	3264748.5	61.370000000000005	3121.0	91.90832671687276	1.0	-0.4324296771388375	0.15939596283392948	1.42
taxid328415	2.25	1.05	1.6452128027768047	7.4220126441058865	rod-shaped	Tateyamaria pelophila	Tateyamaria	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000814025	4425579.0	60.61	4368.0	90.40803474528416	1.0	-0.350964331587189	0.134643025921916	1.23
taxid328515	5.47722557505166	0.4898979485566356	1.0016515017943008	8.429777677248868	rod-shaped	Nonlabens dokdonensis	Nonlabens	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000332115	3914632.0	35.32	3463.0	90.72553946322412	2.0	-0.252898112373069	0.11053021912239	1.95
taxid328813	1.224744871391589	0.31622776601683805	0.08791241370730969	1.2167336027920834	rod-shaped	Alistipes onderdonkii	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	genus	N7390	2855429.0	56.79	2357.0	88.49306581744331	1.0	-0.355760230346194	0.144982405082368	1.59
taxid328814	1.5491933384829668	0.14142135623730953	0.023594191566148618	0.6882884651454573	rod-shaped	Alistipes shahii	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000210575	3763317.0	57.56	3132.0	89.34057375448307	1.0	-0.382503185770998	0.150596092698385	1.81
taxid328839	1.224744871391589	0.7483314773547882	0.4289598039882855	2.8793172275584817	rod-shaped	Azospirillum melinis	Azospirillum	Azospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N8204	6716963.5	68.245	6009.0	88.30622601008993	9.0	-0.27311647504331	0.110586619930969	1.87
taxid329186	1.9364916731037085	0.4387482193696061	0.2706652002402761	2.669198508360961	rod-shaped	Flavobacterium saliperosum	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N8152	3800950.0	34.599999999999994	3342.0	89.96040755237209	1.0	-0.493533747393993	0.2033681146209545	1.75
taxid329267	4.0	0.65	1.2554262392673459	8.168140899333464	rod-shaped	Fontibacillus aquaticus	Fontibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	G900102215	5264638.0	42.84	4792.0	86.51648983272922	0.0	-0.651748142420168	0.23880930509820397	2.09
taxid329854	2.23606797749979	0.8	0.989929070413352	5.619851784832581	rod-shaped	Bacteroides intestinalis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	genus	N8534	5025334.0	42.86	4200.0	90.11660981907025	1.0	-0.5233873311032761	0.20536057985325898	0.2
taxid329937	13.41640786499874	1.0	10.27542270876194	42.14888838624435	coccus-shaped	Helicobacter cynogastricus	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	genus	N1621	1809093.0	38.765	1789.0	91.28463383268718	2.0	-0.09646989411235848	0.04345376241280715	2.11
taxid329993	2.3622023622035435	0.4472135954999579	0.3476378302660863	3.318806790341331	rod-shaped	Cognaticolwellia aestuarii	Cognaticolwellia	Colwelliaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N5845	4556238.0	38.825	3947.0	86.13145039735285	1.0	-0.532931622521724	0.2193435808567755	0.45
taxid330734	1.75	0.3499999999999999	0.1571450825264394	1.9242255003237485	rod-shaped	Marinobacter psychrophilus	Marinobacter	Marinobacteraceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G001043175	3998597.0	53.84	3655.0	89.19991186908808	3.0	-0.267114351708732	0.127250931034073	0.42
taxid330920	1.7320508075688772	0.7071067811865476	0.5876147003761992	3.847649490485592	rod-shaped	Sphingomonas azotifigens	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N6608	3927122.0	66.41	3646.5	90.82856528351041	1.0	-0.351336510154147	0.12775876206897102	1.35
taxid330922	1.0816653826391969	0.6324555320336759	0.27358461353552865	2.149180043577043	ovoid-shaped	Psychrobacter cryohalolentis	Psychrobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N5834	3098053.0	42.8	2632.0	83.43511012305166	2.0	-0.4204845969633739	0.164488350875331	0.29
taxid331526	1.224744871391589	0.4898979485566356	0.2000777735052508	1.8849555921538759	rods	Kribbia dieselivorans	Kribbia	Intrasporangiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G001552435	3293902.0	69.21	3246.0	92.21658689299196	1.0	-0.347336957486264	0.117199239088601	0.14
taxid331618	1.284523257866513	0.3	0.08372901521069293	1.2106346490835993	rod-shaped	Mycetocola reblochoni	Mycetocola	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	G000718085	3451363.0	66.14	3165.0	89.9335132236163	1.0	-0.620054971654774	0.20807710727722	1.3
taxid331992	4.4721359549995805	4.4721359549995805	46.83209820693819	62.83185307179586	sphere/spheroid	Kamptonema formosum	Kamptonema	Microcoleaceae	Oscillatoriales		Cyanobacteria	Bacteria	species	G000332155	6894060.0	43.43	5762.0	83.81637235533198	1.0	-0.224025237969465	0.106699089900149	2.36
taxid332055	1.5	0.648074069840786	0.4235413771526075	3.0539771051907776	rod-shaped	Sphingobium indicum	Sphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000091125	4424862.0	64.85	4152.0	88.84534704133145	3.0	-0.450938728861305	0.154614777580426	0.52
taxid332095	3.5	0.7	1.2571606602115153	7.6969020012949905	rod-shaped	Dethiosulfatibacter aminovorans	Dethiosulfatibacter			Tissierellia	Firmicutes	Bacteria	species	G900142005	4034121.0	40.0	3680.0	88.53750296532999	2.0	-0.3875580446324439	0.163730422903926	0.03
taxid332101	3.464101615137755	0.6	0.9229029889218612	6.529677711243184	rod-shaped	Clostridium drakei	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N2680	3976824.5	29.895	3765.0	84.70648296903809	3.0	-0.338354309038721	0.16526747666629	1.42
taxid332175	3.0000000000000004	0.9	1.7176657833502196	8.482300164692441	rod-shaped	Desulfosalsimonas propionicica	Desulfosalsimonas	Desulfobacteraceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	family	N5309	4469042.0	47.56	3905.0	88.00642500450301	1.0	-0.10477237248769401	0.0486908638389367	2.29
taxid332186	3.1622776601683795	0.7483314773547882	1.2811312325317568	7.4343651138547395	rod-shaped	Shewanella xiamenensis	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000712635	4672592.0	46.21	4068.0	86.85652417330681	0.0	-0.748295089032662	0.278741617440711	2.2
taxid332516	2.449489742783178	0.6324555320336759	0.7032993096584776	4.866934411168334	ovoid-shaped	Halovibrio denitrificans	Halovibrio	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N7128	3750691.0	59.06	3488.0	89.75624512788029	1.0	-0.34335711116932804	0.15103256631404002	1.03
taxid332524	3.1622776601683795	0.7071067811865476	1.1492634720128805	7.0248147310407285	rods	Actinomyces ruminicola	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	family	N4377	2225110.0	56.57	1933.0	89.62339779677353	1.0	-0.378394046278075	0.127202937760315	2.4
taxid332953	4.4721359549995805	0.4472135954999579	0.6790654240006035	6.2831853071795845	rod-shaped	Halovivax asiaticus	Halovivax	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	Archaea	species	G000337515	3238452.0	64.45	3215.0	85.79349022310659	1.0	-0.126995915449217	0.0564890274772426	1.74
taxid332999	2.3	0.65	0.6913140084071289	4.696681017116741	rod-shaped	Pedobacter suwonensis	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	species	G900111825	5803831.0	39.54	4936.0	86.24511981827177	0.0	-0.6604707724404449	0.254882210647355	2.55
taxid333138	2.449489742783178	0.6928203230275509	0.8363735082332995	5.331459525790038	rod-shaped	Alkalihalobacillus okhensis	Alkalihalobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N4105	4338864.5	39.825	4303.0	85.08903154855537	1.0	-0.584563884741508	0.2305868790406465	0.06
taxid333139	1.5	0.5	0.2617993877991494	2.3561944901923453	rod-shaped	Roseivirga halotolerans	Roseivirga	Roseivirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	genus	N8810	4348050.5	40.055	3811.0	91.40044122276053	1.0	-0.32746615284036595	0.139789879408059	1.09
taxid333140	2.0	0.5	0.3599741582238304	3.1415926535897927	rod-shaped	Roseivirga spongicola	Roseivirga	Roseivirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	species	G001592965	4481099.0	40.22	3991.0	91.27316758679063	1.0	-0.382284721997077	0.15556209802729	0.53
taxid333297	2.7386127875258306	1.095445115010332	2.236937511722735	9.424777960769381	rod-shaped	Methylobacterium adhaesivum	Methylobacterium	Methylobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N9720	7647492.5	70.33500000000001	6994.5	84.22167723253796	6.5	-0.24122069362695353	0.0860054332162607	1.74
taxid333368	3.464101615137755	0.8944271909999159	1.9892308442533089	9.733868822336671	rod-shaped	Rhodoblastus sphagnicola	Rhodoblastus	Beijerinckiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N8875	4270439.0	60.44	3874.5	84.67383139615477	1.5	-0.1527444312604325	0.06672416418203644	0.1
taxid333702	1.0	0.5	0.16362461737446832	1.5707963267948966	rod-shaped	Chryseobacterium piscium	Chryseobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N9312	4506626.0	36.14	4179.0	88.31670622553133	1.0	-0.671728458764125	0.262884077346567	0.34
taxid333708	2.35	0.4	0.27855454861829504	2.9530970943744053	rod-shaped	Sphingosinicella soli	Sphingosinicella	Sphingosinicellaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N4943	3131544.0	65.48	2933.0	92.58977273553327	1.0	-0.312077973201974	0.11395312904493599	1.45
taxid333963	2.197862598071135	0.42579337712087534	0.292749606687056	2.9400134230830086	rod-shaped	Leucobacter iarius	Leucobacter	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N6389	3345346.5	70.255	2947.0	90.932137708189	1.0	-0.3903924298857745	0.14792175261048252	2.54
taxid333965	3.2710854467592263	0.6361603571427569	0.9723152671812482	6.5374497506285465	rod-shaped	Providencia vermicola	Providencia	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N9622	4402109.0	40.5	4150.0	84.60125617184056	7.0	-0.701450987007959	0.250208959050132	1.93
taxid334122	3.872983346207418	0.14142135623730953	0.06009619964991113	1.7207211628636432	helical	Spiroplasma leucomae	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria	genus	N3740	1175131.0	25.01	2111.0	69.44053906956971	1.0	-0.131422572240413	0.0718506860963892	0.15
taxid334253	4.4721359549995805	0.7937253933193772	2.0819046423852883	11.151547670782106	rod-shaped	Gracilibacillus orientalis	Gracilibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N6054	4071593.0	36.81	4019.0	85.642922816422	1.0	-0.4895736454709289	0.19685385407654102	1.1
taxid334543	1.62	0.73	0.5761882512212285	3.715247472135289	ovoid-shaped	Psychrobacter arcticus	Psychrobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000012305	2650701.0	42.8	2199.0	81.49614007766247	4.0	-0.40533511514839293	0.16327294523309302	2.27
taxid334715	1.65	0.55	0.3484549851606679	2.8509953331327385	rod-shaped	Salinivibrio proteolyticus	Salinivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7940	3342120.5	49.379999999999995	3201.0	88.23807851098664	1.0	-0.7945712446778666	0.29860137649130797	1.68
taxid334735	2.8	0.6	0.7351326809400115	5.277875658030852	rod-shaped	Sporosarcina koreensis	Sporosarcina	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000826145	2912426.0	54.01	2905.0	87.93730724832149	4.0	-0.836136279030607	0.29957414334401	0.25
taxid334736	2.5	0.85	1.2578478836044882	6.675884388878312	rod-shaped	Sporosarcina soli	Sporosarcina	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N5621	3476261.0	41.875	3432.5	86.17666174306362	1.0	-0.6076014194361605	0.23376857717417449	0.61
taxid334771	1.224744871391589	1.224744871391589	0.9619123726213976	4.712388980384689	coccus-shaped	Ignisphaera aggregans	Ignisphaera	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea	species	G000145985	1875953.0	35.69	1999.0	87.55805715814843	1.0	-0.054952976725225	0.023645311407447998	0.55
taxid334852	2.425	0.7	0.8434521776419094	5.3328535294686725	rod-shaped	Methylobacterium oryzae	Methylobacterium	Methylobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N9720	7647492.5	70.33500000000001	6994.5	84.22167723253796	6.5	-0.24122069362695353	0.0860054332162607	0.42
taxid335017	1.8	0.6	0.4523893421169303	3.392920065876977	rod-shaped	Rhizobium mesosinicum	Rhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10231	6973926.0	59.845	6608.0	87.21358616341865	1.0	-0.5466015372098575	0.18980651741020801	1.13
taxid335020	1.7320508075688772	0.3872983346207417	0.18884325844144847	2.107444419312218	rod-shaped	Mesorhizobium albiziae	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10297	6564160.0	63.02	6301.0	87.872736050001	1.0	-0.30777489015702697	0.10731730806201299	0.6
taxid335286	1.4	0.8	0.5696754678509491	3.518583772020569	rod-shaped	Brucella oryzae	Brucella	Brucellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10169	4673590.0	53.84	4768.5	87.29126252728344	2.0	-0.5882038335855075	0.203325251963008	2.05
taxid335476	1.4966629547095764	1.4966629547095764	1.7553779948751569	7.037167544041135	coccus-shaped	Polaromonas hydrogenivorans	Polaromonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N8888	5366143.0	61.68	5020.0	88.19329964893818	2.0	-0.31079757908836797	0.129212624451289	1.14
taxid335972	2.5	0.7	0.8723155601467657	5.497787143782138	rod-shaped	Vibrio litoralis	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000426765	3823881.0	41.93	3444.0	86.94739716011038	0.0	-0.670358208273872	0.251327374958121	1.11
taxid335973	0.8944271909999159	0.8944271909999159	0.37465678565550536	2.5132741228718345	coccus	Arthrobacter subterraneus	Arthrobacter	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N6387	3639179.0	63.62	3480.0	89.6440170380998	1.0	-0.328627403807091	0.117620646354688	0.99
taxid335975	1.1	0.9	0.5089380098815466	3.110176727053896	rod-shaped	Sulfitobacter litoralis	Sulfitobacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10469	4031324.0	57.95	3925.5	91.3725902195848	2.0	-0.4886064274008385	0.1971938501525135	0.88
taxid336261	2.449489742783178	0.5656854249492381	0.568233167137339	4.353118474162122	rod-shaped	Thermovirga lienii	Thermovirga	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria	species	N900	1500963.5	47.045	1592.0	93.46659762412256	1.5	-0.114157035529607	0.0490195017708383	1.91
taxid336292	1.0	0.7	0.2950479100496413	2.1991148575128547	rod-shaped	Paracoccus tibetensis	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N7431	4213283.0	67.36	4057.0	90.00040862771826	1.0	-0.29958801187470097	0.124626205647068	1.51
taxid336819	6.855654600401044	0.4242640687119285	0.9492023625458922	9.137661256208613	rod-shaped	Flectobacillus lacus	Flectobacillus	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	genus	G000427405	6221030.0	37.77	4969.0	85.87452560106607	2.0	-0.6731940853102281	0.269918275999291	0.86
taxid336820	0.938083151964686	0.5916079783099616	0.20366016234497966	1.7435131647152893	rod-shaped	Pedobacter roseus	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	family	N5267	5360390.0	40.44	4818.0	89.14569340796258	1.0	-0.5969891175746764	0.24226505897030648	2.47
taxid336989	1.7320508075688772	0.3872983346207417	0.18884325844144847	2.107444419312218	rod-shaped	Pontibacter roseus	Pontibacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	species	G000373265	4581480.0	52.66	4003.0	86.89796746902746	1.0	-0.87019211577958	0.306890572733898	2.15
taxid337005	1.1313708498984762	0.4	0.12541709320192215	1.4217225402106777	rods	Microcella putealis	Microcella	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	family	N3662	3471800.0	69.54	3262.0	91.85985741471865	1.0	-0.34837521604592897	0.12228598489858801	0.23
taxid337097	4.4721359549995805	0.2449489742783178	0.20689679244073625	3.4414423257272846	rod-shaped	Vulcanibacillus modesticaldus	Vulcanibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G001730235	2224341.0	33.61	2313.0	87.36619070547188	1.0	-0.391792376406885	0.168253145760959	1.68
taxid337243	2.1213203435596424	0.6	0.5432405288867631	3.9985946443425284	ovoid-shaped	Halorubrum ezzemoulense	Halorubrum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	Archaea	genus	N1662	3619738.0	66.86	3571.0	85.53558876011606	1.0	-0.141088496741429	0.0611228310023052	1.81
taxid337250	1.3856406460551018	0.6928203230275509	0.4353118474162122	3.0159289474462017	rod-shaped	Pseudidiomarina taiwanensis	Pseudidiomarina	Idiomarinaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N5841	2574154.0	50.23	2408.0	93.82004431932108	1.0	-0.567962437399484	0.23921875939842102	0.34
taxid337701	1.34	0.53	0.256652673634406	2.2311591025794715	rod-shaped	Roseovarius pacificus	Roseovarius	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10220	4378526.0	63.59	4285.0	90.14423639759983	1.5	-0.27807013834472	0.10766084626137151	1.07
taxid337702	1.5	0.85	0.6903977105498319	4.005530633326987	ovoid-shaped	Pseudodonghicola xiamenensis	Pseudodonghicola	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000429365	4728486.0	63.58	4511.0	89.27134393545843	1.0	-0.41245433585795	0.152644595637444	0.76
taxid338077	2.1213203435596424	0.5291502622129179	0.4277139683903199	3.526429007561698	ovoid-shaped	Nocardioides lentus	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5082	4754646.0	71.48	4519.0	92.2719902213061	1.0	-0.268750810956563	0.10400715993167199	2.33
taxid338188	2.598076211353316	0.8	1.1718942556954726	6.529677711243184	rod-shaped	Bacteroides finegoldii	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G001915495	2992278.0	42.44	2426.0	92.07379795593859	0.0	-0.21457759881069102	0.0907030063593252	1.76
taxid338192	0.6708203932499369	0.1933907960581372	0.017811058579245254	0.4075603538990684	rod-shaped	Nitrosopumilus maritimus	Nitrosopumilus	Nitrosopumilaceae	Nitrosopumilales		Thaumarchaeota	Archaea	species	G000018465	1645259.0	34.17	1947.0	92.15315035505049	1.0	-0.124537501522911	0.0597961418552602	1.36
taxid338193	2.8284271247461903	0.7483314773547882	1.134296098004645	6.6494983056528625	rod-shaped	Clostridium aestuarii	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N2680	3976824.5	29.895	3765.0	84.70648296903809	3.0	-0.338354309038721	0.16526747666629	1.14
taxid338584	1.0954451150103324	0.7348469228349535	0.3607081777300728	2.528933303174662	rod-shaped	Polymorphospora rubra	Polymorphospora	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Bacteria	family	N3999	8360800.0	71.09	7958.0	89.37597450676472	2.0	-0.266478603552869	0.10135283204736	1.46
taxid338644	2.598076211353316	0.9797958971132712	1.7126537459818774	7.997189288685057	rod-shaped	Sulfobacillus thermotolerans	Sulfobacillus	Clostridiales Family XVII. Incertae Sedis	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	G001280565	3828023.0	48.91	3806.0	85.79493905862113	3.0	-0.0757997993250579	0.034667519822612	2.52
taxid339861	6.0	0.75	2.5402721847386216	14.137166941154067	rod-shaped	Clostridium aciditolerans	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N2680	3976824.5	29.895	3765.0	84.70648296903809	3.0	-0.338354309038721	0.16526747666629	1.52
taxid339866	1.73	0.43	0.23041592438733854	2.337030775005447	rod-shaped	Thiomonas bhubaneswarensis	Thiomonas		Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G001418255	3203428.0	65.09	3063.0	92.07055691590384	1.0	-0.22923031471080102	0.0938486142896291	1.15
taxid340071	0.7071067811865476	0.7071067811865476	0.18512012242326534	1.5707963267948968	spherical	Criblamydia sequanensis	Criblamydia	Criblamydiaceae	Parachlamydiales	Chlamydiia	Chlamydiae	Bacteria	species	G000750955	2969604.0	38.24	2442.0	90.10716580392535	1.0	-0.182620242515035	0.09257792690510301	0.6
taxid340095	2.449489742783178	0.34641016151377546	0.21997617324373028	2.665729762895019	rod-shaped	Thermodesulfovibrio thiophilus	Thermodesulfovibrio	Thermodesulfovibrionaceae	Thermodesulfovibrionales	Thermodesulfovibrionia	Nitrospirae	Bacteria	species	G000423865	1871474.0	34.43	1914.0	93.71094655870186	1.0	-0.0317597638113938	0.0141619620414414	2.04
taxid340172	1.8	0.26	0.09096586248224367	1.4702653618800232	rod-shaped	Virgibacillus olivae	Virgibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N6059	4353177.0	37.22	4151.0	84.26046625124211	1.0	-0.472714270057258	0.19442880137326699	1.49
taxid340214	1.4142135623730951	0.28284271247461906	0.08293381484562284	1.2566370614359177	rod-shaped	Lentibacillus kapialis	Lentibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N6057	3723293.5	42.035	3676.0	83.52626888696338	2.0	-0.23758182108400194	0.10363129281063445	0.96
taxid340467	3.0500000000000003	1.15	2.769837522915	11.019136232466195	rod-shaped	Desulfatirhabdium butyrativorans	Desulfatirhabdium	Desulfobacteraceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	species	G000429925	4481975.0	54.92	3895.0	87.44011289665829	1.0	-0.20166695622132	0.109996347183823	2.31
taxid340956	3.1622776601683795	0.7	1.127189872544914	6.954211786057272	rod-shaped	Maridesulfovibrio frigidus	Maridesulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	species	G000711735	4185035.0	42.75	3698.0	89.3572455188547	1.0	-0.288618645631032	0.129156972230333	0.56
taxid341036	2.449489742783178	1.0	1.6620253574436463	7.695298980971184	rod-shaped	Desulfallas arcticus	Desulfallas	Desulfallaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G900113335	5215335.0	45.73	5096.0	85.92236165078562	0.0	-0.0732328680903733	0.0371324140773457	0.54
taxid341045	1.7888543819998317	0.5477225575051661	0.3784708547908524	3.078119592388473	rod-shaped	Herbaspirillum hiltneri	Herbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G001267925	4965474.0	60.76	4442.0	88.40171149823763	2.0	-0.708464388990119	0.28619788972490506	1.3
taxid341470	3.464101615137755	0.7	1.2433453426970416	7.617957329783715	rod-shaped	Thermomonas koreensis	Thermomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G000423885	3151451.0	67.95	2924.0	91.6061839451097	2.0	-0.25759091065113	0.0977674003488764	2.19
taxid341694	0.8485281374238571	0.8	0.2924754755100386	2.132583810316016	coccus-shaped	Peptostreptococcus stomatis	Peptostreptococcus	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000147675	1988044.0	36.66	1830.0	88.05061658595082	1.0	-0.707977352885772	0.237954293170239	2.23
taxid341722	1.224744871391589	0.7745966692414834	0.4554740632936304	2.98037647973883	rod-shaped	Agrococcus lahaulensis	Agrococcus	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000425105	2677837.0	72.54	2619.0	92.35789930455064	1.0	-0.190207670087182	0.0590667826895892	2.45
taxid342955	1.6583123951777	0.6928203230275509	0.5381066750824162	3.6094151616900416	rod-shaped	Lacinutrix mariniflava	Lacinutrix	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G001418015	3973985.0	31.78	3532.0	89.72011721231962	1.0	-0.23523680358529697	0.111954602162617	2.06
taxid343013	1.8	0.9	0.9542587685278998	5.089380098815465	rod-shaped	Acidovorax caeni	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G001298675	4190928.0	65.5	3931.0	90.2208770945242	1.0	-0.45512840429475704	0.170833651458393	0.05
taxid343403	0.5338539126015656	0.3788139384975162	0.045936448729312594	0.6353283765058445	rod-shaped	Costertonia aggregata	Costertonia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	family	N6134	3819763.0	35.5	3429.0	90.29981488534405	1.0	-0.330980267965289	0.14853278679114998	1.48
