taxid	length	width	volume	surface	family	order	class	phylum	superkingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime
txid143067	3.595359250504921	0.9002930206639068	2.0963085614240033	10.168948501147199	Methanotrichaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	family	N659	2321025.0	56.055	2417.5	86.73986106643704	1.0	-0.0548187333969784	0.02174944663515015
txid143786	4.69041575982343	0.28284271247461906	0.28878366994931715	4.167793630437727	Brachyspiraceae	Brachyspirales	Spirochaetia	Spirochaetes	Bacteria	family	N329	3074045.0	35.24	2868.0	89.13914819588496	1.0	-0.16584958155025598	0.08108926255307401
txid145357	1.0594841062857296	0.7383945592898754	0.33569399459035226	2.4577222816251845	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	family	N4724	3706491.5	68.27	3563.0	91.70084243092396	2.0	-0.3182804848880585	0.10800597364634501
txid171550	1.6575023927970651	0.299379516552391	0.10886546270447102	1.5589282223974033	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	family	N6982	2880076.0	56.79	2357.0	88.49306581744331	1.0	-0.355760230346194	0.144982405082368
txid171551	2.9580398915498085	0.7984359711335656	1.3469899605787417	7.419830661802638	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	family	N7397	2194453.0	47.56	1832.5	87.61005282839486	1.0	-0.37037450094610747	0.140678825984476
txid183710	1.885871960060004	1.2894573752553755	1.8429209462301392	7.63957267190439	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Bacteria	family	N578	3669290.0	67.435	3474.0	88.16640443467028	2.5	-0.4198447641528995	0.140334218455732
txid186803	3.6617719775302238	0.7154607516905437	1.3431698442619486	8.230514493195635	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	family	N1838	3365449.5	42.175	3076.5	89.19192471481449	0.0	-0.649751557504839	0.234518394179255
txid186804	3.5332626958335442	0.9544391821475732	2.2453758616821577	10.594343764041176	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	family	N2685	2715461.0	31.02	2719.0	85.87322040290394	4.0	-0.48625506065997104	0.189592426540143
txid186806	1.8165902124584952	0.6324555320336759	0.5044680581656323	3.6094151616900434	Eubacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	family	N1833	3499553.0	42.51	3206.5	87.96725735822984	1.5	-0.4228293768725145	0.17731565402308147
txid186818	2.345525749185265	0.743782891723062	0.8980880467016018	5.480702925238759	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	family	N4471	3620767.5	38.995000000000005	3588.0	84.92099843361743	1.0	-0.8308457141871934	0.2997734410483125
txid186820	1.8662555784086243	0.5860155908898665	0.4365169488160209	3.435818091120074	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria	family	N3047	2916187.0	37.87	2928.0	89.45945191035322	1.0	-0.548630663981465	0.22379425268888198
txid186821	3.9819875114081205	0.6339980531966841	1.1574968632542777	7.9311778856550506	Sporolactobacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	family	N2721	3242009.0	45.28	3216.0	84.28174551888263	1.0	-0.24448637279542698	0.0986730558810683
txid186822	2.7790595339176583	0.6537949556725701	0.8523534629973051	5.7080699772549295	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	family	N3029	5982226.0	47.28	5629.0	86.29303919433326	1.0	-0.7305024763539	0.27042787491241393
txid186823	3.302200257136241	0.6879309031374323	1.131579693024874	7.136710808663773	Alicyclobacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	family	N1333	3310509.0	53.98	3326.0	87.65291148354164	0.0	-0.231755838625006	0.0951519289140665
txid188709	3.7416573867739413	0.8366600265340756	1.903757629824476	9.834740623457016	Thermotogaceae	Thermotogales	Thermotogae	Thermotogae	Bacteria	family	N142	1873867.0	46.25	1890.5	95.43031862310994	1.0	-0.06649481727778439	0.02873371986690195
txid188711	1.4217842556092035	0.5240921009721671	0.2660863837585448	2.340944877914135	Thermodesulfobacteriaceae	Thermodesulfobacteriales	Thermodesulfobacteria	Thermodesulfobacteria	Bacteria	family	N4198	1775713.5	37.085	1770.5	93.53413528507554	1.0	-0.10709610798751901	0.0424568502751049
txid188786	3.06138889767603	0.42156396638791416	0.4053680213215913	4.054449146499526	Thermaceae	Thermales	Deinococci	Deinococcus-Thermus	Bacteria	family	N577	2386081.0	67.44	2458.0	93.31772408112758	2.0	-0.144357556051047	0.0530549186965181
txid189770	3.7416573867739413	0.12247448713915887	0.043599406408210535	1.4396586137792406	Chrysiogenaceae	Chrysiogenales	Chrysiogenetes	Chrysiogenetes	Bacteria	family	N963	2876769.0	53.08	2603.0	91.30657644818328	2.5	-0.15615987744033552	0.07238422967421079
txid189773	1.2	0.7	0.3720169300625912	2.638937829015426	Herpetosiphonaceae	Herpetosiphonales	Chloroflexia	Chloroflexi	Bacteria	family	N1779	6140412.0	50.9	5445.0	88.78438065089462	3.0	-0.390051482527152	0.171602610949932
txid191394	2.308667154536208	0.4045391320890646	0.27813501578854993	2.9340785426920477	Deferribacteraceae	Deferribacterales	Deferribacteres	Deferribacteres	Bacteria	family	N964	2542933.0	38.29	2468.0	91.48626801904486	2.0	-0.19743005531608301	0.0936556652141579
txid194924	2.604474253583524	0.5917311249393314	0.6572663302676937	4.841660742697297	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	family	N3840	3699310.0	59.12	3304.0	87.37502885735489	2.0	-0.281956171338639	0.12162505976372401
txid196137	12.357588907590133	0.4784797263319172	2.192687993258992	18.575784213035746	Methanospirillaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	family	G000013445	3544738.0	45.15	3415.0	88.69400220834375	4.0	-0.332514958140933	0.138544643525922
txid200667	10.84474919951931	0.5157106983369333	2.2167634167058017	17.57015231296892	Flammeovirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	family	N6965	8065497.0	34.87	6139.0	87.07080692822063	2.0	-0.6707795128236911	0.268594732815131
txid203488	13.160740129524925	0.4119534287814236	1.7339583919197203	17.032496497858244	Dictyoglomaceae	Dictyoglomales	Dictyoglomia	Dictyoglomi	Bacteria	family	N21	1898865.0	33.87	1859.0	93.7772546450563	2.0	-0.0644293985559321	0.0302048386939695
txid203492	2.3796316264738326	0.6258256690469871	0.6422554846972085	4.6785683365909625	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	family	N99	2514029.0	33.84	2389.0	90.90721609227384	1.0	-0.39176690582579404	0.17030860284941698
txid203557	1.8806735320683592	0.6914011686789896	0.6021513238043357	4.085012544112185	Verrucomicrobiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria	family	G000172155	8220857.0	60.31	6519.0	87.31440043294756	4.0	-0.43136050200186893	0.1517690486565
txid204431	1.2649110640673518	0.34641016151377546	0.1083322630041479	1.376576930290914	Fibrobacteraceae	Fibrobacterales	Fibrobacteria	Fibrobacteres	Bacteria	family	N2167	3602172.0	48.42	3062.5	91.29217039053104	1.0	-0.556411675883155	0.19818346633718803
txid204434	1.742391751708568	0.6426590910199163	0.4889728607713823	3.517842039964417	Acidobacteriaceae	Acidobacteriales	Acidobacteriia	Acidobacteria	Bacteria	family	N3815	5345702.0	58.23	4440.0	88.20728766653393	1.0	-0.30384629102569705	0.11006230819434101
txid206349	2.2803508501982757	0.3741657386773941	0.23699366986663356	2.680498461852394	Hydrogenophilaceae	Hydrogenophilales	Hydrogenophilalia	Proteobacteria	Bacteria	family	N4599	2240027.5	65.53	2163.0	93.99027205833968	1.0	-0.1056139992843515	0.04409699808912415
txid213117	2.2102413257933455	0.6869875854386805	0.7300824851953029	4.770220522672792	Desulfohalobiaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	family	N3838	2536764.5	41.6	2466.5	91.83345022862306	1.5	-0.1052923252432465	0.04358174640438635
txid213119	2.9978032272472968	0.9302148135739844	1.7996840884495473	8.760648321664776	Desulfobacteraceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	family	N5309	4469042.0	47.56	3905.0	88.00642500450301	1.0	-0.10477237248769401	0.0486908638389367
txid213121	2.085918983714929	1.1247884236391408	1.6996541049012843	7.3708597419339315	Desulfobulbaceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	family	N4558	3906911.0	58.945	3428.0	86.98828644556139	1.0	-0.1767811414060435	0.08405732684501484
txid213421	2.7682294565182874	0.6640575031299666	0.8818547249340883	5.775075235724702	Desulfuromonadaceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria	family	N5289	3834010.0	53.7	3510.0	88.74813945539276	1.0	-0.197468541942174	0.10017171602386427
txid213422	2.12820858418366	0.4792644652112072	0.35331073787381817	3.204345178169407	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria	family	N5290	4003028.0	54.21	3656.5	90.38876596117828	2.0	-0.3280671563209885	0.151173517324881
txid213465	2.0	1.1989578808281798	1.806317768827334	7.533274540746791	Syntrophobacteraceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	family	N4926	4239823.0	59.95	3717.0	86.15510600324589	1.0	-0.0573851721099528	0.0237327060193608
txid213483	0.95	0.5	0.15380714033200027	1.4922565104551515	Bdellovibrionaceae	Bdellovibrionales	Oligoflexia	Proteobacteria	Bacteria	family	N1897	3539424.0	45.43	3396.0	92.5332610793164	1.0	-0.600469761008731	0.22346093652094898
txid219687	2.8284271247461903	0.7	0.9987091298336916	6.220036113421714	Gemmatimonadaceae	Gemmatimonadales	Gemmatimonadetes	Gemmatimonadetes	Bacteria	family	N2463	4636964.0	64.27	3963.0	92.90460137683463	1.0	-0.11514089846219301	0.0414685742398118
txid224027	1.8156700003104285	0.4278085606107745	0.23933235663434804	2.440260900123195	Hydrogenothermaceae	Aquificales	Aquificae	Aquificae	Bacteria	family	N1883	1640877.0	32.82	1716.0	94.73744832793682	2.0	-0.0716648988587258	0.0395310404046461
txid224372	1.799020670514869	0.5025069709423987	0.3203692064194372	2.8400639346816035	Alcanivoracaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N4998	4132804.0	58.37	3725.0	89.99567462738342	2.0	-0.372967935666479	0.169557243604916
txid224379	2.1822472719434427	0.6111844014096918	0.5769499655266476	4.190116457333599	Hahellaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N7129	6890116.0	51.515	6276.5	87.77125693058247	3.0	-0.529013406249325	0.214367280933127
txid224380	1.6207359770526288	0.5957892135528948	0.394290399401222	3.033575314677865	Desulfonatronaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	family	N3839	3923654.0	58.74	3513.0	88.45365791020541	2.0	-0.10393943129248799	0.0479726244631447
txid224463	2.987186661189316	0.91375057735316	1.7306424866645342	8.575113921367084	Nannocystaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria	family	N2789	10587646.0	70.66	8316.0	89.98416243001049	1.0	-0.153185968076574	0.0633585827191558
txid224467	1.215181779429502	0.482386439636373	0.19030853059138814	1.8415614391301944	Nautiliaceae	Nautiliales	Epsilonproteobacteria	Proteobacteria	Bacteria	family	N1374	1663618.0	31.43	1773.0	93.59804955224094	4.0	-0.18080891521742	0.0852250356785192
txid225058	1.5	1.5	1.7671458676442586	7.0685834705770345	Acidithiobacillaceae	Acidithiobacillales	Acidithiobacillia	Proteobacteria	Bacteria	family	N1639	3400745.0	53.165	3905.0	89.53938665170847	1.0	-0.15218212662062952	0.0651642268807799
txid255474	1.4295196269765478	0.6563046383179032	0.4050166959725954	2.947443364072816	Parvularculaceae	Parvularculales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N5326	3128573.5	64.05	2915.5	91.40453974133769	1.0	-0.13662177733551956	0.05711081087357715
txid255526	1.0721306583576131	0.4652356565589189	0.15484423437487216	1.5670057148961725	Halothiobacillaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N3881	2437870.5	60.45	2250.5	90.66236621274149	1.5	-0.2882675456571939	0.1251286399357735
txid255527	2.3058723144884343	0.53255938167022	0.4661049326709655	3.857919553605664	Saccharospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N7518	4743148.0	52.35	4377.0	87.83622185097325	4.0	-0.380260698399	0.169398226222422
txid267888	1.7457584847915717	0.5808980841835906	0.40944535304885404	3.1859134864480168	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N6287	4715813.0	41.24	4186.0	89.14447132791435	1.0	-0.8060845483041941	0.300376259154965
txid267889	1.6960065108378952	0.5591539517242998	0.3682469415781111	2.9792626112077136	Colwelliaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N5845	4556238.0	38.825	3947.0	86.13145039735285	1.0	-0.532931622521724	0.2193435808567755
txid267890	2.1229972082093256	0.6643427515784072	0.6524794822591236	4.430895388780677	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N6292	4961143.0	45.245000000000005	4251.5	85.45548102719445	5.5	-0.666326794378909	0.2484233631449305
txid267891	2.8165054041321835	0.9966554934125964	1.9021303118365518	8.818719446350489	Moritellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N7538	4991785.5	40.125	4426.5	86.18400566976794	6.0	-0.619408906492914	0.239906314642307
txid267892	1.6803950694858951	0.6048878635991253	0.4172143568790255	3.1932736861240074	Ferrimonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N6291	4287593.0	57.8	3850.5	88.86395015815634	0.0	-1.0166979285232802	0.33712256966530396
txid267893	1.9185967264573782	0.498209977058085	0.3381245766665236	3.00293541784667	Idiomarinaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N5000	2690152.0	47.3	2550.0	93.23372239412477	1.0	-0.484418883302394	0.202458979924785
txid267894	2.2789781596946512	0.8604077470097036	1.142844195191638	6.160193412073318	Psychromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N7539	4269789.0	38.864999999999995	3777.0	84.33649134358856	2.0	-0.5290389621096085	0.219254015446607
txid292628	100.00000000000004	0.30476168981692753	7.287045259642578	95.743708582447	Anaerolineaceae	Anaerolineales	Anaerolineae	Chloroflexi	Bacteria	family	N3980	3666129.5	53.425	3361.0	91.71855985145802	1.0	-0.1382177979408185	0.05968359795477725
txid316606	1.2126311633674327	0.4	0.13558909928425522	1.5238372617396687	Segniliparaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	family	N4352	3372578.0	67.495	3288.5	90.64069890868964	1.0	-0.274567768630596	0.09683439124617345
txid320583	1.2863241690866736	0.6708203932499369	0.3748801479939576	2.710856691568136	Conexibacteraceae	Solirubrobacterales	Thermoleophilia	Actinobacteria	Bacteria	family	N1108	5307153.5	72.31	4914.0	91.87929975046762	1.0	-0.1855788926768645	0.0750244027554306
txid335928	1.3756227353937618	0.7335107909132921	0.4724131684270405	3.169974180614588	Xanthobacteraceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N8878	5239200.0	67.82499999999999	4709.5	89.00730272180166	2.0	-0.208128523554544	0.08801590147476185
txid335929	1.4409409513985172	0.5120228435317932	0.2535031089436233	2.3178503569018174	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N8217	3226359.0	63.07	3016.0	91.68993510008713	1.0	-0.338029995741385	0.128836465733675
txid338190	0.7208434242404262	0.2736785217080362	0.03680294950362839	0.6197713966545495	Nitrosopumilaceae	Nitrosopumilales		Thaumarchaeota	Archaea	family	N791	1607695.0	33.41	1947.0	90.25100225364395	1.0	-0.0857692629002371	0.0449260134139466
txid412447	0.7071067811865476	0.7071067811865476	0.18512012242326534	1.5707963267948968	Criblamydiaceae	Parachlamydiales	Chlamydiia	Chlamydiae	Bacteria	family	G000750955	2969604.0	38.24	2442.0	90.10716580392535	1.0	-0.182620242515035	0.09257792690510301
txid414713	2.449489742783178	0.7162351457468483	0.8359346557470947	5.51164358720147	Actinospicaceae	Catenulisporales	Actinomycetia	Actinobacteria	Bacteria	family	G000504285	9918887.0	70.26	8596.0	86.95238689582813	4.0	-0.31831864528937	0.10718220731315801
txid414877	0.8467731452101833	0.5848035476425733	0.1747626514292141	1.555703925204042	Catenulisporaceae	Catenulisporales	Actinomycetia	Actinobacteria	Bacteria	family	G000024025	10467782.0	69.77	9036.0	89.19167403371603	3.0	-0.30358338482972397	0.0946242442897691
txid415002	0.9329199906264262	0.8362150777608833	0.3526734904727329	2.4508247979955	Puniceicoccaceae	Puniceicoccales	Opitutae	Verrucomicrobia	Bacteria	family	N2446	1839891.0	43.68	1711.0	90.31703081846372	1.0	-0.205833699567929	0.10430035426713001
txid475964	100.00000000000004	0.5	19.60222916146132	157.0796326794897	Caldilineaceae	Caldilineales	Caldilineae	Chloroflexi	Bacteria	family	G000281175	5144873.0	58.77	4162.0	89.67329222703844	2.0	-0.0310313105294919	0.00846820969035411
txid485255	3.831547161967765	0.4188859364120028	0.5050848500678834	5.042197212564458	Natranaerobiaceae	Natranaerobiales	Clostridia	Firmicutes	Bacteria	family	G000020005	3191453.0	36.31	2981.0	87.40492183340942	4.0	-0.044081772614212006	0.0220028633946977
txid510685	0.85	0.25	0.037633661996127735	0.667588438887831	Sneathiellaceae	Sneathiellales	Alphaproteobacteria	Proteobacteria	Bacteria	family	G000616095	3629390.0	46.94	3852.0	90.83592559631231	1.0	-0.41493843836209404	0.16681819502515802
txid539000	2.5630604186854113	0.5883365506865761	0.6364135259800232	4.7373399048623535	Clostridiales Family XVII. Incertae Sedis	Eubacteriales	Clostridia	Firmicutes	Bacteria	family	N435	3227438.0	70.355	2840.0	85.5400401238486	2.5	-0.10219289306957866	0.035231400576331895
txid543313	1.8708286933869709	0.4472135954999579	0.2669840374069016	2.6284449929116933	Eubacteriales Family XII. Incertae Sedis	Eubacteriales	Clostridia	Firmicutes	Bacteria	family	N3337	3615609.0	37.64	3301.0	87.64994864269993	0.0	-0.44649989278904206	0.178246250708386
txid543314	4.898979485566356	0.8366600265340756	2.540028685420065	12.876698099213991	Eubacteriales Family XIII. Incertae Sedis	Eubacteriales	Clostridia	Firmicutes	Bacteria	family	N2683	1829558.0	45.35	1655.0	89.03265160219027	1.0	-0.36316947672192	0.15182718002109
txid543371	3.663326049683685	0.5302203695897025	0.7620430254311124	6.102135611551043	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria	family	N1328	2722742.5	35.585	2617.0	88.10889696441211	3.0	-0.141617804677956	0.06646682679811845
txid543372	11.499999999999998	0.5	2.2252947962927703	18.06415775814132	Thermoanaerobacterales Family IV. Incertae Sedis	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria	family	G000213255	3135972.0	43.45	2970.0	91.0189568019102	3.0	-0.0325618706659399	0.0166267008398538
txid558314	1.4168718272132783	0.5921666895600207	0.334240713099645	2.635872575340924	Desulfurobacteriaceae	Desulfurobacteriales	Aquificae	Aquificae	Bacteria	family	N1617	1630516.0	39.0	1687.5	94.81724676667108	1.5	-0.214381620788166	0.08771977955929995
txid558415	6.911226194714718	0.2964565656094825	0.4697889891146103	6.436741272473088	Marinilabiliaceae	Marinilabiliales	Bacteroidia	Bacteroidetes	Bacteria	family	N6984	4952013.5	40.195	4267.0	87.08226804989107	1.0	-0.24516025567642702	0.116164008358019
txid563798	2.0378393027018924	0.4594656227206767	0.3095850365412495	2.9415269360498884	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	family	N8134	5137147.0	41.83	4408.0	88.80243586360021	1.0	-0.397589103949318	0.17686773560198496
txid563835	2.2987659968352987	0.5218141023037285	0.4402251391049433	3.76842997063668	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	family	N5687	5410659.0	44.23	4691.0	89.59162451246739	1.0	-0.4083897844862279	0.17851965297912098
txid563843	2.29128784747792	0.5	0.4171683933311191	3.5991465344481024	Rhodothermaceae	Bacteroidetes Order II. Incertae sedis		Bacteroidetes	Bacteria	family	N4160	3399024.0	64.3	2922.0	88.25895315831839	1.0	-0.07406713780603799	0.0278185874971129
txid566277	0.8	0.8	0.26808257310632905	2.010619298297468	Lentisphaeraceae	Lentisphaerales	Lentisphaeria	Lentisphaerae	Bacteria	family	G000170755	6023180.0	40.95	4965.0	88.38628432157101	3.0	-0.637921723662759	0.237219146040705
txid568386	1.1842972322725414	0.5405563096732745	0.22463626866774652	2.0111827160274918	Sinobacteraceae	Nevskiales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N4973	4460203.0	65.18	3959.0	91.21089845152386	1.0	-0.205225781927093	0.0797028541372886
txid570265	1.9078784028338915	0.5291502622129179	0.38077563408368215	3.1716085517589128	Methanocellaceae	Methanocellales	Methanomicrobia	Euryarchaeota	Archaea	family	N374	2957635.0	54.6	3055.0	87.40571436299611	2.0	-0.290871198974759	0.11497955736225698
txid574976	1.565084580073287	0.2432299279097788	0.06764483107828849	1.1959270701511662	Holophagaceae	Holophagales	Holophagae	Acidobacteria	Bacteria	family	N1627	3708525.0	65.92	3261.0	90.62911152616454	2.0	-0.330810566284065	0.1226812588157091
txid596498	2.25	0.4	0.2659881780039359	2.827433388230814	Nitriliruptoraceae	Nitriliruptorales	Nitriliruptoria	Actinobacteria	Bacteria	family	G000969705	5558097.0	72.06	5218.0	91.08646358636778	1.0	-0.170253931014507	0.0636652139653551
txid597359	2.1908902300206647	0.3872983346207417	0.24289900439464546	2.6657297628950203	Kiloniellaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N5747	4438944.0	46.09	4162.0	88.3602933963557	1.0	-0.5378970584409339	0.20049777702017102
txid622451	1.45	0.55	0.3009383962751223	2.5054201412378596	Actinopolysporaceae	Actinopolysporales	Actinomycetia	Actinobacteria	Bacteria	family	N5069	5353291.0	68.76	4831.0	84.63076264675318	5.0	-0.233359679083445	0.0777466729890131
txid649777	2.970510194290134	0.7142571613250063	1.0701338315016036	6.665542828398363	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria	family	N221	1999646.0	56.07	1944.0	91.732701688484	1.0	-0.11313899176672801	0.0445852373868264
txid655351	1.898243991605866	0.4443744102611055	0.2700166351738782	2.6500309632685823	Cohaesibacteraceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	family	G900115225	5339722.0	53.8	4842.0	86.82159857760384	1.0	-0.552450914963104	0.204971090650454
txid693073	4.95	0.3	0.3428262983229862	4.665265090580842	Caldisericaceae	Caldisericales	Caldisericia	Caldiserica	Bacteria	family	N59	1389820.0	35.465	1410.5	91.60068928165714	0.5	-0.045231886197455995	0.02709796424621575
txid715221	8.74642784226795	0.3968626966596885	1.0654926106821814	10.904879459564206	Caldicoprobacteraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	family	G000526435	2725044.0	44.78	2525.0	85.98829963846454	1.0	-0.0480517691513267	0.0229413630953064
txid742031	1.2365396592744562	0.5594122904254923	0.2554534116414067	2.1731511116097613	Salinisphaeraceae	Salinisphaerales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N4608	4021322.0	62.614999999999995	3685.0	88.66506871887763	1.0	-0.184765687007565	0.0786231164028828
txid768668	1.4142135623730951	0.8660254037844386	0.6629968605077357	3.847649490485592	Thermogemmatisporaceae	Thermogemmatisporales	Ktedonobacteria	Chloroflexi	Bacteria	family	N1535	5582230.5	61.010000000000005	4454.5	82.69270202362199	2.0	-0.059957481932985446	0.02372918268474155
txid909930	1.6397691447073577	0.4733605785528177	0.2428217275764536	2.4385107240544777	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	family	N1116	2305157.0	49.55	2068.0	88.45458172577781	1.0	-0.6016839064224899	0.2219142118358195
txid990719	1.2328828005937953	0.4	0.13817346114416154	1.5492862196330708	Christensenellaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	family	N1835	2350605.0	52.16	2327.5	89.81026858321088	0.0	-0.371748252678014	0.1552489181025165
txid995019	1.4615470839760727	0.9582483592122992	0.8089315722551971	4.3998793500335545	Sutterellaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	family	N3517	2476884.0	54.95	2175.0	87.70396689008858	1.0	-0.582462510056842	0.171790670288424
txid1042322	1.413854555840836	0.4741153369467352	0.2184869970005706	2.105904209174041	Demequinaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	family	N4374	2879564.0	70.475	2688.5	92.37912864814668	1.0	-0.306650953875572	0.1116078032068209
txid1055686	4.5	0.85	2.3927482297138005	12.01659189998096	Sandaracinaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria	family	G000737325	10327335.0	72.04	8708.0	92.28510549914377	2.0	-0.17846812407076898	0.0704008826014922
txid1077264	2.7386127875258306	0.5916079783099616	0.6986065964643196	5.089961841984629	Chthonomonadaceae	Chthonomonadales	Chthonomonadetes	Armatimonadetes	Bacteria	family	N1097	3437974.5	55.05	2881.0	90.80241446936553	2.0	-0.0496570155200027	0.02416262451536945
txid1129771	3.4498285876703645	0.5458966475552585	0.7324285494741254	5.916403927090613	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	family	N98	1768580.0	28.43	1969.0	90.28944372452222	1.0	-0.235536769043922	0.125805907046414
txid1198451	3.2396118012774835	0.5033113547800564	0.5991472313209233	5.12247176552024	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	family	N656	2681900.5	55.275000000000006	2653.0	87.1791748207817	1.0	-0.18218110574535198	0.07692227834237689
txid1202464	0.65	0.15	0.01060287520586555	0.3063052837250048	Dehalococcoidaceae	Dehalococcoidales	Dehalococcoidia	Chloroflexi	Bacteria	family	N3634	1413462.0	47.22	1478.0	90.45778806440346	1.0	-0.159991300931323	0.0597820641366218
txid1240483	1.2884187516294856	0.6223329772884784	0.316426825999363	2.5190090301905097	Orbaceae	Orbales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N8333	2500996.0	34.98	2294.0	85.55473447997667	3.0	-0.3831386842315321	0.155526861140001
txid1266054	1.05	0.6	0.2403318379996192	1.9792033717615696	Algiphilaceae	Nevskiales	Gammaproteobacteria	Proteobacteria	Bacteria	family	G000733765	3805681.0	66.38	3561.0	91.52414508730502	1.0	-0.10659793312247198	0.0463548205207889
txid1331736	0.640217174588736	0.4680694638641432	0.08154213659061484	0.9414288486576894	Ruaniaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	family	N4735	4669183.0	70.05	4217.0	92.12482087797842	2.0	-0.163958574241048	0.0615025735859729
txid1331809	2.022853836677498	0.5334119473886841	0.40226808270492026	3.389823725681576	Kordiimonadaceae	Kordiimonadales	Alphaproteobacteria	Proteobacteria	Bacteria	family	G000375545	4082245.0	57.51	3724.0	91.3758238420281	1.0	-0.547640454933906	0.20415056358942898
txid1333713	1.25	0.3	0.08128870991163589	1.1780972450961724	Schleiferiaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	family	N5693	1746953.0	48.99	1701.0	95.91397135469586	1.0	-0.34703920765797	0.14926465564025898
txid1334117	2.549509756796392	0.2958039891549808	0.16843216051221366	2.369248299169924	Melioribacteraceae	Ignavibacteriales	Ignavibacteria	Ignavibacteriae	Bacteria	family	N4155	3659310.0	36.805	3222.0	91.67330761175793	0.0	-0.08638767501879085	0.03941822494641685
