taxid	length	width	volume	surface	shape	species	genus	family	order	class	phylum	kingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime	hash	svratio	log_svratio	log_volume	log_surface	log_length	log_width	log_genome	log_proteins	arc_coding	arc_gc	is_species
taxid219314	0.9539392014169455	0.3872983346207417	0.0971741444829536	1.1606898813846434	rods	Aeromicrobium marinum	Aeromicrobium	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000160775	3079840.0	71.11	3086.0	92.9561275910437	1.0	-0.183478744646838	0.0734260944203646	1.33	0.08372102319616144	-1.0771654725725845	-1.0124492741900633	0.06471619838252127	-0.020479303839453247	-0.4119543704721594	6.488528155162124	3.4893959217271293	1.3021744937002613	1.0033335943275896	Aeromicrobium marinum
taxid220697	5.5	1.55	9.403146786352478	26.782077371852985	rod-shaped	Thalassospira xiamenensis	Thalassospira	Thalassospiraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000300235	4768950.0	54.66	4397.0	88.78419777938541	4.0	-0.5815065376953029	0.225817183577134	1.79	0.351098484848485	-0.4545710447111285	0.9732732156475405	1.4278442603586692	0.7403626894942439	0.1903316981702915	6.678422769102366	3.643156465619706	1.2292972078872058	0.8320658916000834	Thalassospira xiamenensis
taxid220754	3.25	1.45	4.568595666636007	14.8047553800419	rod-shaped	Jeotgalibacillus campisalis	Jeotgalibacillus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000829515	3650490.0	41.06	3576.0	85.64064002366806	1.0	-0.6969299069349809	0.263277013552957	2.42	0.3085897435897436	-0.5106185124154503	0.6597827234925328	1.1704012359079832	0.5118833609788744	0.16136800223497488	6.562351163090252	3.55339751012388	1.1821484666605244	0.6955148326182778	Jeotgalibacillus campisalis
taxid221027	10.000000000000002	0.25	0.4867832366890434	7.853981633974483	coccus-shaped	Treponema putidum	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	species	G000755145	2800562.0	37.29	2636.0	91.35041466677043	2.0	-0.161517687794872	0.0685435396178373	1.03	0.061979166666666655	-1.2077542673110189	-0.31266438594484747	0.8950898813661714	1.0	-0.6020599913279624	6.447245191702072	3.420945405921972	1.2722807334394868	0.6568879424039177	Treponema putidum
taxid221126	3.3	0.3	0.2261946710584652	3.110176727053895	rod-shaped	Algibacter lectus	Algibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000764755	4692319.0	33.26	4585.0	88.94535942675678	1.0	-0.292542222025298	0.138210040299526	1.7	0.07272727272727277	-1.1383026981662812	-0.6455176308745976	0.4927850672916837	0.5185139398778874	-0.5228787452803376	6.671387529281175	3.66133934000604	1.2318588596636182	0.6147016768794462	Algibacter lectus
taxid222814	2.5	0.4	0.2974041045398338	3.1415926535897927	rod-shaped	Paraglaciecola polaris	Paraglaciecola	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000315055	5239503.0	44.08	4656.0	87.94555514139414	1.0	-0.4377260366861179	0.183571417512087	0.73	0.09466666666666669	-1.0238029146726246	-0.5266530419784908	0.4971498726941338	0.3979400086720376	-0.3979400086720376	6.719290093358864	3.668012971641832	1.21621782717729	0.7260589670388049	Paraglaciecola polaris
taxid223527	2.25	0.5	0.409061543436171	3.5342917352885173	rod-shaped	Halomonas boliviensis	Halomonas	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000236035	4208238.0	54.68	3826.0	90.15053331109124	2.0	-0.382398172533908	0.170068881327461	1.47	0.11574074074074076	-0.9365137424788932	-0.3882113473373781	0.5483023951415151	0.3521825181113625	-0.3010299956639812	6.624100293684603	3.582744965691277	1.251563120925086	0.8322667697068182	Halomonas boliviensis
taxid223900	2.85	0.4	0.3413864016900909	3.5814156250923643	rod-shaped	Chromohalobacter japonicus	Chromohalobacter	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000821045	3375071.0	61.14	3134.0	89.7562451278803	1.0	-0.2851144058489149	0.132238332862881	1.68	0.09532163742690059	-1.020808505988196	-0.46675378195758954	0.5540547240306064	0.4548448600085102	-0.3979400086720376	6.528282913340046	3.496098992132571	1.2450049184249588	0.8977410270766801	Chromohalobacter japonicus
taxid224999	3.872983346207418	0.6928203230275509	1.3730179538672578	8.429777677248872	rod-shaped	Tepidanaerobacter syntrophicus	Tepidanaerobacter	Tepidanaerobacteraceae	Thermosediminibacterales	Clostridia	Firmicutes	Bacteria	species	G001485475	2427900.0	38.63	2304.0	89.63684665760535	4.0	-0.0268145527541446	0.0147029643720756	1.66	0.16287712516700129	-0.788139904711251	0.1376762161985172	0.9258161209097681	0.5880456295278407	-0.1593793813122064	6.385230795112214	3.3624824747511743	1.2430411458351227	0.6706947143897524	Tepidanaerobacter syntrophicus
taxid225194	3.25	0.5	0.605411084285533	5.105088062083413	rod-shaped	Citrifermentans bemidjiense	Citrifermentans	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria	species	G000020725	4615150.0	60.27	4022.0	87.40994333878639	4.0	-0.304555717743728	0.123971070526723	2.12	0.1185897435897436	-0.9259528699514478	-0.21794963194242079	0.708003238009027	0.5118833609788744	-0.3010299956639812	6.66418582087951	3.6044420662607233	1.208069767978937	0.8888343655534483	Citrifermentans bemidjiense
taxid225453	0.55	0.55	0.08711374629016701	0.9503317777109126	coccus-shaped	Yaniella halotolerans	Yaniella	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000420805	2775456.0	55.65	2581.0	91.19463612465843	1.0	-0.439506628038739	0.164484102985988	0.01	0.09166666666666669	-1.0377885608893997	-1.059913309206778	-0.022124748317378387	-0.2596373105057561	-0.2596373105057561	6.443334346743119	3.411788004543869	1.2695209983416447	0.8420191010247264	Yaniella halotolerans
taxid225843	1.3	0.65	0.3594832843717071	2.654645792283376	rod-shaped	Formosa algae	Formosa	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G001439665	4292461.0	33.4	3673.0	90.17442441527132	1.0	-0.37204944974649296	0.159324907919409	1.38	0.13541666666666663	-0.8683278807327317	-0.4443212990889054	0.4240065816438263	0.11394335230683678	-0.1870866433571444	6.632706357982811	3.5650209283452936	1.2519642189659126	0.6161866389986492	Formosa algae
taxid225848	3.5	0.65	1.0895108772496351	7.147123286916777	rod-shaped	Shewanella psychrophila	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G002005305	6353406.0	44.3	5555.0	84.3928752546272	9.0	-0.6461766276302221	0.231835798678434	1.89	0.15244047619047624	-0.816899703257433	0.03723157042983185	0.8541312736872649	0.5440680443502757	-0.1870866433571444	6.803006608825857	3.7446840632768863	1.164664756625478	0.7282739737316807	Shewanella psychrophila
taxid225906	2.5	0.5	0.4581489286485115	3.9269908169872414	rod-shaped	Paenibacillus sanguinis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000374825	4804136.0	49.31	4401.0	87.61537974778399	0.0	-0.6130466970287579	0.21747936609341	1.78	0.11666666666666667	-0.9330532103693868	-0.33899332466719656	0.5940598857021903	0.3979400086720376	-0.3010299956639812	6.681615293321524	3.643551368562945	1.211177048270064	0.7784979443726778	Paenibacillus sanguinis
taxid225985	6.999999999999999	0.7	2.604118510438139	15.393804002589984	rod-shaped	Fictibacillus gelatini	Fictibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000430745	4171218.0	41.39	4320.0	86.1579279721175	0.0	-0.767582141965518	0.28466468206873496	2.0	0.16916666666666666	-0.7716852081344119	0.41566074458823554	1.1873459527226475	0.8450980400142567	-0.1549019599857432	6.620262887933337	3.635483746814912	1.1895804336237166	0.69886686483474	Fictibacillus gelatini
taxid226010	1.3416407864998738	0.4898979485566356	0.2221121343935814	2.064865395436372	rod-shaped	Aestuariibacter salexigens	Aestuariibacter	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000429145	3783840.0	48.45	3421.0	92.52743244957504	1.0	-0.450105556456377	0.189570867953324	0.75	0.10756736728916029	-0.968319460600307	-0.6534277144987171	0.31489174610159	0.12763625255165303	-0.309894379144197	6.577932763938471	3.5341530741850624	1.2939120032895561	0.7698956797399074	Aestuariibacter salexigens
taxid226504	1.3674794331177345	0.4472135954999579	0.1913871179474214	1.9212579332321365	rod-shaped	Algoriphagus mannitolivorans	Algoriphagus	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	species	G000429425	4152949.0	42.73	3653.0	91.69645473614052	1.0	-0.569836959960974	0.23401305690550495	2.4	0.09961552513953731	-1.0016729712450305	-0.7180872974506566	0.28358567379437394	0.13592080326824954	-0.34948500216800943	6.618356597819588	3.5626496722119168	1.2784928801289481	0.7124395349059662	Algoriphagus mannitolivorans
taxid226505	1.3416407864998738	0.3872983346207417	0.1428491614135153	1.6324194278107962	rod-shaped	Algoriphagus halophilus	Algoriphagus	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	species	G900129785	4978503.0	39.36	4157.0	91.47273788928119	1.0	-0.531268735139845	0.22609434604025894	0.97	0.0875076337489363	-1.0579540595442034	-0.8451223047705758	0.21283175477362754	0.12763625255165303	-0.4119543704721594	6.697098773166214	3.618780024506215	1.2744635849454589	0.6781783108219699	Algoriphagus halophilus
taxid227138	4.0	0.8	1.876578011744304	10.053096491487338	rod-shaped	Tepidibacter formicigenes	Tepidibacter	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G900142235	2639825.0	27.73	2719.0	87.99594670101239	1.0	-0.208703340613316	0.107966476885219	1.11	0.18666666666666676	-0.7289332277134618	0.273366623300578	1.0022998510140397	0.6020599913279624	-0.09691001300805639	6.421575137455651	3.4344092075875	1.216992359625686	0.5545876768896012	Tepidibacter formicigenes
taxid227942	1.2	0.9	0.5725552611167398	3.392920065876977	rod-shaped	Limosilactobacillus gastricus	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G001434365	1848461.0	41.64	1855.0	90.6996144360092	1.0	-0.7536272076706301	0.264322954993044	2.4	0.16874999999999998	-0.7727562184969375	-0.2421825903158539	0.5305736281810836	0.07918124604762482	-0.045757490560675115	6.26681029198596	3.268343913951065	1.2608942964957195	0.7014036620483702	Limosilactobacillus gastricus
taxid227944	5.75	1.0	4.254240051736178	18.06415775814132	rod-shaped	Lactobacillus kalixensis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G001434335	2078190.0	36.1	1976.0	89.41246950471323	1.0	-0.692445173384434	0.226074275155691	1.79	0.23550724637681147	-0.6279957254223624	0.6288219919614022	1.2568177173837645	0.7596678446896306	0.0	6.317685250718467	3.295786940251609	1.2393776219735495	0.6445424599260149	Lactobacillus kalixensis
taxid228229	2.8	1.0	1.9373154697137056	8.796459430051419	rod-shaped	Ligilactobacillus saerimneri	Ligilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G000423265	1720753.0	42.54	1760.0	87.73984412637955	1.0	-0.8656322944150769	0.294971660519137	0.29	0.22023809523809526	-0.6571075576588679	0.28720034637748515	0.944307904036353	0.4471580313422192	0.0	6.235718535385329	3.24551266781415	1.2130703706334685	0.7105185796128342	Ligilactobacillus saerimneri
taxid228574	4.5	0.75	1.8775924843720249	10.602875205865553	rod-shaped	Paenibacillus lactis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000230915	6805951.0	51.84	6163.0	85.27497479779093	1.0	-0.950671142446714	0.32925863713048603	0.1	0.17708333333333331	-0.7518223116612945	0.2736013381998831	1.0254236498611775	0.6532125137753437	-0.12493873660829993	6.832888818032459	3.7897921677306754	1.1769620105916885	0.8038023189330301	Paenibacillus lactis
taxid228599	1.4360219576072393	0.6964009090454187	0.4584805814288919	3.1417402980359856	rods	Nocardia higoensis	Nocardia	Nocardiaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000308595	6980705.0	69.31	6365.0	89.64130413761934	1.0	-0.326247444659226	0.116042081666485	0.35	0.14593204336956322	-0.8358493364093342	-0.33867905379302354	0.4971702826163107	0.15716108057115163	-0.1571406706489748	6.843899285395135	3.803798407989674	1.243114278512051	0.9836523641960666	Nocardia higoensis
taxid228601	0.5700539765543596	0.3575030775040192	0.04468436153398315	0.6402441765315348	rods	Nocardia pneumoniae	Nocardia	Nocardiaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000308755	7588197.0	68.1	6781.0	87.91752507216141	1.0	-0.366688768808121	0.11538013453582903	0.94	0.0697926871839064	-1.1561900799850857	-1.3498444430386396	-0.19365436305355366	-0.24408402045055164	-0.4467202152971359	6.880138597243292	3.8312937443770094	1.2157876018466613	0.9706044207895146	Nocardia pneumoniae
taxid228602	1.5427248620541512	0.5477225575051661	0.3204779529138825	2.6545993186124717	rods	Nocardia arthritidis	Nocardia	Nocardiaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G001612765	7124189.0	68.46	6553.0	87.74101866191366	1.0	-0.31987485554589395	0.114588611374984	1.04	0.12072554628748741	-0.918200820724845	-0.49420184214262397	0.42399897858222096	0.18828847852825595	-0.2614393726401688	6.852735432488045	3.816440167956139	1.2130882766379127	0.974472191707316	Nocardia arthritidis
taxid228604	1.25	0.65	0.342891748169936	2.552544031041707	rod-shaped	Prevotella salivae	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000185845	3274581.0	41.37	2722.0	86.80802215611708	1.0	-0.46995732996977	0.180955402569166	0.5	0.13433333333333333	-0.871816208578553	-0.4648429662335071	0.40697324234504584	0.09691001300805642	-0.1870866433571444	6.515155737601269	3.434888120867316	1.1990879988065393	0.6986638247186593	Prevotella salivae
taxid228745	1.0	0.6	0.2261946710584652	1.8849555921538759	rod-shaped	Thermovibrio ammonificans	Thermovibrio	Desulfurobacteriaceae	Desulfurobacteriales	Aquificae	Aquificae	Bacteria	species	G000185805	1759526.0	52.13	1833.0	95.27276095948568	3.0	-0.310630753704892	0.13231703016436	2.04	0.12000000000000005	-0.920818753952375	-0.6455176308745976	0.27530112307777743	0.0	-0.22184874961635637	6.245395688660897	3.2631624649622166	1.351623668404812	0.8067046110622713	Thermovibrio ammonificans
taxid228955	4.0	0.55	0.9067749045658292	6.911503837897548	rod-shaped	Arenibacter certesii	Arenibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000429545	4989751.0	37.67	4175.0	86.87754158474041	1.0	-0.266884323534554	0.127573732338227	1.26	0.13119791666666664	-0.8820730612054366	-0.04250050768909636	0.8395725535163403	0.6020599913279624	-0.2596373105057561	6.698078873875064	3.620656479819621	1.2001163173011924	0.6608129966573542	Arenibacter certesii
taxid228959	4.999999999999999	0.275	0.2915340713915248	4.319689898685966	rod-shaped	Maribacter ulvicola	Maribacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G900155985	4511475.0	35.19	3902.0	89.21044669426296	1.0	-0.272336826067983	0.11492971005229302	1.73	0.06748958333333335	-1.1707632530942416	-0.5353106822338263	0.6354525708604153	0.6989700043360187	-0.5606673061697374	6.654318555100081	3.591287265058499	1.236108266661077	0.6350423368185836	Maribacter ulvicola
taxid229921	100.00000000000004	0.4472135954999579	15.684547218845491	140.4962946208145	filament-shaped	Levilinea saccharolytica	Levilinea	Anaerolineaceae	Anaerolineales	Anaerolineae	Chloroflexi	Bacteria	species	G001050255	4084597.0	59.68	3669.0	91.79480864330068	1.0	-0.150599112711781	0.0703255852523441	0.13	0.1116367322083228	-0.952192884514687	1.1954719860114373	2.1476648705261243	2.0	-0.34948500216800943	6.611149214036124	3.5645477117559476	1.2802798977264052	0.882813288739103	Levilinea saccharolytica
taxid230105	1.0	0.3	0.0636172512351933	0.9424777960769379	rod-shaped	Methylophaga aminisulfidivorans	Methylophaga	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000214595	3261960.0	43.37	3120.0	92.2578449766398	1.0	-0.338318271585463	0.134447556091107	0.39	0.06749999999999998	-1.1706962271689751	-1.1964250997551789	-0.025728872586203724	0.0	-0.5228787452803376	6.513478631172133	3.494154594018443	1.2888274801121269	0.718902320349963	Methylophaga aminisulfidivorans
taxid230143	2.8	0.65	0.8572293704248398	5.717698629533423	ovoid-shaped	Scardovia wiggsiae	Scardovia	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000269605	1550817.0	52.93	1246.0	88.59246448807306	2.0	-0.237759344996948	0.0930987597950651	0.06	0.14992559523809523	-0.8241242182406782	-0.06690295756146959	0.7572212606792086	0.4471580313422192	-0.1870866433571444	6.190560553081707	3.095518042323151	1.2262704716244595	0.8147149585349713	Scardovia wiggsiae
taxid230356	1.9364916731037085	0.6	0.4909814534918213	3.6502008083762494	rod	Methanolacinia paynteri	Methanolacinia	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	species	G000784355	2791704.0	47.54	2774.0	88.32680685344864	1.0	-0.32360976327178603	0.137035585870529	0.13	0.13450806661517037	-0.8712516697031656	-0.30893491276152885	0.5623167569416367	0.2870156338638594	-0.22184874961635637	6.445869368828831	3.443106456737266	1.2221131209229255	0.7607882279470719	Methanolacinia paynteri
taxid230667	1.95	0.7	0.6606507551111535	4.288273972150067	rod-shaped	Chitinibacter tainanensis	Chitinibacter	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000429785	3425989.0	56.06	3201.0	90.4094846772713	0.0	-0.991544776018411	0.353114170354956	2.18	0.15405982905982904	-0.812310588354695	-0.1800280642837864	0.6322825240709087	0.290034611362518	-0.1549019599857432	6.534785964219985	3.5052856741441323	1.2559339974289436	0.8461475161217319	Chitinibacter tainanensis
taxid231049	1.5	0.5	0.2617993877991494	2.3561944901923453	rod-shaped	Furfurilactobacillus rossiae	Furfurilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G000428925	2862294.0	43.34	2736.0	85.91077646111826	1.0	-0.55479808783893	0.217070733271591	0.76	0.11111111111111108	-0.954242509439325	-0.582031373353491	0.37221113608583395	0.17609125905568124	-0.3010299956639812	6.456714240192454	3.4371160930480786	1.1860153420646908	0.7185996353633375	Furfurilactobacillus rossiae
taxid231053	3.1622776601683795	0.8944271909999159	1.7995892603314676	8.885765876316732	rod-shaped	Saccharibacter floricola	Saccharibacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000378165	2384067.0	51.22	2231.0	90.0777536872915	1.0	-0.3985911569943	0.14880636961338098	1.57	0.2025249466821898	-0.6935214734906965	0.2551733926994091	0.9486948661901057	0.5	-0.04845500650402822	6.377318456320469	3.348499570283838	1.2503439155444203	0.7975993742872216	Saccharibacter floricola
taxid231440	2.6870057685088806	0.916515138991168	1.571158086396094	7.736741999816638	rod-shaped	Desulfopila aestuarii	Desulfopila	Desulfocapsaceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	species	G900143695	6065581.0	49.63	5323.0	86.04976176231098	1.0	-0.146394607431073	0.0760048291077564	1.12	0.20307748228302439	-0.6923382295365262	0.19621988497336795	0.8885581145098943	0.42926859878481954	-0.03786035696905917	6.782872406687991	3.726156466172755	1.1880169124305735	0.7816981296279495	Desulfopila aestuarii
taxid231447	2.15	1.2	1.9792033717615696	8.105309046261668	rod-shaped	Desulfobulbus japonicus	Desulfobulbus	Desulfobulbaceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	species	G000429945	5800571.0	45.8	5009.0	84.31249268390991	0.0	-0.115386342028705	0.0538478048401823	0.26	0.24418604651162784	-0.6122791565096486	0.2964904221477155	0.9087695786573641	0.33243845991560533	0.07918124604762482	6.76347074700143	3.699751031689514	1.1635584822783425	0.7433486139061065	Desulfobulbus japonicus
taxid231455	1.2	0.4	0.13404128655316455	1.5079644737231006	rod-shaped	Dyella japonica	Dyella	Rhodanobacteraceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000620485	5018507.0	67.17	4339.0	88.62866984144884	3.0	-0.284541232515706	0.104782829648103	1.79	0.08888888888888892	-1.0511525224473812	-0.8727614123776601	0.17839111006972103	0.07918124604762482	-0.3979400086720376	6.700574534256316	3.637389650129212	1.2268403066178202	0.9606654915684422	Dyella japonica
taxid232270	2.0	0.5	0.3599741582238304	3.1415926535897927	rod-shaped	Effusibacillus pohliae	Effusibacillus	Alicyclobacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000376225	3363524.0	54.82	3503.0	86.1794356157411	0.0	-0.2756182836232561	0.128036401524066	0.03	0.11458333333333333	-0.9408785478813434	-0.4437286751872096	0.4971498726941338	0.3010299956639812	-0.3010299956639812	6.526794530883212	3.5444401373176926	1.1898919324073725	0.8336731307688213	Effusibacillus pohliae
taxid233316	3.741657386773941	0.4	0.4534353735224144	4.701905343415599	rod-shaped	Alteromonas stellipolaris	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G001562115	4904192.0	43.52	4182.0	88.42325096570445	5.0	-0.4805289005701529	0.196983960294382	0.19	0.09643651677450102	-1.0157584844510834	-0.3434846025898681	0.6722738818612153	0.573064017839119	-0.3979400086720376	6.690567464550376	3.621384028481653	1.2236175990127995	0.7204153799439235	Alteromonas stellipolaris
taxid237018	6.0	0.6	1.6399113651738724	11.309733552923255	rod-shaped	Algoriphagus aquimarinus	Algoriphagus	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	species	G900112005	5119527.0	40.27	4408.0	89.35698551838871	1.0	-0.353460886236259	0.15933605362560402	1.43	0.14500000000000005	-0.838631997765025	0.2148203756963961	1.0534523734614212	0.7781512503836436	-0.22184874961635637	6.709229837776764	3.6442415858437287	1.2384770036610175	0.6874733445521302	Algoriphagus aquimarinus
taxid237069	4.0	0.4	0.4858996637552214	5.026548245743669	rod-shaped	Tenuibacillus multivorans	Tenuibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G900103915	2950395.0	37.69	3094.0	87.2786525194084	1.0	-0.42895601652111104	0.17463606346003302	0.58	0.09666666666666668	-1.0147232568207063	-0.31345340147064765	0.7012698553500586	0.6020599913279624	-0.3979400086720376	6.469880163380365	3.490520309363349	1.2060953217410584	0.6610193591828937	Tenuibacillus multivorans
taxid237373	1.9183326093250883	0.4472135954999579	0.2779149325264026	2.695186234604534	rod-shaped	Arenibacter palladensis	Arenibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G900129275	5551910.0	39.65	4580.0	88.92269507250656	1.0	-0.39286162996059	0.172359652455921	2.17	0.10311529828927803	-0.9866768975706139	-0.5560881177077307	0.43058877986288324	0.2829239093367589	-0.34948500216800943	6.744442417313481	3.660865478003869	1.2314976289830533	0.6811443914571276	Arenibacter palladensis
taxid237679	1.9364916731037085	0.5	0.34750432739763243	3.041834006980209	rod-shaped	Lentibacillus halodurans	Lentibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G900112045	3670765.0	41.57	3577.0	83.21908376046954	0.0	-0.21619788066022694	0.0942474462992829	1.26	0.11424171292720162	-0.9421752937572001	-0.45903978286318803	0.4831355108940121	0.2870156338638594	-0.3010299956639812	6.564756582142216	3.5535189401489697	1.1487312660010016	0.7006935817067972	Lentibacillus halodurans
taxid240237	3.5	0.7	1.2571606602115153	7.6969020012949905	rod-shaped	Woodsholea maritima	Woodsholea	Maricaulaceae	Maricaulales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000382325	3105947.0	55.68	2901.0	89.61411769099729	2.0	-0.478865072206213	0.231211166542886	0.09	0.16333333333333336	-0.7869251746911488	0.09939078236751743	0.8863159570586661	0.5440680443502757	-0.1549019599857432	6.492194040637895	3.4625477288026643	1.2426684538589698	0.8423210453019561	Woodsholea maritima
taxid240302	3.039736830714133	0.7348469228349535	1.1853114747462976	7.017505120744515	rod-shaped	Halobacillus dabanensis	Halobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G900114165	4137344.0	41.73	4123.0	84.03275144633852	0.0	-0.7561539336222599	0.27721289505171104	0.64	0.16890781757214354	-0.7723502494824305	0.07383248873324105	0.8461827382156716	0.48283598561005336	-0.13380312008851575	6.616721631867418	3.6152133348013584	1.1597263504570974	0.7023163714756182	Halobacillus dabanensis
taxid241244	2.98	1.105	2.504564286314221	10.344950449005824	rod-shaped	Rummeliibacillus stabekisii	Rummeliibacillus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G001617605	3420739.0	37.65	3454.0	84.11726238102351	12.0	-0.8810913516201719	0.299972738752615	0.4	0.2421050055928413	-0.6159962312981414	0.3987321834933769	1.0147284147915183	0.4742162640762552	0.04336227802112949	6.534119939083056	3.5383223332314397	1.1608811594970316	0.6606066124570686	Rummeliibacillus stabekisii
taxid242750	2.1908902300206647	0.7483314773547882	0.8538927265239428	5.150679239685597	rod-shaped	Prevotella bergensis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000160535	3273670.0	47.61	2716.0	88.40426799280321	1.0	-0.396189244880881	0.16352359432544	0.59	0.16578254765794062	-0.7804611906421552	-0.06859668575712762	0.7118645048850277	0.3406206186877937	-0.12590598649689982	6.515034898532771	3.433929765608464	1.223321045503848	0.7614890527476331	Prevotella bergensis
taxid243629	1.2	0.8	0.4691445029360758	3.0159289474462017	rod-shaped	Hydrocarboniphaga effusa	Hydrocarboniphaga	Sinobacteraceae	Nevskiales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000271305	5193926.0	65.18	4488.0	90.48750405762422	1.0	-0.293796659223269	0.109747525231231	0.07	0.15555555555555556	-0.8081144737610868	-0.3286933680273846	0.4794211057337023	0.07918124604762482	-0.09691001300805639	6.715495757765251	3.652052848248105	1.2572611986236024	0.9396325286393876	Hydrocarboniphaga effusa
taxid243924	1.4	0.75	0.5080544369477243	3.2986722862692828	rod-shaped	Pseudomonas lutea	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000759445	5647497.0	60.15	4980.0	85.72923544713701	7.0	-0.66968639162623	0.242210657249117	2.22	0.15401785714285715	-0.8124289232608887	-0.2940897514968168	0.518339171764072	0.146128035678238	-0.12493873660829993	6.751856008891419	3.6972293427597176	1.1834132988383743	0.8876085359925204	Pseudomonas lutea
taxid244365	2.1	1.0	1.3875367553354918	6.5973445725385655	rod-shaped	Methylohalobius crimeensis	Methylohalobius	Methylothermaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000421465	3509607.0	58.28	3367.0	91.32338749039423	2.0	-0.0623244905764304	0.0233626822433238	0.45	0.2103174603174603	-0.6771246711807551	0.142244496247298	0.8193691674280531	0.3222192947339193	0.0	6.54525848760909	3.5272431163880884	1.2718003245532765	0.8685813536233657	Methylohalobius crimeensis
