taxid	length	width	volume	surface	genus	family	order	class	phylum	superkingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime
txid49279	6.519202405202648	0.5	1.2461279604577489	10.240339191724773	Gelidibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	G000423005	4430943.0	36.85	3892.0	87.3961818059948	1.0	-0.366161869901447	0.15384233242188
txid50709	1.5305711595007307	0.4559014113909554	0.2235338347865373	2.1921705298457934	Acidocella	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N7021	3694331.5	61.725	3685.0	90.12873265268095	1.0	-0.4496906003249835	0.16958015718985553
txid50714	0.9797958971132712	0.8366600265340756	0.3853449707481341	2.5753396198427985	Acidisphaera	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000964365	3862273.0	70.29	4517.0	91.7969289068898	1.0	-0.088274074707531	0.0357053867804061
txid51366	2.872281323269014	0.4974937185533101	0.5184437757012341	4.489153426479691	Salinivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7940	3342120.5	49.379999999999995	3201.0	88.23807851098664	1.0	-0.7945712446778666	0.29860137649130797
txid51668	1.0	1.0	0.5235987755982988	3.1415926535897927	Tetragenococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	N6910	2322137.0	35.989999999999995	2301.0	85.71153493311624	2.5	-0.23306832535272648	0.10406985214603175
txid52605	6.687403049764219	6.687403049764219	156.592558187968	140.4962946208145	Myxosarcina	Hyellaceae	Pleurocapsales		Cyanobacteria	Bacteria	genus	G000756305	7069859.0	40.1	6515.0	84.92511661123652	2.0	-0.0598552272767512	0.0280110961237405
txid52607	16.622345273697967	16.622345273697967	2404.780931553495	868.0294718791517	Xenococcus	Xenococcaceae	Pleurocapsales		Cyanobacteria	Bacteria	genus	G000332055	5929641.0	39.68	5361.0	86.24307947142162	1.0	-0.073626218207558	0.0356993458578586
txid52959	1.8893188095753992	0.4624160754263521	0.2904596880940725	2.7446567859617192	Polaribacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N8147	3049914.0	30.515	2681.0	89.90192677337984	2.5	-0.2077018908369955	0.103934050335987
txid52972	1.5418640037688351	0.8955122393018703	0.758590596815812	4.3377794616053285	Polaromonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N8888	5366143.0	61.68	5020.0	88.19329964893818	2.0	-0.31079757908836797	0.129212624451289
txid53244	1.7320508075688772	0.5	0.3073624573190221	2.7206990463513265	Desulfonatronovibrio	Desulfohalobiaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	genus	N4551	3874679.0	47.605000000000004	3493.0	85.8511659669332	1.5	-0.0832649913267527	0.034219721969180356
txid53246	1.715107095843805	0.5977309369201059	0.4238510536415694	3.2206746187113704	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N6714	4717055.5	41.24	4189.5	89.13786271918201	1.0	-0.8133339340418716	0.3036820869057495
txid53335	1.896321583823229	0.9321697517861576	1.0741356706073342	5.553373290701295	Pantoea	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N10187	4548084.0	55.05	4261.0	86.35315549075098	6.0	-0.780801788548675	0.29267623432562395
txid53357	3.5840246342157216	2.0808957251439093	9.376325618654198	23.42994001714339	Intrasporangium	Intrasporangiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N5095	4756419.0	71.41	4439.5	90.78293349552177	1.0	-0.31467442967819104	0.1145071545138685
txid53457	0.7141130112362007	0.6850647476427024	0.17865386720435905	1.5369100083445997	Janibacter	Intrasporangiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N5947	3388469.5	70.625	3339.5	91.35747155577064	1.0	-0.255577993412006	0.09704803145086599
txid53460	1.2765575633606778	0.9061739875158198	0.6112775980078948	3.6341417835074807	Nakamurella	Nakamurellaceae	Nakamurellales	Actinomycetia	Actinobacteria	Bacteria	genus	N3309	5940579.0	69.93	5283.0	90.73247604542969	1.5	-0.22068691404095953	0.08491288247013365
txid53572	2.5087044340828704	0.502037511768365	0.4629788765529216	3.9567220074403213	Deferribacter	Deferribacteraceae	Deferribacterales	Deferribacteres	Deferribacteres	Bacteria	genus	G000010985	2542933.0	30.31	2468.0	93.3149634693482	2.0	-0.0744677347449159	0.0286183435339633
txid53634	1.224744871391589	0.3741657386773941	0.12095384158203352	1.4396586137792404	Acidimicrobium	Acidimicrobiaceae	Acidimicrobiales	Acidimicrobiia	Actinobacteria	Bacteria	genus	N2969	1543409.0	52.19	1943.0	96.13491951906462	0.0	-0.181744761794445	0.0792294520725402
txid54247	1.5	1.5	1.7671458676442586	7.0685834705770345	Hyperthermus	Pyrodictiaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea	genus	G000015145	1667163.0	53.74	1828.0	85.67068726933121	1.0	-0.14280187115666199	0.0560550397267657
txid54251	1.3228756555322954	1.3228756555322954	1.2121481286346372	5.497787143782139	Pyrolobus	Pyrodictiaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea	genus	G000223395	1843267.0	54.9	2037.0	89.04038318919613	1.0	-0.206297978553128	0.0868582620288558
txid54253	0.4	0.4	0.03351032163829113	0.5026548245743669	Thermosphaera	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea	genus	G000092185	1316595.0	46.73	1415.0	92.0772902828888	1.0	-0.144411617995793	0.0592471161706637
txid54258	1.873184797572156	1.873184797572156	3.4414423257272864	11.023287174402938	Ignicoccus	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea	genus	N797	1346101.0	50.71	1517.0	92.45293989476419	1.0	-0.0880204267547303	0.04397874085543125
txid54293	4.743416490252568	0.34641016151377546	0.4361736757754192	5.1621634885909256	Thermosyntropha	Syntrophomonadaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	G900129805	2169229.0	41.97	2173.0	89.75594554562934	1.0	-0.0650533709664247	0.0312766308549346
txid54298	5.297398455921979	5.297398455921979	77.83708158156594	88.16072518904251	Chroococcidiopsis	Chroococcidiopsidaceae	Chroococcidiopsidales		Cyanobacteria	Bacteria	genus	G000317125	6689401.0	44.47	5973.0	84.39715304853155	3.0	-0.0794710817926261	0.0400954613092557
txid55079	3.1972682324338133	0.8451939741783773	1.6227552365699691	8.489563036457834	Aneurinibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N3728	5982226.0	43.16	6040.0	83.06456492950952	1.0	-0.5961755623179671	0.231191643568341
txid55080	3.021454358009339	0.5641385205928581	0.7022292919521902	5.354903713490226	Brevibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N3729	5673319.5	47.355000000000004	5543.5	87.59285380370986	1.0	-0.9329927736847676	0.31552097559158504
txid55968	1.275317238710865	0.4283132480607951	0.16175513849858242	1.7160487076571078	Leucobacter	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N6389	3345346.5	70.255	2947.0	90.932137708189	1.0	-0.3903924298857745	0.14792175261048252
txid56635	1.1915784271057897	1.1915784271057897	0.8858629088897185	4.460619068312844	Aeropyrum	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea	genus	N1922	1595994.0	56.7	1718.0	89.03968147495114	1.0	-0.0501486624905174	0.0287620612518606
txid56688	2.739977482244522	0.8382368619953543	1.3427371312746879	7.215453325029457	Halorubrum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	Archaea	genus	N1662	3619738.0	66.86	3571.0	85.53558876011606	1.0	-0.141088496741429	0.0611228310023052
txid57488	2.8284271247461903	2.8284271247461903	11.84768783508898	25.13274122871834	Thiorhodococcus	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G000224065	5524189.0	62.27	4765.0	88.16016251435278	1.0	-0.23820022944052696	0.10153343687020099
txid57493	1.0580419855782093	1.0387206216422211	0.602510804031	3.4526418332756523	Kocuria	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N4730	3039614.0	70.83	2850.5	88.51023468544426	2.0	-0.30120016589289644	0.1099991568350015
txid57494	1.1179089871506234	0.7016173028748871	0.3296268120982989	2.4640902543986343	Nesterenkonia	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N5101	2742282.0	65.69	2533.0	90.73968188548196	1.0	-0.334166621479486	0.11632785264923351
txid57495	1.1206971791124165	1.1206971791124165	0.7369931624425898	3.9457215178838014	Dermacoccus	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N5093	3094314.5	68.67	2842.0	89.5322950181404	2.0	-0.29064320014934	0.10007207323511144
txid57499	1.0977201950002402	1.0977201950002402	0.6925858024945634	3.785586558300016	Kytococcus	Kytococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	G000023925	2785024.0	71.63	2624.0	90.74205464656679	2.0	-0.33842266784026503	0.12361466795880498
txid57665	3.25	0.45	0.4930336970727481	4.594579255875073	Sulfurospirillum	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	genus	N2177	2656384.0	40.9	2685.0	93.59957475764391	1.0	-0.395729218856539	0.179648990291733
txid57739	1.7760975775180707	0.5611804507508557	0.39066843638831344	3.1312607065983413	Vogesella	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G001037925	3540164.0	64.37	3347.0	88.78249708205608	1.0	-1.26599429122432	0.39678307868543605
txid58050	4.5	1.0	3.272492347489368	14.137166941154067	Moritella	Moritellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7538	4991785.5	40.125	4426.5	86.18400566976794	6.0	-0.619408906492914	0.239906314642307
txid58842	1.51657508881031	0.6708203932499369	0.4562751010470313	3.19609770738122	Sagittula	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000169415	5262893.0	65.05	5015.0	88.8678147171147	2.0	-0.35165922558854995	0.133950353052741
txid59732	1.6651052785115612	0.6173673119471863	0.43324076853879695	3.2294993480353336	Chryseobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N9312	4506626.0	36.14	4179.0	88.31670622553133	1.0	-0.671728458764125	0.262884077346567
txid59739	6.619501839293746	0.6999271023161167	2.455322241609876	14.555528880048373	Flammeovirga	Flammeovirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	genus	N7368	7337911.5	33.885	5575.5	87.76514113258965	1.0	-0.6860001175138366	0.26963157251400904
txid59740	2.32379000772445	0.4898979485566356	0.4072429010812653	3.576451775686596	Persicobacter	Persicobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	genus	G001308105	8251744.0	41.92	6519.0	82.87793465235956	3.0	-1.00496327851025	0.35509918586362504
txid59753	1.4275445889344838	0.5107382570563643	0.2556356608838916	2.2905403409357583	Alcanivorax	Alcanivoracaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N5396	3898840.0	59.545	3583.5	89.32452205364066	1.5	-0.38564688275564596	0.171839068105837
txid60136	1.1923193672262715	0.6148346144177663	0.2892260647529163	2.3030362870606007	Sulfitobacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10469	4031324.0	57.95	3925.5	91.3725902195848	2.0	-0.4886064274008385	0.1971938501525135
txid60919	22.6	0.5	4.404774699720688	35.49999698556466	Sanguibacter	Sanguibacteraceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	G000024925	4253413.0	71.89	3717.0	90.41487389068494	4.0	-0.32994798458547997	0.141323089516862
txid61434	0.65	0.15	0.01060287520586555	0.3063052837250048	Dehalococcoides	Dehalococcoidaceae	Dehalococcoidales	Dehalococcoidia	Chloroflexi	Bacteria	genus	N3634	1413462.0	47.22	1478.0	90.45778806440346	1.0	-0.159991300931323	0.0597820641366218
txid61653	1.75	0.65	0.508807110187647	3.573561643458389	Methylopila	Methylocystaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N7444	4418130.0	68.66499999999999	4144.5	88.09164318088415	1.5	-0.18772641231465204	0.071667026778858
txid62608	10.000000000000002	1.7320508075688772	22.201595378747783	54.41398092702652	Thermocladium	Thermoproteaceae	Thermoproteales	Thermoprotei	Crenarchaeota	Archaea	genus	G001516585	1876950.0	46.83	2099.0	86.87381123631424	1.0	-0.035906872854477995	0.0134155515178785
txid63132	2.218805060073457	2.218805060073457	5.719473672413177	15.466361895417235	Geitlerinema	Coleofasciculaceae	Oscillatoriales		Cyanobacteria	Bacteria	genus	N2347	5389473.5	50.67	4559.0	83.5955387299501	0.5	-0.204009790120346	0.09597045327263586
txid63958	1.5491933384829668	0.9797958971132712	0.9218146912893224	4.768602367582128	Demetria	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	G000376825	3574772.0	64.74	3402.0	93.3874384156528	2.0	-0.333679455079769	0.123984920868411
txid64001	1.75	0.5	0.3108867730114899	2.7488935718910685	Nevskia	Sinobacteraceae	Nevskiales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N5790	5147947.5	64.755	4560.5	89.59757942442927	1.5	-0.24614049374998648	0.0893807197019314
txid64159	1.4071247279470291	0.4898979485566356	0.2344555665562907	2.165649097014025	Desulfurobacterium	Desulfurobacteriaceae	Desulfurobacteriales	Aquificae	Aquificae	Bacteria	genus	N1617	1630516.0	39.0	1687.5	94.81724676667108	1.5	-0.214381620788166	0.08771977955929995
txid64895	11.778521250027836	0.2629984980447167	0.6346191858835343	9.731816485764073	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	genus	N597	1127042.0	28.09	1576.0	83.46814797761934	2.0	-0.0539590969610426	0.0236073327833568
txid64968	4.454563371755356	0.20000000000000007	0.1377412169368844	2.7988847127313607	Marinospirillum	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7911	2920434.0	43.13	2839.0	92.46933256231334	0.0	-0.312391791458181	0.144744053667411
txid65047	2.279507056954777	0.5049752469181039	0.4217111425157931	3.6162704612720153	Mitsuaria		Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G001598255	5819413.0	69.94	5063.0	89.9233479390447	1.0	-0.675535161142354	0.28396943063195
txid65551	3.1132868555165336	0.3659051653317209	0.3111318487650099	3.5788010081945743	Meiothermus	Thermaceae	Thermales	Deinococci	Deinococcus-Thermus	Bacteria	genus	N1308	3034817.0	63.16	2927.0	91.71823635693012	2.0	-0.17619386477424104	0.0712490167493093
txid66848	1.6207359770526288	0.5957892135528948	0.394290399401222	3.033575314677865	Desulfonatronum	Desulfonatronaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	genus	N3839	3923654.0	58.74	3513.0	88.45365791020541	2.0	-0.10393943129248799	0.0479726244631447
txid67572	2.2789781596946512	0.8604077470097036	1.142844195191638	6.160193412073318	Psychromonas	Psychromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7539	4269789.0	38.864999999999995	3777.0	84.33649134358856	2.0	-0.5290389621096085	0.219254015446607
txid67575	1.7400843237717951	0.6093346248827458	0.4430972106511287	3.331010674540044	Rheinheimera	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7530	4373987.0	49.26	3996.5	91.5156329934664	0.5	-0.613156094297248	0.2670121359746995
txid68287	1.771712181178512	0.5031905688465056	0.31520581693879746	2.8007576860642827	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10297	6564160.0	63.02	6301.0	87.872736050001	1.0	-0.30777489015702697	0.10731730806201299
txid68288	0.9671129386411876	0.34820045452270937	0.08100307956840476	1.0579287022685098	Cyclobacterium	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	genus	N9063	6221273.0	38.31	5114.0	86.00390849990654	3.0	-0.19092704616948	0.094732362416902
txid69278	1.3874436925511608	0.4898979485566357	0.22736971621767504	2.135358806688769	Aquamicrobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G001014615	6052475.0	64.07	5815.0	90.46902300298638	1.0	-0.264836965812386	0.0958591316147563
txid69578	1.2984888304741466	0.5171864535126627	0.2355159710987387	2.109770579890104	Cryobacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	G000764165	4356826.0	65.29	4253.0	90.53847915891063	1.0	-0.40539752068562607	0.15087991910360002
txid70994	2.1872844044758706	0.5898423370508423	0.5342456676124279	4.0531350138021764	Lewinella	Lewinellaceae	Saprospirales	Saprospiria	Bacteroidetes	Bacteria	genus	N6124	6651789.5	51.905	5116.5	88.26869629734307	1.0	-0.4538348232180476	0.17851527610465998
txid71151	0.8944271909999159	0.8944271909999159	0.37465678565550536	2.5132741228718345	Methanocalculus	Methanocalculaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	genus	G001508455	1973787.0	51.9	2244.0	90.51994972101852	1.0	-0.10510732011362299	0.0437724342037871
txid71655	1.267236207276855	0.6928203230275509	0.3875573585881271	2.7582146725120094	Brenneria	Pectobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G001049335	5350059.0	53.08	4659.0	85.85142705902871	7.0	-0.7428993365551801	0.269973147603566
txid71666	0.31622776601683805	0.31622776601683805	0.016557647109660175	0.31415926535897937	Waddlia	Waddliaceae	Parachlamydiales	Chlamydiia	Chlamydiae	Bacteria	genus	N3071	2121811.5	43.78	1965.5	93.79543867082111	1.5	-0.07805441254636955	0.03782497070875625
txid72763	1.201452362656351	0.6313566835087994	0.2965159569525301	2.383039333696801	Tessaracoccus	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	G000826065	3211248.0	67.82	3062.0	90.86149683861228	1.0	-0.305651671199361	0.11260942630859598
txid73029	1.7	0.5	0.3010692959690218	2.670353755551324	Dechloromonas	Azonexaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N4598	4064165.0	61.035	3845.5	92.10839926247233	3.5	-0.49840786772861395	0.188391627383333
txid73918	2.54572989502183	0.4559014113909555	0.3879487149065421	3.646138252490453	Thermaerobacter	Clostridiales Family XVII. Incertae Sedis	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N744	2866718.5	72.26	2379.0	84.98011487420867	2.0	-0.10219289306957866	0.033495213458482796
txid74030	2.0834367283078348	0.567188409290291	0.4735080297653849	3.7124236948882583	Roseovarius	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10220	4378526.0	63.59	4285.0	90.14423639759983	1.5	-0.27807013834472	0.10766084626137151
txid74385	3.195402506036587	0.5193957121017386	0.6365267724535439	5.2140333433321695	Gracilibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N6054	4071593.0	36.81	4019.0	85.642922816422	1.0	-0.4895736454709289	0.19685385407654102
txid75309	2.056116934105852	0.6015017133258198	0.5233119169281413	3.885389403044816	Rhodanobacter	Rhodanobacteraceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N8600	4225490.0	67.25	3845.0	89.28725291066351	1.0	-0.266080645707206	0.0910233941738192
txid75687	1.4770910863897364	0.7322940777147039	0.5191319216094854	3.398150989830814	Neptunomonas	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N9603	4391552.0	45.49	4176.0	90.34616919029993	1.0	-0.47378300845663207	0.18291390739409197
txid75905	3.0594117081556718	0.5477225575051661	0.677838871927043	5.264394472136272	Thermocrinis	Aquificaceae	Aquificales	Aquificae	Aquificae	Bacteria	genus	N2768	1500577.0	45.19	1621.0	96.54111163895487	1.0	-0.0290950626553603	0.0137921062583884
txid76008	3.5	0.5	0.6544984694978736	5.497787143782138	Fusibacter	Eubacteriales Family XII. Incertae Sedis	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	G001748365	5111250.0	37.64	4611.0	87.64994864269993	4.0	-0.44649989278904206	0.178246250708386
txid76023	4.4721359549995805	4.4721359549995805	46.83209820693819	62.83185307179586	Halothece	Aphanothecaceae	Chroococcales		Cyanobacteria	Bacteria	genus	G000317635	4179170.0	42.92	3848.0	86.65792489896319	3.0	-0.0821662592756882	0.0415374396347524
txid76632	3.5	0.6	0.9330530181161686	6.5973445725385655	Thermobacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	G000227705	4355525.0	60.12	4014.0	87.48674384833058	5.0	-0.25769301467106304	0.106286579177891
txid76634	1.3250382202466688	0.3116604312575371	0.08863204120862178	1.29735833249098	Mycetocola	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	G000718085	3451363.0	66.14	3165.0	89.9335132236163	1.0	-0.620054971654774	0.20807710727722
txid76831	0.927100275828162	0.37077346682288403	0.08634662319219731	1.079904201161956	Myroides	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N8151	4067999.0	34.019999999999996	3581.0	86.70840616737489	2.0	-0.4827264298464865	0.181985349701765
txid76833	1.7320508075688772	0.5	0.3073624573190221	2.7206990463513265	Actinobaculum	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	genus	N6403	2225110.0	57.78	1776.0	85.3517572705189	1.0	-0.40956401470360704	0.14864636922841198
txid76886	7.745966692414836	0.5291502622129179	1.664638303792608	12.876698099213991	Caldivirga	Thermoproteaceae	Thermoproteales	Thermoprotei	Crenarchaeota	Archaea	genus	N981	2077567.0	48.47	2077.0	88.24488324137127	1.0	-0.036909111963416	0.0134294747344039
txid76890	5.25	1.85	12.454516825921988	30.51271864799085	Asticcacaulis	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N6620	4700027.0	59.51	4265.0	88.61967336062744	2.0	-0.491105541121872	0.17057831561855302
txid78119	4.4721359549995805	0.5	0.8453769179051971	7.0248147310407285	Succinispira	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	genus	G000384135	2085243.0	36.24	1916.0	89.32512901374085	3.0	-0.433365271581819	0.186824107544685
txid79206	4.2702392571338015	0.9654285533586824	2.88517719822952	12.951564143784607	Desulfosporosinus	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N3323	5660978.0	42.11	5428.0	83.90158318502519	3.0	-0.175140942828867	0.0822623832485021
txid79328	2.889789233066693	0.4922181849127826	0.5046636876312678	4.468622788106865	Chitinophaga	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	genus	N6540	8280239.0	45.485	6634.5	89.33643169199833	1.0	-0.510657297397852	0.2083063929255305
txid81416	1.8314207507423528	1.8314207507423528	3.216347867137137	10.537222096561086	Methanofollis	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	genus	N828	2594506.5	60.65	2551.0	87.8826833296207	1.5	-0.2180198283376245	0.0869730426002332
txid82802	1.0792807516624514	0.9582311661236796	0.5436450365776391	3.2490365462391257	Trichococcus	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	N4484	3090512.0	45.83	2915.0	85.72239810102663	0.0	-1.05291779366482	0.33187503620367
txid82986	2.0	1.0	1.3089969389957472	6.2831853071795845	Tatumella	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G000757425	4413398.0	49.98	4092.0	86.41661141823148	7.0	-0.7422992791282521	0.258394769581948
txid83612	2.5952379603845315	0.3797413358462342	0.2783213227291227	3.096099658514044	Psychroflexus	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N10049	3156789.5	36.15	2890.0	89.0022315096366	2.0	-0.22903865484382452	0.10686991699736201
txid83614	1.6311648181163263	0.4733557772329361	0.2570294266952918	2.425690573206561	Luteimonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7468	3781299.5	70.155	3314.0	89.48128177671367	1.0	-0.2104676761361275	0.07177671977404125
txid83618	1.3264735875778928	0.4931764164963944	0.22111887814147424	2.0551843310360067	Pseudoxanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7470	3419049.0	70.25	3104.0	89.5103660198213	1.0	-0.233145245096935	0.0848560024233111
txid83681	1.43	0.81	0.5977476926058763	3.6389067706530582	Nonomuraea	Streptosporangiaceae	Streptosporangiales	Actinomycetia	Actinobacteria	Bacteria	genus	N5937	8996452.0	72.23	8465.0	89.64261736961676	1.0	-0.41989153160022796	0.18470144320939103
txid83867	1.15	1.15	0.7963282878380625	4.1547562843725006	Palaeococcus	Thermococcaceae	Thermococcales	Thermococci	Euryarchaeota	Archaea	genus	G000966265	2206431.0	54.31	2350.0	91.86840648993784	1.0	-0.45515609533433204	0.15384316096016198
txid84108	1.0408667702537098	0.5471848628412043	0.1977514088524925	1.7892832288230909	Slackia	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	genus	N1544	2119335.0	60.21	1798.0	86.70085477646714	3.0	-0.535451323319455	0.18618992431247197
txid84111	0.6324555320336759	0.28284271247461906	0.03381450914563993	0.5619851784832582	Eggerthella	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	genus	N2066	1815543.0	48.905	1739.0	86.99366681042751	0.0	-0.6745818733979605	0.217301074953055
txid84404	1.7392527130926088	0.5196152422706632	0.33005440883222964	2.839189918725012	Hippea	Desulfurellaceae	Desulfurellales	Deltaproteobacteria	Proteobacteria	Bacteria	genus	N1373	1728543.5	37.25	1734.5	95.25971090986806	1.5	-0.08683743458305315	0.0299416238255203
txid84406	2.6697103000129787	0.5443304140598721	0.5753056719974282	4.565376622285922	Virgibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N6059	4353177.0	37.22	4151.0	84.26046625124211	1.0	-0.472714270057258	0.19442880137326699
txid84756	1.760681686165901	0.6324555320336759	0.4869038766182477	3.498329523837171	Beutenbergia	Beutenbergiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	G000023105	4669183.0	73.12	4217.0	92.83752639380381	2.0	-0.163958574241048	0.0615025735859729
txid85043	1.475104718263908	0.6335556088089341	0.3966380273994335	2.9360095567280315	Williamsia	Nocardiaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N6362	5538168.0	64.72	5165.0	91.47279389140957	1.0	-0.261370409760853	0.101526717799886
txid85072	3.464101615137755	1.677050983124842	6.400506115459322	18.251004041881252	Allochromatium	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G000025485	3669074.0	64.19	3261.0	91.00446052600736	3.0	-0.186711151997511	0.0808191849753853
txid85076	4.5	0.9	2.6719245518781194	12.723450247038667	Marichromatium	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G000224005	3779112.0	67.86	3264.0	88.86047833459287	3.0	-0.278734126421624	0.12474080338061301
