taxid	length	width	volume	surface	shape	species	genus	family	order	class	phylum	kingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	B	MCB	ENC	ENCprime	SCUO
taxid216816	2.1166010488516718	1.1313708498984762	1.7487134470860701	7.5230485494649555	rod-shaped	Bifidobacterium longum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000007525	2260266.0	60.13	1833.0	86.96799403256077	4.0	0.24641378305059303	0.22303489587545897	0.0794931527755012	0.21372063104102998	-0.06076602562602999	-0.703909973571323
taxid444922	2.6514147167125706	0.8774964387392122	1.4265699282089324	7.309251369568349	rod-shaped	Psychromonas ossibalaenae	Psychromonas	Psychromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000381745	5204311.0	41.95	4479.0	85.03396511084753	0.0	0.131893732084764	-0.0204599230374973	0.11353403472669699	0.213407718431898	-0.036744042004235	-0.907936360165672
taxid271157	1.5905973720586866	0.2449489742783178	0.0711074857926964	1.2240122336338652	rod-shaped	Flavobacterium segetis	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N8152	3800950.0	34.599999999999994	3342.0	89.96040755237209	1.0	0.14183786662263598	-0.0427563893062166	0.01449732409787955	0.1625940057125515	-0.032785170596149854	-0.519650333145932
taxid494016	3.1622776601683795	0.34641016151377546	0.2871548517884777	3.4414423257272846	rod-shaped	Microbulbifer donghaiensis	Microbulbifer	Microbulbiferaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7120	4349217.5	52.825	3790.0	86.15002407023582	1.0	0.1494841940970585	0.030774380975057723	0.02865488120621175	0.17748108212903552	-0.017876292405996804	-0.8256797682275137
taxid983	3.1622776601683795	0.5916079783099616	0.8150675609686346	5.877381679269497	rod-shaped	Flavobacterium flevense	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N8152	3800950.0	34.599999999999994	3342.0	89.96040755237209	1.0	0.14183786662263598	-0.0427563893062166	0.01449732409787955	0.1625940057125515	-0.032785170596149854	-0.519650333145932
taxid477666	2.85	0.5	0.5268712679457883	4.476769531365456	rod-shaped	Bacteroides graminisolvens	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000428125	3633399.0	41.49	3093.0	90.11660981907025	0.0	0.0715160094315404	-0.0550479525997018	0.043842151869480005	0.19768797353691	-0.0388852461112603	-1.06103371564151
taxid552546	3.0000000000000004	0.3499999999999999	0.2774091762966737	3.2986722862692828	rod-shaped	Muricauda olearia	Muricauda	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N9512	4201351.5	42.47	3793.5	91.9163484604004	2.0	0.03809268660892205	-0.1724090174286065	-0.0931123872893409	0.10310826668061954	-0.00905492607954297	-0.6277685497877086
taxid1530191	1.3674794331177345	0.4472135954999579	0.1913871179474214	1.9212579332321365	rod-shaped	Luteimonas terrae	Luteimonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7468	3781299.5	70.155	3314.0	89.48128177671367	1.0	0.18571187337533548	0.0172446299247789	0.0847593832984796	0.09359972696607524	-0.029108038245696452	-0.2371566918244915
taxid1562970	2.8142494558940587	0.8366600265340756	1.393888489881174	7.397099891149192	rod-shaped	Fermentimonas caenicola	Fermentimonas	Dysgonomonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000953535	2808926.0	37.3	2405.0	91.2037910575074	2.0	0.05170407329764	-0.174994779376957	-0.0200269527681706	0.0441203301993934	-0.00529789364192849	-0.42145774757825705
taxid502049	1.55	0.55	0.32469669071789514	2.6782077371852986	rod-shaped	Thalassospira profundimaris	Thalassospira	Thalassospiraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000300275	4380232.0	55.19	4067.0	88.83097972892759	1.0	0.135562029750494	0.0086460734380166	-0.19687824293010897	0.161888684402242	0.00012389217849233898	-0.628386927099702
taxid46355	21.213203435596427	0.27386127875258304	1.2441835727230912	18.251004041881238	helical	Spirochaeta africana	Spirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	species	G000242595	3285855.0	57.77	2815.0	94.06474114043377	3.0	0.0384782155551959	-0.183824573168379	-0.00532855010766215	0.0110561529916858	-0.008963563359191441	-0.20462118107814897
taxid1778672	1.224744871391589	0.5916079783099616	0.2824604181289652	2.2763001363115354	rod-shaped	Novosphingobium flavum	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N8216	4687742.0	64.08	4316.5	90.61899324924417	1.0	0.203620287458113	0.132593508130953	0.041980338549473445	0.16652840895966298	-0.0316337854865654	-0.5894911711449775
taxid390640	3.464101615137755	0.6324555320336759	1.02204903010189	6.882884651454574	rod-shaped	Salinimicrobium catena	Salinimicrobium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G900102915	3261465.0	43.77	2985.0	90.72422975564663	0.0	0.0982813800762626	-0.0742372889094997	-0.0139095395988752	0.13767236525416102	-0.0269364259015094	-0.7920722215215892
taxid1873482	2.0	1.0	1.3089969389957472	6.2831853071795845	rod-shaped	Xenorhabdus eapokensis	Xenorhabdus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N9219	4214574.5	44.76	3726.0	84.69483793634197	7.0	0.16106102229306152	0.047681775647122004	0.08765161469761851	0.2031514467855105	-0.0412229754783055	-0.8203534673509154
taxid1194090	0.55	0.3	0.03180862561759666	0.5183627878423159	rod-shaped	Aliifodinibius roseus	Aliifodinibius	Balneolaceae	Balneolales	Balneolia	Balneolaeota	Bacteria	species	G900129315	5082244.0	48.33	4297.0	86.50670845398214	1.0	0.0325823713340172	-0.168070036551762	0.080751504792655	-0.0257608398892979	-0.0345314345367222	-0.35652980553531294
taxid1767027	1.0392304845413265	0.4898979485566356	0.1651091354134108	1.599437857737012	rod-shaped	Flavobacterium suaedae	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N8152	3800950.0	34.599999999999994	3342.0	89.96040755237209	1.0	0.14183786662263598	-0.0427563893062166	0.01449732409787955	0.1625940057125515	-0.032785170596149854	-0.519650333145932
taxid328839	1.224744871391589	0.7483314773547882	0.4289598039882855	2.8793172275584817	rod-shaped	Azospirillum melinis	Azospirillum	Azospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N8204	6716963.5	68.245	6009.0	88.30622601008993	9.0	0.15655029363268452	-0.0396617960824306	0.20975645861591002	0.09926113347878274	-0.030325197910309798	-0.2744738720929925
taxid1196083	1.0	0.4	0.10890854532444616	1.2566370614359172	rod-shaped	Snodgrassella alvi	Snodgrassella	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000600005	2527978.0	41.27	2229.0	83.73917810993609	4.0	0.13842145536122302	-0.00877358424389479	0.00707288494903545	0.14875149483499403	-0.0352407988120309	-0.46000190207941705
taxid165179	0.95	0.83	0.3643142684747647	2.4771458073555515	rod-shaped	Prevotella copri	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000157935	3512473.0	44.85	3042.0	85.98386379055441	5.0	0.229828550957922	0.14607579061912498	0.181962835742256	0.20695347041000198	-0.11781509664905801	-0.990852949780724
taxid56146	9.486832980505136	0.31622776601683805	0.7368152963798776	9.424777960769381	helical	Borreliella tanukii	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	genus	N597	1127042.0	28.09	1576.0	83.46814797761934	2.0	0.107173164611693	0.0191266236159731	0.12500074831333	0.0412986536349566	-0.0258605906411126	-0.0535395995317577
taxid1711	2.0	0.458257569495584	0.3046732028857915	2.8793172275584813	rods	Cellulomonas flavigena	Cellulomonas	Cellulomonadaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N5109	3971656.5	73.495	3694.5	90.76200064216422	1.0	0.21398845044424353	0.0606316751970198	0.337800943685735	0.0365857964256352	-0.02582814602369335	-0.16250737684600153
taxid289483	1.118033988749895	0.5	0.18680053687012896	1.7562036827601817	rod-shaped	Pseudoxanthomonas kalamensis	Pseudoxanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7470	3419049.0	70.25	3104.0	89.5103660198213	1.0	0.224810983221922	0.0477571145783719	0.220476995498017	0.0836609980358611	-0.0165803110581115	-0.204068498263918
taxid1778406	2.0	1.0	1.3089969389957472	6.2831853071795845	rod-shaped	Comamonas aquatilis	Comamonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N8597	4938914.5	63.45	4543.5	88.03039666421245	4.0	0.21740221508968804	0.051663064966830555	0.279157805323475	0.03856035637337033	-0.05666337581835165	-0.287565599567733
taxid435905	2.15	0.3	0.1449059611468292	2.0263272615654166	rod-shaped	Microbulbifer celer	Microbulbifer	Microbulbiferaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7120	4349217.5	52.825	3790.0	86.15002407023582	1.0	0.1494841940970585	0.030774380975057723	0.02865488120621175	0.17748108212903552	-0.017876292405996804	-0.8256797682275137
taxid1864941	1.9364916731037085	0.6324555320336759	0.542136212957401	3.8476494904855927	rod-shaped	Terrimonas terrae	Terrimonas	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	genus	G000425585	4686152.0	48.08	4008.0	90.61108133069521	1.0	0.0901745060460493	-0.061072801490987996	-0.005993626016943829	0.140515710151638	-0.0136007645403747	-0.7825837908849879
taxid245836	0.9797958971132712	0.4898979485566356	0.15390597961942368	1.5079644737231006	rod-shaped	Nocardiopsis salina	Nocardiopsis	Nocardiopsaceae	Streptosporangiales	Actinomycetia	Actinobacteria	Bacteria	species	G000341025	5808301.0	70.38	5414.0	86.29134406085359	1.0	0.20284837008971804	0.127351666589864	0.0295446440086657	0.0857426911156677	-0.0181017594422104	-0.323513970464132
taxid1230532	0.9486832980505138	0.4	0.10245989837040767	1.192150591895532	rod-shaped	Lacinutrix iliipiscaria	Lacinutrix	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N9944	3896874.0	31.98	3493.0	89.34284458005399	1.5	0.099575718231985	-0.13219675965848	-0.0478039960707682	0.109708852904507	-0.022600541038986552	-0.290181192463464
taxid574956	1.6	0.8	0.6702064327658227	4.021238596594936	rod-shaped	Novosphingobium soli	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N8216	4687742.0	64.08	4316.5	90.61899324924417	1.0	0.203620287458113	0.132593508130953	0.041980338549473445	0.16652840895966298	-0.0316337854865654	-0.5894911711449775
taxid370323	2.545584412271571	0.6928203230275509	0.8726003451589645	5.540615266299253	rod-shaped	Haloterrigena limicola	Haloterrigena	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	Archaea	species	G000337475	3522035.0	61.8	3657.0	84.14533075338547	0.0	0.166186264174226	0.189504327806565	0.0569937054265567	0.153032229956225	-0.0406802960386762	-0.357003807001459
taxid1173618	5.75	0.4	0.7058111495065069	7.225663103256522	rod-shaped	Sungkyunkwania multivorans	Sungkyunkwania	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	family	N6134	3819763.0	35.5	3429.0	90.29981488534405	1.0	0.10154807617657101	-0.108826182056736	-0.0762245700668028	0.135741253883887	-0.0186798435370286	-0.4737541732822271
taxid70771	10.000000000000002	0.4	1.2398819006167718	12.56637061435917	rod	Pyrobaculum neutrophilum	Pyrobaculum	Thermoproteaceae	Thermoproteales	Thermoprotei	Crenarchaeota	Archaea	species	G000019805	1769823.0	59.91	2051.0	91.44016096524906	1.0	0.09068192094896199	0.0583460631882103	0.0749128802777527	-0.00542491391885951	-0.0307585895823943	-0.0682663229173676
taxid1036778	1.5491933384829668	0.6928203230275509	0.4969697598569576	3.3719110708995483	rod-shaped	Bosea lathyri	Bosea	Boseaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N8876	5607710.0	66.47999999999999	5388.0	88.9387023163661	1.0	0.14846957681049502	0.004384998108513335	0.01765649693672655	0.12168934754983751	-0.01598335501141025	-0.32898233883315453
taxid402384	1.4142135623730951	0.7071067811865476	0.4628003060581633	3.141592653589794	rod-shaped	Halobacillus mangrovi	Halobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N5614	4035520.0	41.775	4060.5	84.94012861236216	0.5	0.10132786012340425	-0.0238150674676654	-0.11409749613417698	0.24331067463391498	-0.0161472250628997	-1.05906330090317
taxid205844	1.3753181450122731	0.4024922359499621	0.15791762012270266	1.739043929690968	rod-shaped	Novosphingobium pentaromativorans	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N8216	4687742.0	64.08	4316.5	90.61899324924417	1.0	0.203620287458113	0.132593508130953	0.041980338549473445	0.16652840895966298	-0.0316337854865654	-0.5894911711449775
taxid1325358	2.1330729007701543	0.6324555320336759	0.6038940270244579	4.238240202015765	rod-shaped	Paenibacillus silvae	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	family	N3029	5982226.0	47.28	5629.0	86.29303919433326	1.0	0.11928931680908801	-0.039871623523598	-0.0169976295307748	0.18516354762617898	-0.0224743243134588	-1.00459433455524
taxid1721087	2.8284271247461903	0.5	0.5226354437949021	4.442882938158366	rod-shaped	Desulfovibrio senegalensis	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	family	N3840	3699310.0	59.12	3304.0	87.37502885735489	2.0	0.150316434830729	0.0041256640816518106	0.11725771974024801	0.0987623437868528	-0.0329644078603775	-0.31798005990864003
taxid65123	0.4898979485566356	0.15811388300841894	0.008584270781860217	0.2433467205584167	spherical	Mycoplasma wenyonii	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria	genus	N3035	1260528.5	28.13	2157.0	69.3182582758846	1.0	0.12057485208444951	0.07370886506221225	0.191272254874232	0.057675555263385	-0.0169959736474729	-0.10583098117238046
taxid658057	4.0	0.75	1.6566992509164924	9.424777960769381	ovoid-shaped	Pacificibacter marinus	Pacificibacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G900109555	3870734.0	52.02	3801.0	89.21145188483631	1.0	0.149421292212995	0.0346815185604842	0.07200892641070099	0.18959017713206	-0.022543676504711	-0.9909236829956909
taxid374858	1.4832396974191326	0.7348469228349535	0.5251776802417228	3.424191879625638	rod-shaped	Zoogloea caeni	Zoogloea	Zoogloeaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria	family	N4963	4280700.0	66.42	3897.0	91.18380610236288	2.0	0.164426645797912	-0.0769773713150525	0.181923606268659	0.00793315841982909	-0.0380080732349639	-0.13168299733410002
taxid1036133	2.25	0.3	0.15197454461740625	2.1205750411731104	rod-shaped	Kistimonas scapharcae	Kistimonas	Endozoicomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N6275	5606375.0	46.75	4951.0	85.7696580050738	5.0	0.149273452965732	0.0483577854529798	0.09696826695463599	0.206900535927005	-0.0334355908455196	-1.09064412826608
taxid1817963	1.095445115010332	0.6928203230275509	0.3259107096040317	2.384301183791064	rod-shaped	Roseomonas deserti	Roseomonas	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N6176	5301508.0	69.925	4920.5	89.49761669470053	1.0	0.175416048027297	0.02988747649162353	0.19337459199738952	0.12434534963055634	-0.03104082652303365	-0.3519688975355675
taxid1610491	0.5455272678794342	0.35327043465311386	0.041929072318350136	0.6054435108798929	coccus-shaped	Lampropedia cohaerens	Lampropedia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G001005215	3158922.0	63.46	2840.0	88.41386397005054	5.0	0.10811297660356099	-0.11216234095368	-0.0820173136174769	0.0401443705450929	-0.0162349039970497	-0.280954877707328
taxid334852	2.425	0.7	0.8434521776419094	5.3328535294686725	rod-shaped	Methylobacterium oryzae	Methylobacterium	Methylobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N9720	7647492.5	70.33500000000001	6994.5	84.22167723253796	6.5	0.2226892521373495	0.08538224540043016	0.1960117645714025	0.1246925342906225	-0.03382018490768135	-0.3012357817136585
taxid431675	1.5	0.3	0.09896016858807846	1.413716694115407	rod-shaped	Pseudidiomarina sediminum	Pseudidiomarina	Idiomarinaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000423165	2624474.0	50.36	2408.0	93.82337184517736	0.0	0.106001707958518	-0.0676858993741163	0.107809353430354	0.15583848588844199	-0.0300737204998373	-0.9048474945776279
taxid88139	1.743559577416269	1.7	2.6713123434866413	9.31184173116203	rods-coccus	Modestobacter multiseptatus	Modestobacter	Geodermatophilaceae	Geodermatophilales	Actinomycetia	Actinobacteria	Bacteria	genus	N3996	4859169.0	74.08500000000001	4655.0	90.9111600782963	1.0	0.17173902945258201	-0.009057785204542064	0.223418083597632	0.00610632286749794	-0.027019459161964	-0.109010914845982
taxid2049305	2.1213203435596424	0.4898979485566356	0.3690782685103682	3.264838855621592	rod-shaped	Changchengzhania lutea	Changchengzhania	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	family	N6134	3819763.0	35.5	3429.0	90.29981488534405	1.0	0.10154807617657101	-0.108826182056736	-0.0762245700668028	0.135741253883887	-0.0186798435370286	-0.4737541732822271
taxid211669	1.7320508075688772	0.8944271909999159	0.900951225712778	4.866934411168334	rod-shaped	Psychromonas hadalis	Psychromonas	Psychromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000420245	3979980.0	39.11	3726.0	84.47718330242866	0.0	0.11847744674230698	-0.0451098238552661	0.11264505216665302	0.16300362510526198	-0.0281058348302189	-0.5871317444986
taxid1743235	2.2449944320643653	0.8944271909999159	1.223243210196927	6.3082679829880615	rod-shaped	Chelatococcus composti	Chelatococcus	Chelatococcaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G001418005	4373820.0	67.77	4169.0	90.03511804326651	1.0	0.13412014137138	-0.0421006791040294	0.0103149620454251	0.0973786562093767	-0.023129630171209	-0.28313746673538503
taxid1586267	3.872983346207418	1.0	2.7800346191810594	12.167336027920834	rod-shaped	Apibacter mensalis	Apibacter	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G001418685	2331098.0	30.48	2114.0	86.65195543044523	2.0	0.0269103973155552	-0.19594190779624	-0.25727154571507505	0.10971004440315402	-0.00173256768925226	-0.26166731300584
taxid351205	1.55	1.55	1.9498163904811152	7.547676350249479	coccus-shaped	Salimicrobium luteum	Salimicrobium	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N5613	2966273.0	46.435	3011.0	87.85714211382123	3.5	0.1032382991647752	-0.0182845407994041	-0.03397667065048279	0.170250581630827	-0.025620626922988048	-0.8527533129934335
taxid433645	0.6324555320336759	0.4898979485566356	0.08843386326566847	0.9733868822336668	rod-shaped	Microbacterium kribbense	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N7235	3489832.0	69.97999999999999	3360.0	92.18519725611162	1.0	0.19996245554666547	0.09628837228750595	0.06758049261073029	0.10092478036222952	-0.0269742233039597	-0.313801809575949
taxid1848476	0.674536878161602	0.27386127875258304	0.034356248259948916	0.5803449406923216	rod-shaped	Huakuichenia soli	Huakuichenia	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	family	N3662	3471800.0	69.54	3262.0	91.85985741471865	1.0	0.1822422582081	0.0524045279237085	0.0496741722846329	0.0978206261657192	-0.0254202423510407	-0.311019366950428
taxid517424	3.5	0.65	1.0895108772496351	7.147123286916777	rod-shaped	Salsuginibacillus halophilus	Salsuginibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	G000377705	3831781.0	43.16	3625.0	82.20939557871392	0.0	0.0337191640083565	-0.123184671334152	-0.230087642503563	0.154826554732895	-0.00252998277291135	-0.6256155456031129
taxid1769	2.8284271247461903	0.3872983346207417	0.3180070503269765	3.4414423257272864	rods	Mycobacterium leprae	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000195855	3268203.0	57.8	3999.0	68.9615669528484	1.0	0.0537722941416888	0.0683170378996165	-0.00418689055106661	0.117195837582475	-0.0139230617321095	-0.44454502881372104
taxid440514	3.85	0.4	0.4670501078336826	4.8380526865282825	rod-shaped	Maribacter stanieri	Maribacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N9824	4508637.5	36.010000000000005	3881.5	91.42719022820042	2.0	0.07779191545508445	-0.159360901490048	-0.14652371114379797	0.154312182496013	-0.007772281526467766	-0.5483146615254706
taxid1346889	1.7291616465790582	0.7348469228349535	0.6294768697347589	3.991924757056285	rod-shaped	Roseomonas eburnea	Roseomonas	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N6176	5301508.0	69.925	4920.5	89.49761669470053	1.0	0.175416048027297	0.02988747649162353	0.19337459199738952	0.12434534963055634	-0.03104082652303365	-0.3519688975355675
taxid1795632	1.3416407864998738	0.5916079783099616	0.31459386109111404	2.4935618646198243	rod-shaped	Thermodesulfatator autotrophicus	Thermodesulfatator	Thermodesulfobacteriaceae	Thermodesulfobacteriales	Thermodesulfobacteria	Thermodesulfobacteria	Bacteria	genus	N4555	2312254.5	43.7	2248.5	91.71348028764976	1.5	0.01426670492580135	-0.17902526301299898	-0.011325620915799195	0.03181653200351597	-0.016727585393215123	-0.23562273985225046
taxid230667	1.95	0.7	0.6606507551111535	4.288273972150067	rod-shaped	Chitinibacter tainanensis	Chitinibacter	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000429785	3425989.0	56.06	3201.0	90.4094846772713	0.0	0.17333333483440197	-0.0086682617113676	0.19169982281034198	0.0602970411301055	-0.0508783682717156	-0.313213459539774
taxid871203	1.3	0.3499999999999999	0.11385000876915505	1.429424657383356	rod-shaped	Caballeronia zhejiangensis	Caballeronia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000698575	7767215.0	62.67	7272.0	87.51936183046304	1.0	0.21511469697316501	0.0311345875190115	0.180433918599347	0.11775022470839999	-0.0388757157218353	-0.34437762892670604
taxid444091	1.1	0.5	0.18325957145940466	1.7278759594743864	rod-shaped	Caldimicrobium rimae	Caldimicrobium	Thermodesulfobacteriaceae	Thermodesulfobacteriales	Thermodesulfobacteria	Thermodesulfobacteria	Bacteria	genus	G001548275	1814952.0	38.3	1780.0	92.50558692461289	1.0	-0.0352459713726769	-0.273925096933045	-0.252227803435082	0.0683582205335174	0.0125771934967786	-0.285159795779783
taxid1744844	2.381176179958132	1.0488088481701516	1.7551532725051513	7.845809241218803	rod-shaped	Aureimonas pseudogalii	Aureimonas	Aurantimonadaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N9563	4797175.0	67.1	4400.0	88.6678344380377	1.0	0.146864250232184	-0.0345994589335577	-0.012152807792924998	0.10468355041468902	-0.0145259090593234	-0.281079627400956
taxid29313	3.872983346207418	0.6	1.038511574748259	7.3004016167525005	rods	Mycobacterium shimoidei	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5918	5402402.0	66.31	5375.0	91.22640494362749	1.0	0.0895266096818709	-0.0339107258766829	-0.114868221500709	0.134856144556061	-0.008972030810163279	-0.470585254269476
taxid198252	0.5738466694161429	0.15491933384829668	0.009843368003314685	0.2792874102115765	rod	Candidatus Pelagibacter ubique	Candidatus Pelagibacter	Pelagibacteraceae	Pelagibacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	N2505	834822.0	29.15	1029.0	96.62009139355064	1.0	0.0559596978438542	-0.188677241883446	-0.0192661832921097	0.0441275152438433	-0.00601622464378589	-0.14368888417711498
taxid1748242	1.3856406460551018	0.648074069840786	0.38581797399923795	2.8211432060493586	rod-shaped	Spongiibacter taiwanensis	Spongiibacter	Spongiibacteraceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7506	3691442.0	56.21	3455.5	92.06049877039703	1.5	0.09071980841376501	-0.0953783084775814	0.1310170579181536	0.060152852672279496	-0.028959549266082747	-0.4514949757955925
taxid529704	3.0000000000000004	0.4	0.3602359576116296	3.7699111843077517	rod-shaped	Frateuria terrea	Frateuria	Rhodanobacteraceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N5361	4239760.0	66.29	3845.0	89.31936432346201	1.0	0.19127510217202	0.00131308990694598	0.115164664138149	0.0798902228504779	-0.0322225517741902	-0.27411505102472195
taxid493381	1.0	0.65	0.2599340671610805	2.042035224833365	rod-shaped	Psychromonas agarivorans	Psychromonas	Psychromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7539	4269789.0	38.864999999999995	3777.0	84.33649134358856	2.0	0.10441514152849879	-0.06234074587114535	0.10454128850982476	0.169797328390859	-0.0266562656758412	-0.6230437987165804
taxid2136109	2.0	1.5	2.6507188014663883	9.424777960769381	rod-shaped	Novosphingobium lubricantis	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N8216	4687742.0	64.08	4316.5	90.61899324924417	1.0	0.203620287458113	0.132593508130953	0.041980338549473445	0.16652840895966298	-0.0316337854865654	-0.5894911711449775
taxid1209954	2.7	0.3	0.18378317023500293	2.5446900494077327	rod-shaped	Mesorhizobium hawassense	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10297	6564160.0	63.02	6301.0	87.872736050001	1.0	0.155689448211098	0.0633705508950894	-0.004490068771879879	0.18320494915535201	-0.00795500033168111	-0.570146769540182
taxid1615673	2.872281323269014	0.75	1.1584884010538892	6.767653428168828	rod-shaped	Pseudomonas paralactis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N6276	5045115.0	62.165000000000006	4601.5	89.02287347525258	4.0	0.16030116388397397	-0.04968902372538755	0.12787189123334952	0.0163410149431491	-0.03592034876864475	-0.164787561635184
taxid1761741	3.97994974842648	0.9486832980505138	2.589732464565051	11.861748620752756	rod-shaped	Paenibacillus periandrae	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	family	N3029	5982226.0	47.28	5629.0	86.29303919433326	1.0	0.11928931680908801	-0.039871623523598	-0.0169976295307748	0.18516354762617898	-0.0224743243134588	-1.00459433455524
