Pathway name,ko,Number of genes,Alpha,Standard error,P-value alpha,Beta,Standard error,P-value beta,R squared adj,AIC
Acarbose and validamycin biosynthesis,ko00525,27,2.2834459341409663,0.12193903293339596,8.652016197906752e-70,0.5985360537496367,0.1343522657765123,9.078920201677562e-06,0.013668528441284744,4298.509593761942
Novobiocin biosynthesis,ko00401,30,4.154622592695007,0.16267370320489208,7.8231077815793045e-118,0.9814806282925861,0.17923367179540306,5.1766881633944447e-08,0.020868739481176735,5083.0585442945685
Staurosporine biosynthesis,ko00404,40,0.20174263294382347,0.14155570467501946,0.15433423521890763,-0.06660505874565038,0.15596588884764778,0.6694113692111336,-0.0006015596349899788,4704.556111090143
Phenazine biosynthesis,ko00405,16,3.4481883761095764,0.15246794328160884,2.2242413350009256e-96,1.002061334653243,0.16798897896260712,3.1143598882198727e-09,0.02479720390222595,4906.694699347782
Prodigiosin biosynthesis,ko00333,20,7.47421481888162,0.4184897703351684,2.9831513392975636e-64,2.5780619401732734,0.46109147740685036,2.7220378502648495e-08,0.021766904697631317,7655.092873178541
Aflatoxin biosynthesis,ko00254,20,0.0,0.0,,0.0,0.0,,,-inf
Biosynthesis of various antibiotics,ko00998,74,1.9934926977060612,0.15479757096106972,6.84376025551587e-36,0.044563853000440204,0.17055575966950517,0.793911458650767,-0.0006855649438692879,4947.970844961508
Biosynthesis of various plant secondary metabolites,ko00999,73,3.828849789313031,0.2659462939681699,7.620445305142688e-44,0.11661342541707964,0.2930192761903097,0.6907134377893462,-0.0006192202561583482,6421.052233951508
Biosynthesis of various other secondary metabolites,ko00997,42,0.5443586457868776,0.10531277798917267,2.705481738820451e-07,0.12903038854577203,0.11603347999153361,0.2663305316149229,0.00017391549122147687,3899.5013324738984
Benzoate degradation,ko00362,106,15.586883614338227,1.807409945936616,1.774047720323228e-17,0.7494582599975453,1.991401896357693,0.7067176393166117,-0.0006315477819405224,11637.372570014135
Aminobenzoate degradation,ko00627,89,8.199447434594362,0.8161360454899282,5.876076796023345e-23,1.2833663349157398,0.8992176192946033,0.15375102759801515,0.0007618523737108474,9473.19456999825
Fluorobenzoate degradation,ko00364,18,1.9046226909141595,0.22662440285560062,1.0716593107209122e-16,0.7188030699813323,0.24969446838675277,0.004055299170973404,0.00532959689083401,5985.531276093929
Chloroalkane and chloroalkene degradation,ko00625,43,4.400586834192555,0.2664817240638744,5.695657512579536e-56,2.2030532459946595,0.293609212364087,1.1195188395878093e-13,0.039073184934348304,6426.526931609991
Chlorocyclohexane and chlorobenzene degradation,ko00361,41,3.097361166527347,0.3316456092331812,3.826496590578085e-20,0.9110982734926445,0.36540669516091095,0.01277147174369351,0.0038213347885619475,7021.995171408755
Toluene degradation,ko00623,46,2.106602620250765,0.2839174260244001,2.0593306982707495e-13,0.6264735952753794,0.3128198458048173,0.04541151687917539,0.0022088382911619187,6599.041245547574
Xylene degradation,ko00622,34,2.134616871637647,0.4413366270959486,1.4705134964719858e-06,-0.07193673298578017,0.4862641140748716,0.8824139809350271,-0.0007197194429637843,7799.7820489687565
Nitrotoluene degradation,ko00633,22,2.448084878902736,0.26414465256103176,7.195814943515306e-20,0.9055092746558557,0.29103423006239754,0.00190112265008494,0.006342237792538619,6402.549421083348
Ethylbenzene degradation,ko00642,16,0.892806527454302,0.13678539863152175,9.445511408040899e-11,-0.06866961682712383,0.1507099719359451,0.6487210681734608,-0.0005829804279251505,4611.245820740684
Styrene degradation,ko00643,25,5.1702930082744265,0.4871930695262351,2.4795150037296063e-25,0.6320773448516803,0.5367886819080798,0.2391957239375197,0.00028414298661993964,8068.85877220461
Atrazine degradation,ko00791,16,2.8827007922477863,0.21054469013033852,4.549901383166603e-40,1.799839539325085,0.23197786209831042,1.6756525216748287e-14,0.04171158257525642,5785.2026949414485
Caprolactam degradation,ko00930,22,3.479766764582899,0.5203362879220085,3.305918424567776e-11,-0.24908252523440866,0.5733058362554506,0.6640182519618074,-0.0005968548005736984,8248.006709273366
Bisphenol degradation,ko00363,2,0.0751979231988388,0.039797294217102736,0.05903440837409477,-0.0248679038799314,0.04384860631757459,0.5707188452233054,-0.0004990448263968439,1250.625590369974
Dioxin degradation,ko00621,31,1.3221060232981272,0.2968563690449057,9.132716332864892e-06,0.05818429701596689,0.3270759561719352,0.8588340627334604,-0.0007125325812176175,6720.347103330787
Naphthalene degradation,ko00626,29,1.8062360310722123,0.12932385762155899,1.5920424809606181e-41,0.9083970251705937,0.14248885588510332,2.497391122889361e-10,0.028323901284233455,4458.559363053118
Polycyclic aromatic hydrocarbon degradation,ko00624,43,0.8155736564574868,0.16704954864542715,1.1731088682765626e-06,0.3228404973370518,0.18405497253464073,0.07964837435945223,0.0015246351128276325,5155.311566065247
Furfural degradation,ko00365,8,0.1938099397863352,0.07953933722350212,0.014951463929495432,0.09037564915957806,0.08763633692401453,0.30260346977553715,4.668347399883199e-05,3135.4820619984403
Steroid degradation,ko00984,15,0.003881002206584546,0.4014022604173797,0.9922871040309293,-1.039572943789605,0.44226448149990816,0.018887051421781327,0.0033162980099169515,7541.617107426745
Metabolism of xenobiotics by cytochrome P450,ko00980,34,5.700789909833301,0.5370574858653311,2.420202285889629e-25,2.3905345683200556,0.5917292301117067,5.6463805184487096e-05,0.011139870359249238,8334.103103036632
Drug metabolism - cytochrome P450,ko00982,25,5.72453693323472,0.5492343416547099,1.594201983029863e-24,2.4243448941467927,0.6051456737719617,6.504200514834795e-05,0.010944894532983196,8395.130515764704
Drug metabolism - other enzymes,ko00983,32,12.660578025326009,0.5599709541817701,2.474537488457657e-96,1.0666824000820452,0.6169752593039622,0.08405587860307792,0.0014604088505273394,8447.827653427055
RNA polymerase,ko03020,66,5.499895085165241,0.17774971803373282,1.4426401153797802e-159,1.254779333623183,0.1958444050643916,2.0406778781588318e-10,0.028606069722225014,5324.309700223311
Basal transcription factors,ko03022,36,1.2616316494514668,0.19285849457877083,8.588319643438258e-11,0.6843293552984127,0.21249123514910806,0.001309926740693187,0.00684376704290901,5546.371137744301
Spliceosome,ko03040,123,-0.0030827504965733198,0.0028170114101110405,0.2740025726564194,-0.004356821253972896,0.0031037794589811973,0.16063224455447886,0.0007130319010202335,-5957.563544732366
Ribosome,ko03010,143,53.30761422470831,0.3311985713838801,0.0,0.21354915571081745,0.36491414944772427,0.5585078258602783,-0.000483716577648563,7018.323608028182
Aminoacyl-tRNA biosynthesis,ko00970,66,27.097935712587784,0.2679328565029517,0.0,2.0287105948772943,0.29520806817294293,9.606156165430066e-12,0.03287257666257115,6441.30943325154
Nucleocytoplasmic transport,ko03013,98,0.23699616537259477,0.049891759566628655,2.247464189218433e-06,0.1371473291071628,0.05497067493568537,0.012716557202070274,0.0038269278283873387,1865.952539378286
mRNA surveillance pathway,ko03015,63,0.254322380589035,0.05100409936151092,6.94778120448871e-07,0.14769718459446615,0.05619624945567883,0.00867951617209605,0.004325066358594087,1925.973072057352
Ribosome biogenesis in eukaryotes,ko03008,83,2.868465153433096,0.2542234235696351,2.7510101499557217e-28,0.9483909776385655,0.28010303303535683,0.0007297908646078754,0.007635428070282946,6298.342064194287
Protein export,ko03060,39,16.709477139453018,0.3352304911585089,4.272253894466555e-309,1.897315477441264,0.3693565133415432,3.201208317545068e-07,0.01832473839886306,7051.26040550803
Protein processing in endoplasmic reticulum,ko04141,144,2.8109835753415604,0.1813249160689883,4.92461677044631e-50,0.8207355602715347,0.1997835535477052,4.227114761762348e-05,0.011539319569998763,5378.515760653336
SNARE interactions in vesicular transport,ko04130,35,0.0,0.0,,0.0,0.0,,,-inf
Ubiquitin mediated proteolysis,ko04120,133,0.0017834938226804992,0.003985267044265745,0.6545696832114312,0.00035834441061429194,0.00439096197699077,0.9349692275763498,-0.0007309308418115279,-5013.226119335426
Sulfur relay system,ko04122,29,14.771766635597562,0.5292796859807316,7.030501760618727e-136,5.391390541773045,0.5831596604496034,8.798636061513005e-20,0.05847985506830733,8294.394186751335
Proteasome,ko03050,49,0.5876952929664752,0.11991662341120424,1.0688454393028084e-06,0.14830139249795699,0.13212397763039532,0.2618731711053414,0.00019104745562414926,4252.985522765723
RNA degradation,ko03018,79,14.967388116710378,0.3587709131109302,1.4339613763054359e-245,1.7925100974048975,0.39529331922363053,6.278444619986094e-06,0.014180502938412443,7235.9909258698235
DNA replication,ko03030,60,17.486979816106363,0.2679328526941355,0.0,1.7473658499835891,0.2952080639763943,4.092909163737791e-09,0.02441525409491363,6441.30939455678
Base excision repair,ko03410,52,12.44533822277003,0.3150421079489827,6.486173621499118e-228,1.2201873135386534,0.3471129793285594,0.00045378705286833225,0.008281542172291712,6882.191479916413
Nucleotide excision repair,ko03420,61,9.395428969420031,0.19083784898828446,2.1228867561310044e-304,0.4739341029187896,0.21026489050061925,0.02435581478752232,0.002991357676562223,5517.701340718743
Mismatch repair,ko03430,44,19.582009296797505,0.4173144475135378,1.5183077043170495e-286,2.2692287083382583,0.459796508270994,8.992914079144422e-07,0.016884345433863412,7647.437418082884
Homologous recombination,ko03440,72,21.38675039075389,0.5518588252276084,6.405983817334558e-222,1.1491297212719502,0.6080373263136442,0.0589839909786976,0.0018874029408085802,8408.106452822281
Non-homologous end-joining,ko03450,19,0.9811431704423756,0.1756602965023919,2.81168928051614e-08,-0.08021974383829215,0.19354228317491254,0.6785867447027546,-0.0006093452524293941,5292.123449459326
Fanconi anemia pathway,ko03460,54,0.2292349763428953,0.04551142644758337,5.367903323101665e-07,0.1417065763605925,0.05014442967817969,0.004782778846891588,0.00511058430565825,1615.8213584459845
Viral genome structure,ko03230,119,0.0,0.0,,0.0,0.0,,,-inf
Viral replication,ko03240,130,0.0,0.0,,0.0,0.0,,,-inf
Viral life cycle - HIV-1,ko03250,60,0.29864156700565386,0.07012232192369867,2.1959234346395585e-05,-0.27550659400247446,0.07726068187784293,0.0003751398507360773,0.008541050460469823,2792.481388317534
Virion - Human immunodeficiency virus,ko03260,20,0.0,0.0,,0.0,0.0,,,-inf
Virion - Coronavirus,ko03262,28,0.0,0.0,,0.0,0.0,,,-inf
Virion - Influenza A virus,ko03261,12,0.0,0.0,,0.0,0.0,,,-inf
Virion - Enterovirus,ko03263,13,0.0,0.0,,0.0,0.0,,,-inf
Virion - Flavivirus,ko03264,14,0.0,0.0,,0.0,0.0,,,-inf
Virion - Lyssavirus,ko03265,8,0.0,0.0,,0.0,0.0,,,-inf
Virion - Herpesvirus,ko03266,32,0.0,0.0,,0.0,0.0,,,-inf
Virion - Orthopoxvirus,ko03268,46,0.0,0.0,,0.0,0.0,,,-inf
Virion - Adenovirus,ko03267,19,0.0,0.0,,0.0,0.0,,,-inf
ABC transporters,ko02010,515,122.16989026339174,6.7200154051856185,2.798890897427607e-66,43.23277872272696,7.404104116791695,6.5594578628104e-09,0.023755937212825318,15211.890981245146
Phosphotransferase system (PTS),ko02060,72,8.876804167049166,1.1938079281973684,1.8342941548996294e-13,2.684494909547997,1.3153360019091427,0.0414517029804392,0.002322060521753433,10508.432015883955
Bacterial secretion system,ko03070,74,23.038753715790136,1.2718472666699887,7.318021073195261e-66,4.008082899957358,1.4013196421863585,0.0042982011745291435,0.0052523118373539734,10680.795170753026
Two-component system,ko02020,499,121.72104890162163,6.103432913336001,8.000335415704599e-78,42.50837274764997,6.724754339896454,3.5123590628170134e-10,0.02784738179932078,14949.928256085424
MAPK signaling pathway,ko04010,243,0.0,0.0,,0.0,0.0,,,-inf
MAPK signaling pathway - fly,ko04013,84,1.3668713065705236,0.07548648542145894,8.096229526035968e-66,0.32310556640471066,0.08317091014997789,0.00010732498456319815,0.010255478992374223,2993.1267210822425
MAPK signaling pathway - plant,ko04016,54,4.020841219094531,0.17695361826634257,3.829466732300747e-97,1.181831407728665,0.19496726338990045,1.7419913187030896e-09,0.02560935347175819,5312.091110863037
MAPK signaling pathway - yeast,ko04011,91,1.036127640636482,0.11348056438699079,2.4004286567977147e-19,0.26512601824518706,0.12503273627991857,0.03414861583749504,0.0025642314617362327,4102.826085154265
ErbB signaling pathway,ko04012,69,0.0,0.0,,0.0,0.0,,,-inf
Ras signaling pathway,ko04014,182,0.2992229674343116,0.04157094598789611,1.0083753653131453e-12,0.19726397773730275,0.04580281350105103,1.775240815619643e-05,0.012739009905216592,1369.3118240881554
Rap1 signaling pathway,ko04015,162,0.0,0.0,,0.0,0.0,,,-inf
Wnt signaling pathway,ko04310,126,0.03591797818986586,0.010472661568244676,0.0006223694974207604,0.029252496737266737,0.01153876471345154,0.011351283275409007,0.0039745694428985345,-2383.328040102761
Notch signaling pathway,ko04330,36,0.0374119716859095,0.008387722314080586,8.858396850868284e-06,0.03515033381665031,0.009241581391058466,0.00014899627400125022,0.009804821617245496,-2987.6098467890224
Hedgehog signaling pathway,ko04340,45,0.04917442621113394,0.02198399115499147,0.025459184592668407,0.010000949438262702,0.02422193248077658,0.6797536784478384,-0.0006103159031201066,-364.8389785034319
Hedgehog signaling pathway - fly,ko04341,26,0.04917442621113394,0.02198399115499147,0.025459184592668407,0.010000949438262702,0.02422193248077658,0.6797536784478384,-0.0006103159031201066,-364.8389785034319
TGF-beta signaling pathway,ko04350,96,0.0,0.0,,0.0,0.0,,,-inf
Hippo signaling pathway,ko04390,115,0.0,0.0,,0.0,0.0,,,-inf
Hippo signaling pathway - fly,ko04391,53,0.0,0.0,,0.0,0.0,,,-inf
Hippo signaling pathway - multiple species,ko04392,25,0.0,0.0,,0.0,0.0,,,-inf
VEGF signaling pathway,ko04370,39,0.001990260832450122,0.002818832125383123,0.48027267712133637,0.0014328783849013663,0.0031057855206683667,0.6446157512497229,-0.0005791212000914037,-5955.804806360084
Apelin signaling pathway,ko04371,105,0.11286891070053752,0.024278334587097994,3.6605560403717813e-06,0.06256851081634593,0.02674983705044247,0.019478457905200267,0.0032767520573548925,-94.62642455736159
JAK-STAT signaling pathway,ko04630,143,0.0,0.0,,0.0,0.0,,,-inf
NF-kappa B signaling pathway,ko04064,97,0.001990260832450122,0.002818832125383123,0.48027267712133637,0.0014328783849013663,0.0031057855206683667,0.6446157512497229,-0.0005791212000914037,-5955.804806360084
TNF signaling pathway,ko04668,94,0.001990260832450122,0.002818832125383123,0.48027267712133637,0.0014328783849013663,0.0031057855206683667,0.6446157512497229,-0.0005791212000914037,-5955.804806360084
HIF-1 signaling pathway,ko04066,76,5.604456891803375,0.16911293742911027,5.227782561221792e-177,0.6864971524293275,0.1863284115770603,0.00023830316233782101,0.00916114925831435,5188.727637397221
FoxO signaling pathway,ko04068,102,2.4348095427142837,0.1617976327190663,1.8776246659568046e-47,0.3738079662227074,0.178268418488737,0.036188390090114014,0.00249151006436088,5068.359744165691
Calcium signaling pathway,ko04020,198,0.20202203527452314,0.02606879882445836,1.7947093744689224e-14,0.16515527507533356,0.028722568187424444,1.1005984369209632e-08,0.023032513776339303,99.05688659893303
Phosphatidylinositol signaling system,ko04070,55,2.233407222437365,0.11868728799515993,2.2050493813528273e-70,0.20935995621443912,0.13076949748919986,0.10961273429795226,0.0011480567754958981,4224.936689935066
Phospholipase D signaling pathway,ko04072,108,0.07933213360673984,0.034143785675701185,0.020300730092438362,0.0008142662622650787,0.037619578057697854,0.9827345160838237,-0.000735490184208043,833.5653030363737
Sphingolipid signaling pathway,ko04071,83,0.3696440001374808,0.11030470352783499,0.000826957616395374,0.05206215595312631,0.12153357697092533,0.6684447488883967,-0.0006007234310732024,4025.562074372557
cAMP signaling pathway,ko04024,172,0.06536623524116501,0.05017278815588472,0.19285609267800413,-0.1375538382228873,0.055280311864946176,0.012954675515289026,0.003802852464032336,1881.2419070631938
cGMP-PKG signaling pathway,ko04022,121,0.006091394259397927,0.003983160292162221,0.12642608804232888,0.005274842321840211,0.0043886407602997,0.22959975232975022,0.0003268325208999334,-5014.66544459179
PI3K-Akt signaling pathway,ko04151,268,0.8617485294894514,0.07143522456390591,6.59723256883638e-32,-0.09908398902838798,0.07870723627648372,0.20828518140644942,0.00042982369628297157,2842.9742592523007
AMPK signaling pathway,ko04152,85,2.193484797360565,0.12723191832684225,2.182023295637741e-60,0.567981498523328,0.14018395992725508,5.372804478621055e-05,0.01120836458251695,4414.168353405163
mTOR signaling pathway,ko04150,117,0.11286891070053752,0.024278334587097994,3.6605560403717813e-06,0.06256851081634593,0.02674983705044247,0.019478457905200267,0.0032767520573548925,-94.62642455736159
Plant hormone signal transduction,ko04075,45,0.04529215481842332,0.013147284372125924,0.0005884906111415579,0.03995100764549102,0.014485660593749762,0.005894096898598194,0.0048341606269565185,-1764.2172405197284
Neuroactive ligand-receptor interaction,ko04080,332,0.8448948179993823,0.06461893672981797,6.947456532765343e-37,0.4711861715722494,0.07119705932440966,5.222855770666204e-11,0.030509491175153336,2570.0023467086803
Cytokine-cytokine receptor interaction,ko04060,274,0.0,0.0,,0.0,0.0,,,-inf
Viral protein interaction with cytokine and cytokine receptor,ko04061,120,0.0,0.0,,0.0,0.0,,,-inf
ECM-receptor interaction,ko04512,66,0.002483277802679114,0.00487914491829865,0.6108645758818727,0.00031843417313102263,0.00537583544051421,0.9527741508602607,-0.000733251447976313,-4462.386791475965
Cell adhesion molecules,ko04514,109,0.0,0.0,,0.0,0.0,,,-inf
Quorum sensing,ko02024,283,74.585676195817,4.483386113363018,1.047650426769611e-56,22.750112877062293,4.939788910826302,4.5004740013666776e-06,0.014643036157825251,14110.26530604747
Biofilm formation - Vibrio cholerae,ko05111,106,15.523590293853744,1.172143144495396,9.58577681722233e-38,4.762668077678447,1.2914657717794031,0.00023511800969169578,0.009179566854639165,10458.580444367833
Biofilm formation - Pseudomonas aeruginosa,ko02025,90,26.444047249479766,1.733669451882843,1.3066465609988437e-48,12.273397849696535,1.910154717195503,1.815829168154429e-10,0.028769159590160798,11523.988697913206
Biofilm formation - Escherichia coli,ko02026,61,17.446778428680954,1.061380745948607,1.6199817710874657e-55,6.2816779537657865,1.1694279070398135,9.17177896971142e-08,0.020069759390233033,10188.386096630418
Bacterial chemotaxis,ko02030,26,22.112595254376487,2.2367672002351546,2.6526780111526943e-22,3.526331074689373,2.4644671532725884,0.15269749287545353,0.0007695453939514652,12217.530824967953
Flagellar assembly,ko02040,55,17.76273106049686,2.143395714274358,2.7510988450790227e-16,-3.1185252579867138,2.361590573099898,0.18688413032943746,0.0005465911259330269,12101.464049623433
Cell cycle - Caulobacter,ko04112,31,19.60181352364844,0.8092761864852128,4.9421488515767795e-108,5.705592292274399,0.8916594356841565,2.1495840713185418e-10,0.028533432256037328,9450.218679073627
Cell cycle,ko04110,133,0.17854725641373115,0.04287204412071687,3.314673176954667e-05,0.10062908266107339,0.047236361709011146,0.03332347257377045,0.002594947184059282,1453.199649910705
Regulation of actin cytoskeleton,ko04810,172,0.0,0.0,,0.0,0.0,,,-inf
